"Gene","NR3C1"
"LIF",-0.574647743
"LILRB4",-0.0152766
"LIMD1",-0.028150593
"LIMS1",-0.846826274
"LIMS3",-0.159355011
"LIN28B",-0.03472019
"LIPA",-0.018018835
"LIPG",2.694857293
"LIPH",-0.311092547
"LITAF",-0.489285543
"LIX1L",-0.082523175
"LLGL2",2.879516445
"LMAN2",0.139756925
"LMAN2L",6.155634235
"LMBR1",0.082323421
"LMCD1",0.278523633
"LMO2",0.152820763
"LMO3",-0.030039153
"LMO4",-0.789846841
"LMO6",0.042362147
"LMO7",-3.109165428
"LMX1A",-0.243927966
"LMX1B",-0.327104348
"LNX2",-0.273928994
"LOC123688",0.082644813
"LOC124976",-0.831378548
"LOC128977",0.059682215
"LOC144233",0.596731103
"LOC146909",0.679960132
"LOC147804",-0.433519336
"LOC150223",0.304533068
"LOC152485",0.163422216
"LOC152719",0.06046099
"LOC153222",0.149367606
"LOC153346",-0.316544123
"LOC161635",1.173599709
"LOC163233",0.175053564
"LOC200312",-0.335654725
"LOC202181",-0.274552911
"LOC204010",0.128154125
"LOC253981",-0.727020862
"LOC283152",-0.034733435
"LOC283537",0.100517847
"LOC283666",0.025858206
"LOC284371",-0.133100459
"LOC285016",-0.026881032
"LOC285074",-0.00138602
"LOC285813",0.483304705
"LOC338328",-0.626085378
"LOC339229",0.345969566
"LOC339344",0.063038871
"LOC342900",0.008719327
"LOC344167",-0.191719236
"LOC375449",0.350413668
"LOC401233",-0.128694009
"LOC404266",-0.53575046
"LOC440104",0.04572437
"LOC441383",-0.287496607
"LOC442319",0.920169642
"LOC51152",-0.01836832
"LOC54103",0.094649162
"LOC541473",0.114501556
"LOC554202",0.004432673
"LOC55565",-0.369151354
"LOC55908",-0.28417883
"LOC56757",0.231873788
"LOC57228",-3.130257051
"LOC643233",-0.415655844
"LOC643641",0.509874564
"LOC644165",0.087934275
"LOC644538",-0.358630157
"LOC644617",-0.509332081
"LOC645843",-0.023310085
"LOC650392",-1.246850175
"LOC653284",-0.107450289
"LOC653499",-0.011266764
"LOC653866",0.452128472
"LOC654433",0.304247015
"LOC654780",-0.062339494
"LOC728411",-0.156706649
"LOC730498",-0.158468629
"LOC730766",0.52770691
"LOC731680",-0.35465984
"LOC81691",0.133343584
"LOC84661",0.200660399
"LOC90826",-0.415649325
"LOC91664",-0.112319504
"LOH11CR2A",-1.116898335
"LOR",-0.032915493
"LOX",-0.068500856
"LOXL2",0.581010543
"LOXL4",-0.019168361
"LPAAT-THETA",-1.153994149
"LPHN1",1.523702526
"LPHN2",-0.653124134
"LPIN1",-0.279713378
"LPIN2",-0.029486463
"LPXN",0.505390574
"LQK1",0.146201866
"LRAP",0.312089026
"LRBA",0.82282661
"LRIG2",-0.247776747
"LRIG3",-0.570654107
"LRP11",-0.373976162
"LRP12",0.648988479
"LRP5L",0.334450621
"LRPPRC",0.253583747
"LRRC1",2.83429835
"LRRC15",-0.184588146
"LRRC2",-0.228644654
"LRRC20",-0.2926874
"LRRC37A2",-0.014026918
"LRRC50",-0.033801951
"LRRC51",0.111779776
"LRRC6",-0.168781505
"LRRC7",-0.178736755
"LRRC8A",-0.201202339
"LRRC8B",-0.212101463
"LRRC8C",-0.209377757
"LRRC8D",0.907515106
"LRRFIP1",-0.263761223
"LRRFIP2",-0.584406276
"LRRIQ2",-0.022666428
"LRRN6A",-0.020220193
"LRRTM4",-0.124880701
"LRTM1",-0.110132341
"LSM11",-0.077281132
"LSM4",-0.477966309
"LSM6",-0.04403731
"LSMD1",0.002908023
"LSS",0.002155099
"LTA4H",0.063365557
"LTB",0.180646711
"LUC7L2",0.423919999
"LUZP1",0.423769798
"LUZP4",-0.091104142
"LY6D",-0.353007853
"LY6G6C",-0.320162633
"LY6K",-0.137793269
"LY96",0.106564668
"LYL1",-0.325814471
"LYPD3",0.020688022
"LYPLA1",0.43330853
"LYPLA3",-0.587569842
"LYPLAL1",-0.428823562
"LYRM1",-1.166821994
"LYSMD3",-0.096232161
"LZTFL1",-0.155218044
"LZTR1",-0.122615723
"LZTS1",0.224228885
"MACF1",-0.23823312
"MAEL",-0.068054838
"MAF",0.488886869
"MAF1",0.398470097
"MAFA",0.282128011
"MAFB",0.513606159
"MAFF",-0.466654404
"MAFG",0.088020272
"MAFK",-0.070718834
"MAGEA5",-0.854212525
"MAGED1",-0.293117815
"MAGED2",-0.386719613
"MAGEF1",-0.20604886
"MAL2",0.291928494
"MALAT1",-0.888586671
"MALL",-0.172910318
"MALT1",0.628171332
"MAMDC2",-0.108986321
"MAML1",-0.410999174
"MAML2",-0.160178057
"MAML3",-0.088100133
"MAN1A1",-0.074720227
"MAN1C1",0.051412445
"MANBA",0.146765597
"MANEAL",-0.066553905
"MANSC1",-0.105685284
"MAP1LC3B",0.132848349
"MAP2",-0.326563919
"MAP2K1",0.08682025
"MAP2K1IP1",0.89782911
"MAP2K3",0.033341379
"MAP2K7",-0.081992957
"MAP3K1",-0.14002778
"MAP3K12",0.315262224
"MAP3K13",-0.283637899
"MAP3K14",-0.142133032
"MAP3K5",-0.382641242
"MAP3K6",1.428008252
"MAP4K3",-0.258495082
"MAP6",0.020351264
"MAPK1",-6.338875501
"MAPK10",-0.127686054
"MAPK13",-0.338503813
"MAPK14",0.017333186
"MAPK3",-0.360869171
"MAPK6",-0.623874675
"MAPK8IP1",-0.244163527
"MAPK8IP3",-0.192339557
"MAPKBP1",-1.268651529
"MAPRE1",-0.190533728
"MAPRE3",0.183349349
"MARCKS",-0.094660937
"MARK1",0.284936357
"MARK3",-0.182887171
"MARK4",0.217257703
"MARS",-0.269234112
"MASK-BP3",-0.127550115
"MAST3",-0.23262338
"MAST4",-0.21594466
"MASTL",0.306954089
"MAT2A",-0.138820556
"MAT2B",0.606291717
"MATK",-0.387974166
"MATN2",0.022834863
"MAZ",-0.002328683
"MBD1",-0.385555603
"MBD2",-0.90951823
"MBD3",0.126698392
"MBD3L1",-0.714740258
"MBD3L2",-0.063089858
"MBD4",-0.05841999
"MBD5",-0.071255763
"MBNL2",-0.214108742
"MBNL3",0.183858837
"MBOAT1",0.314777535
"MC1R",-0.0538218
"MCC",0.047225432
"MCCC1",-0.10580967
"MCCC2",-0.592179778
"MCEE",0.890792496
"MCL1",-0.221714401
"MCM10",0.315234351
"MCM2",-0.678610882
"MCM3",-0.171857416
"MCM3APAS",-0.422527332
"MCM4",-1.182135887
"MCM5",-0.431434237
"MCM6",-0.100383023
"MCM7",-0.131469388
"MCM8",0.340270097
"MCMDC1",0.04127075
"MCOLN1",0.312066516
"MCTP1",-0.07678165
"MCTP2",0.07089266
"MCTS1",-0.063118809
"MDC1",-0.010446261
"MDFI",-0.337987568
"MDFIC",0.742966225
"MDM2",0.02131018
"MDM4",-0.119191906
"ME1",0.417014261
"ME2",-1.445214704
"MECP2",-1.40494516
"MED10",-0.930191895
"MED11",-0.089170084
"MED12",0.219608888
"MED12L",-0.015884408
"MED18",-0.228027049
"MED19",-0.326497624
"MED25",0.005329086
"MED28",-0.166500764
"MED31",-0.2899606
"MED4",0.07555533
"MED6",0.280510094
"MED8",-0.790799721
"MED9",0.289489889
"MEF2A",-0.111183282
"MEF2C",-0.149938908
"MEF2D",-0.24593691
"MEG3",-0.077200469
"MEGF6",0.064900886
"MEIS1",0.014044471
"MEIS2",-0.21429915
"MEIS3",-0.164050426
"MEIS3P1",-0.312202192
"MEN1",-0.383163079
"MEOX1",-0.471229953
"MEOX2",0.013335345
"MESDC1",1.283234726
"MESP1",0.025221879
"MEST",1.392566255
"METAP2",-0.330774287
"METT5D1",-0.15772356
"METTL7A",-1.536686094
"METTL7B",-0.053085905
"METTL8",0.99053045
"MFAP3L",0.021332736
"MFGE8",0.359088569
"MFNG",0.480602239
"MFSD1",0.495591288
"MFSD2",1.152928902
"MFSD3",-0.401946014
"MGA",-0.154098632
"MGAT4B",0.166526529
"MGAT4C",-0.017608774
"MGAT5",-0.017940702
"MGC11257",0.316474589
"MGC11332",0.353023875
"MGC15634",0.083541852
"MGC16169",0.240854428
"MGC17330",0.861858594
"MGC21874",-0.243955958
"MGC24039",0.131593795
"MGC24125",-0.197907627
"MGC26356",0.069086143
"MGC26963",-0.204882905
"MGC29671",-0.422138958
"MGC29891",-0.324832868
"MGC4859",-0.079334555
"MGC5139",-3.512226334
"MGC52110",-0.233369338
"MGC5370",-0.26611671
"MGC61571",-0.427057081
"MGC7036",0.076297304
"MGC70870",-0.593910139
"MGC9712",-0.541464106
"MIA2",-0.492490533
"MIB2",-0.585856416
"MICAL1",0.1221717
"MICAL2",-0.928869981
"MICALL2",-0.405711152
"MID1",-0.053111146
"MID1IP1",0.508856876
"MID2",0.126000298
"MIDN",0.27198032
"MIER1",-0.773006148
"MIER2",-0.703948481
"MIF",-0.067182076
"MINPP1",-0.284595305
"MIP",-0.211251332
"MIPEP",-0.048864521
"MITF",-0.050624638
"MIXL1",-0.102612546
"MIZF",-0.02365765
"MKI67",0.181550247
"MKKS",-0.165103639
"MKL1",0.20501494
"MKL2",-0.407495816
"MKNK2",1.273941284
"MKS1",0.002946978
"MKX",0.154000467
"MLF1IP",-0.272947244
"MLF2",-0.708432979
"MLH3",0.020877196
"MLL",-0.190901038
"MLL2",0.050644086
"MLL3",-0.232208236
"MLL5",0.141993298
"MLLT1",-0.135269563
"MLLT10",-0.227352559
"MLLT11",-0.050622234
"MLLT3",0.058314428
"MLLT6",-0.03726548
"MLLT7",-0.175174347
"MLX",-1.234870598
"MLXIP",0.139370559
"MLXIPL",-0.491597721
"MMAB",-0.052007766
"MMD",-0.134631926
"MMP1",-0.58389579
"MMP10",-0.375974436
"MMP19",0.539550078
"MMP2",0.551621166
"MMP24",-0.462387693
"MMP28",0.093351903
"MMP3",1.105654749
"MMRN2",0.427231743
"MMS19L",-0.221176004
"MN1",0.076001878
"MNAB",-0.217773769
"MNAT1",-0.0430598
"MNDA",-0.303364045
"MNT",0.567286036
"MOBK1B",0.110933921
"MOBKL2B",-0.079913615
"MOCOS",-0.175492569
"MOG",-0.340447212
"MON1B",-1.261891199
"MORF4L1",0.295279124
"MORF4L2",-0.323839341
"MORN3",-0.283891049
"MOV10",-2.876787867
"MPDZ",0.335782734
"MPG",0.075627404
"MPHOSPH6",0.143703516
"MPI",-0.64325887
"MPP3",-0.044089267
"MPP5",0.247164375
"MPP7",0.098491555
"MPPE1",0.073710748
"MPPED2",-0.165489542
"MPV17",-2.120521543
"MR1",0.226072822
"MRGPRE",-0.924056359
"MRGPRX4",-0.421210951
"MRLC2",-0.022873174
"MRPL12",-0.000753114
"MRPL17",-0.017778142
"MRPL23",0.130491861
"MRPL28",0.163218661
"MRPL30",-0.055115199
"MRPS14",0.196865543
"MRPS18B",-0.169248871
"MRPS26",0.117103092
"MRPS27",0.533065544
"MRPS28",0.028313705
"MRPS31",0.3851788
"MRS2L",-1.092714469
"MS4A4A",-0.127679111
"MSC",-0.014794308
"MSH2",0.128421761
"MSH3",-0.050828054
"MSH6",-0.182827755
"MSI2",0.036080997
"MSL3L1",-0.469411679
"MSRA",3.198907315
"MSRB2",-0.203699521
"MSTO1",0.068128494
"MSTP9",-0.243115756
"MSX1",0.06211641
"MSX2",0.011229533
"MT1E",-0.201366924
"MTA1",-0.049563124
"MTA2",-1.01167937
"MTA3",-1.301828896
"MTAP",-0.032916291
"MTBP",0.126965144
"MTDH",-0.247375648
"MTERF",-0.237582398
"MTERFD3",-0.043497919
"MTF1",-8.591161798
"MTG1",0.157254817
"MTHFD1",-0.115448717
"MTHFD1L",-0.390244388
"MTMR11",-1.316368572
"MTMR2",-1.382532329
"MTMR3",-0.207767252
"MTMR4",-0.244236386
"MTMR6",-0.193526243
"MTMR9",-0.160622539
"MTUS1",0.203001306
"MUC1",-1.433047703
"MUC15",-0.493823434
"MUC5B",-0.540054869
"MVK",-0.047868135
"MXD1",-0.121705463
"MXD3",-0.266221335
"MXD4",0.485529326
"MXI1",0.107636206
"MXRA8",-0.186590454
"MYB",-0.153347025
"MYBBP1A",-1.693863518
"MYBL1",-0.250638561
"MYBL2",0.197025513
"MYBPC3",-0.476400071
"MYC",-0.616592318
"MYCBP",0.098057232
"MYCBP2",0.426213668
"MYCL1",-0.259419577
"MYCN",4.778224661
"MYEF2",-0.36917835
"MYF5",0.033527205
"MYF6",0.048463073
"MYH10",-0.041420753
"MYH14",-0.078908867
"MYH15",0.606689102
"MYH2",0.019464578
"MYH7",-0.211078372
"MYL9",0.146667744
"MYLIP",0.238035021
"MYLK",1.365498865
"MYNN",-0.075361844
"MYO10",-0.258417354
"MYO15B",-0.036984177
"MYO18A",-1.236292379
"MYO1E",-0.750659259
"MYO1F",0.033290572
"MYO3B",-0.245258301
"MYO5A",-0.233327358
"MYO5B",0.639665527
"MYO5C",-0.30176504
"MYO6",-0.320770107
"MYO7B",-0.333529422
"MYOCD",-0.054381548
"MYOD1",-0.804437544
"MYOG",-0.251289437
"MYOHD1",-0.663847328
"MYST1",0.265332473
"MYST2",-0.050440008
"MYST3",-0.419838315
"MYST4",0.00475964
"MYT1",-0.413186288
"MYT1L",-0.070828299
"MZF1",-0.171143645
"N-PAC",-0.174318109
"N4BP1",0.014123201
"N4BP2",-0.352925962
"NAB1",-0.524720838
"NAB2",-0.124418622
"NADK",-0.161430196
"NADSYN1",-2.076573382
"NAG",0.521713182
"NANOG",-0.176455752
"NANOS3",0.043856844
"NAP1L2",-0.015007714
"NAP1L5",-0.243705902
"NAP5",-0.07395893
"NAPG",-0.934919901
"NARF",-0.310562413
"NARFL",-0.949083899
"NARG1",-0.461339548
"NARG1L",0.190342947
"NARS",0.048701681
"NARS2",-1.16472619
"NAT14",-0.846776807
"NAT9",0.247243945
"NAV3",-0.210507947
"NBEAL2",0.096118364
"NBPF10",-0.35058137
"NBPF11",0.957758304
"NBPF14",-2.33360857
"NBPF15",-0.021641484
"NBPF20",-0.63007227
"NBR1",-0.04310459
"NBR2",-0.050301186
"NCALD",-0.606044459
"NCAPD2",-0.74776451
"NCAPD3",0.758878069
"NCAPG",-0.252291313
"NCAPG2",0.589737253
"NCAPH",3.012180049
"NCAPH2",-0.098564435
"NCBP1",0.38610228
"NCBP2",0.28943784
"NCF2",4.587056102
"NCK1",-1.2539379
"NCKIPSD",0.057482151
"NCLN",2.419273902
"NCOA1",0.163807719
"NCOA2",-0.21380449
"NCOA3",-0.282494995
"NCOA4",-0.232925065
"NCOA5",-0.081038286
"NCOA6",0.905290864
"NCOA7",0.323430143
"NCOR1",-0.601945472
"NCOR2",0.105124607
"NCR3",-0.344582464
"NDE1",0.169604418
"NDEL1",0.166578133
"NDN",-0.047570464
"NDNL2",-0.240507975
"NDRG1",-0.104763703
"NDRG2",0.228100267
"NDRG4",0.56558039
"NDST1",0.521390348
"NDUFA1",-0.322047214
"NDUFA10",0.17367503
"NDUFA11",0.029737039
"NDUFA13",0.091928072
"NDUFA2",0.017625275
"NDUFA3",-0.498788371
"NDUFA4",-0.043822055
"NDUFA5",-0.220319244
"NDUFA6",-0.102309419
"NDUFA7",-0.224430055
"NDUFA8",-0.033994552
"NDUFB10",0.109831694
"NDUFB11",0.277728652
"NDUFB2",-0.043279919
"NDUFB3",-0.034180646
"NDUFB4",-0.081829633
"NDUFB6",-0.160662377
"NDUFC1",-0.093685659
"NDUFS3",-0.025398398
"NDUFS5",0.035677043
"NDUFS7",-0.030420498
"NDUFV1",-0.000472033
"NDUFV2",0.149853568
"NEB",-0.308278897
"NEBL",-2.159783318
"NECAP2",-0.131074816
"NEDD4",-1.944352568
"NEDD4L",-0.868769915
"NEDD8",-0.043263902
"NEDD9",-0.221971075
"NEFL",0.350644904
"NEFM",-0.175661439
"NEGR1",0.218128847
"NEIL3",0.062289559
"NEK4",-0.626298279
"NEK6",0.130376863
"NEO1",0.289557386
"NES",-0.154034441
"NET1",-0.154200167
"NETO1",-0.277932014
"NETO2",0.021296529
"NEU4",-0.017159142
"NEUROD1",-0.122908352
"NEUROD2",-0.511935226
"NEUROD4",-0.128318931
"NEUROD6",0.143815445
"NEUROG1",2.757612638
"NEUROG2",-0.035183872
"NEUROG3",-1.982487701
"NFAM1",-0.221584839
"NFAT5",0.095679915
"NFATC1",-0.086734992
"NFATC2",-0.189563551
"NFATC2IP",0.202077965
"NFATC3",0.209305799
"NFATC4",-0.04861725
"NFE2",0.138988566
"NFE2L1",0.293002613
"NFE2L2",0.153523129
"NFE2L3",0.174347896
"NFIA",0.431823224
"NFIB",0.05392498
"NFIC",-0.099448837
"NFIL3",-0.717673743
"NFIX",0.734030648
"NFKB1",-0.244088361
"NFKB2",0.031413233
"NFKBIA",0.090330703
"NFKBIB",0.019879528
"NFKBIL2",-0.081304069
"NFKBIZ",-0.689711521
"NFRKB",-0.094217231
"NFX1",0.066296128
"NFXL1",-0.213623955
"NFYA",0.010942879
"NFYB",1.438531847
"NFYC",1.525423576
"NGB",-0.344023715
"NGFB",-0.213338666
"NGFRAP1",-0.11124955
"NHEJ1",0.00266553
"NHLH1",-0.262604603
"NHLH2",-0.195928839
"NIBP",-0.044082976
"NIF3L1",-0.084939368
"NIN",-0.590496295
"NINJ1",1.173299026
"NIP7",0.252174403
"NIPA2",-1.260275429
"NIPBL",-0.436369651
"NIPSNAP1",2.095421909
"NISCH",-1.384184575
"NIT2",-0.129644606
"NKRF",-0.455409423
"NKTR",-0.412611795
"NKX1-2",-0.782979613
"NKX2-2",-0.035797985
"NKX2-3",-0.028352751
"NKX2-5",-1.16994378
"NKX2-8",3.862892748
"NKX3-1",-0.088008504
"NKX6-1",-0.133292466
"NKX6-2",-0.284941564
"NLGN1",-0.021746526
"NLK",-0.114486146
"NLRC3",-0.174613938
"NLRC5",0.189588226
"NLRP1",-0.086109084
"NLRP10",0.010049655
"NLRP3",-0.723478569
"NLRP6",-0.031324067
"NME2",0.030455339
"NME4",-1.9165772
"NMI",3.330174976
"NMU",0.05158672
"NNAT",-0.174405681
"NNMT",-0.695075048
"NOC3L",-1.037840227
"NOD2",-0.945799512
"NODAL",0.133074534
"NOG",-0.224783224
"NOL4",-0.21640874
"NOL7",-0.553495558
"NOL8",-0.097317682
"NOL9",0.039359422
"NONO",-0.031188267
"NOP17",0.669193461
"NOTCH1",0.24746383
"NOTCH2",0.156852581
"NOTCH3",-0.136725169
"NOTCH4",0.270022967
"NOV",-0.084491225
"NOXO1",2.813786049
"NPAS1",-0.211261754
"NPAS2",-0.868939401
"NPAS3",-0.573992982
"NPAS4",-0.092036861
"NPAT",0.042840228
"NPC2",-0.072107861
"NPEPPS",0.079284712
"NPHP4",0.347171211
"NPLOC4",0.777322722
"NPM1",0.113221147
"NPM3",0.123515594
"NPNT",0.243666525
"NPTX1",-0.337200869
"NPTXR",-0.72326442
"NQO1",0.007830344
"NR0B1",-0.275514006
"NR0B2",-0.176587704
"NR1D1",-0.293871186
"NR1D2",-0.074596241
"NR1H2",0.991749878
"NR1H3",0.719508929
"NR1H4",-0.414637762
"NR1I2",-0.104641526
"NR1I3",-0.238749844
"NR2C1",0.16119417
"NR2C2",-0.281263419
"NR2E1",-0.264739939
"NR2E3",-0.097666992
"NR2F1",0.035042921
"NR2F2",1.359948524
"NR2F6",4.336427368
"NR3C1",-3.069919347
"NR3C2",-0.087159478
"NR4A1",0.153508707
"NR4A2",-0.067253173
"NR4A3",-0.503253262
"NR5A1",-0.041775316
"NR5A2",-0.113086169
"NR6A1",0.072148503
"NRAP",-0.01366085
"NRBF2",-0.380363379
"NRF1",-0.034173807
"NRG1",1.386404476
"NRG2",-0.072118493
"NRIP1",-0.55860394
"NRIP2",-0.170315157
"NRP1",-0.038306651
"NSBP1",0.15569117
"NSD1",0.320272191
"NSMAF",1.364609274
"NSMCE1",0.115481067
"NSUN7",-0.064112741
"NT5C1A",-0.096123925
"NT5DC3",0.08006444
"NTF3",-0.308102713
"NTNG1",0.36679602
"NTRK3",-0.7837775
"NUAK1",0.104068692
"NUAK2",0.462300545
"NUBPL",-0.101350139
"NUCB1",0.291976536
"NUCB2",-0.487211438
"NUDCD3",0.660824766
"NUDT2",0.393904775
"NUDT3",-0.164995697
"NUFIP1",-0.138793513
"NUMA1",0.220025697
"NUMB",-1.362393673
"NUP107",-0.151752182
"NUP160",-0.408187697
"NUP210",-0.192913185
"NUP43",-0.097398487
"NUP50",-0.282875177
"NUP54",0.249838951
"NUP62",-0.232224579
"NUP85",-0.243731684
"NUPL1",-1.00343022
"NUPR1",-0.054912575
"NUS1",-0.728525285
"NUTF2",0.251981248
"NXN",0.312050582
"NXT1",-0.182244221
"OAS1",1.30153472
"OAS2",0.542041975
"OAZ1",-0.103344752
"OBFC1",0.537833097
"OBFC2A",-0.175834798
"OCEL1",0.230355921
"OCLN",-0.138540816
"OCRL",0.00184453
"ODC1",0.043905315
"ODF2",-0.44516125
"ODZ4",0.04469053
"OGT",-0.154755215
"OLFML1",-0.08620529
"OLIG1",-0.290720939
"OLIG2",-0.111069032
"OLIG3",-0.069364885
"OLR1",-0.257553442
"OMA1",-1.752059663
"ONECUT1",-0.220463889
"ONECUT2",-0.194592219
"OPCML",-0.026397856
"OPHN1",-0.141290168
"OPLAH",0.244074932
"OPN1MW",0.006094221
"OPN3",-0.187079515
"OPRD1",-0.576695658
"OPRL1",-0.717460107
"OPTN",-0.146916513
"OR10H3",-0.921405456
"OR1E1",-0.588966132
"OR2A7",-0.292312485
"OR3A2",-0.455511023
"OR52A1",-0.195578568
"OR5T2",-0.107621139
"OR7D2",-0.015960787
"ORC1L",0.165998254
"ORC6L",-2.091290724
"ORMDL2",-0.094060867
"OS9",-0.32771508
"OSAP",-0.389412484
"OSBP",-1.223300184
"OSBPL10",-0.459950844
"OSBPL3",-0.059934103
"OSBPL8",-0.105713295
"OSGEPL1",0.078296072
"OSGIN2",-0.314103613
"OSM",-0.338328987
"OSMR",0.133616112
"OSR2",-0.21850656
"OSTF1",0.424575429
"OTEX",-0.144473687
"OTOP1",-0.305845843
"OTP",-0.219785481
"OTUD1",0.157355612
"OTUD7A",1.675363975
"OTX1",-0.070934268
"OTX2",-0.400038269
"OVOL1",0.129963005
"OVOL2",-3.30498709
"OXCT2",-0.601922121
"OXR1",0.004545098
"OXSR1",0.25022239
"OXTR",-0.071408101
"P18SRP",-0.3249758
"P2RY1",0.124862173
"P2RY2",-0.472705701
"P2RY5",0.486511999
"P4HA2",0.859536593
"P4HB",-0.084282103
"P53AIP1",1.113463862
"PA2G4",0.094053342
"PABPC1",0.07666835
"PACS1",0.21721469
"PACS2",0.012559356
"PADI3",0.283250748
"PADI4",-0.256136691
"PAF1",-2.332696939
"PAFAH2",0.249477139
"PAG1",0.131592609
"PAH",-0.03079129
"PAICS",-0.005886326
"PAIP1",0.23137501
"PAK1",1.356804352
"PAK2",1.007087924
"PALMD",0.079590569
"PAN3",-0.12882994
"PANK1",-0.338967182
"PAOX",0.686754979
"PAP2D",-0.089771859
"PAPD1",-0.56892523
"PAPPA",0.151187536
"PAPSS1",-4.428513916
"PAPSS2",0.079034762
"PAQR6",-0.516297708
"PARC",-0.0947708
"PARD6G",-0.71051737
"PARP1",-0.123996752
"PARP11",-0.067530782
"PARP14",0.315438202
"PARP15",-0.257560456
"PARP4",0.205757984
"PARP8",0.149033483
"PARS2",-0.287014303
"PARVB",0.035191892
"PASK",0.096107128
"PATZ1",0.031487003
"PAWR",-0.251891598
"PAX1",-0.054315586
"PAX2",-0.289445265
"PAX3",-0.072862088
"PAX4",0.076751726
"PAX5",-0.068175207
"PAX6",-0.326173834
"PAX7",-0.294083038
"PAX8",-0.263700905
"PAX9",-0.208762953
"PB1",-0.187618064
"PBLD",0.014953493
"PBX1",-0.080003951
"PBX2",0.094791296
"PBX3",-0.106634244
"PBX4",-0.217529881
"PBXIP1",0.403311183
"PCAF",-0.049527237
"PCBD1",0.040396726
"PCBD2",-0.136176268
"PCBP1",0.033757151
"PCBP2",-0.031569196
"PCBP4",-0.246760453
"PCCA",-0.100717001
"PCCB",0.386163095
"PCDH1",-0.664025286
"PCDH12",-0.254087036
"PCDH7",0.10419204
"PCDHB1",-0.049504741
"PCGF1",-0.057444836
"PCGF2",0.072319532
"PCGF3",-0.12731199
"PCGF5",0.205823394
"PCGF6",-0.152771017
"PCID1",-0.054063551
"PCID2",0.987934987
"PCK2",-0.064515822
"PCMT1",0.268271129
"PCMTD1",-0.00635064
"PCMTD2",-0.013927212
"PCNT",-0.221764829
"PCNXL2",0.449893647
"PCOLN3",-0.143318765
"PCQAP",0.917415221
"PCSK6",0.291580824
"PCTK2",-0.223395875
"PCTK3",0.055723658
"PCYT1A",-1.111431729
"PDCD1",-0.446322069
"PDCD1LG2",0.05924331
"PDCD2",1.261810273
"PDCD4",-0.836074958
"PDCD6IP",-0.390430752
"PDCL",0.032867068
"PDE3B",-0.298963122
"PDE4A",0.5045993
"PDE4B",-0.128876492
"PDE4D",-0.067401905
"PDE5A",0.055720603
"PDE6D",0.678994157
"PDE8A",-0.121107069
"PDE8B",-0.040537205
"PDGFA",0.085109454
"PDGFD",-0.189783293
"PDGFRA",-0.2167309
"PDIA3",-0.027891321
"PDIA4",0.193793221
"PDIA5",1.365106901
"PDIA6",0.20938567
"PDK1",0.01268519
"PDK2",0.243722793
"PDLIM1",-0.164330415
"PDLIM2",0.235483448
"PDLIM4",-0.010652202
"PDLIM5",-0.111136205
"PDPN",-1.103244704
"PDSS1",2.3340792
"PDX1",-0.344814281
"PEAR1",-0.34472817
"PECAM1",-0.029424744
"PECI",-0.009656246
"PEG10",0.096370518
"PEG3",-0.114332849
"PELI1",-0.54387714
"PELI2",-0.652100485
"PEPP-2",-0.185479568
"PER1",0.068243936
"PER2",-0.083741559
"PER3",-0.14730458
"PEX10",0.491393536
"PEX11B",0.430533698
"PEX14",-0.571995368
"PEX26",-0.984801482
"PEX5",-0.14190107
"PEX6",0.875031157
"PFAAP5",-0.244479653
"PFDN5",0.037209813
"PFKFB3",-0.286825371
"PFKL",-0.689815309
"PFKM",-0.070400785
"PFN1",0.20172675
"PFTK1",-0.043648416
"PGAP1",-0.106530022
"PGBD1",0.111744112
"PGBD4",-0.107906306
"PGC",-0.110838482
"PGCP",0.268820849
"PGEA1",-2.807965144
"PGF",1.032971733
"PGK1",0.049347854
"PGLYRP3",-0.181038468
"PGLYRP4",-0.134017639
"PGM1",-0.351692184
"PGM2L1",-0.265367495
"PGM3",0.178363543
"PGR",0.259866524
"PGRMC2",-0.008718603
"PGS1",0.203868909
"PH-4",-0.341605118
"PHB",0.046397271
"PHB2",-0.049161679
"PHC3",-0.297081699
"PHF1",-0.182647334
"PHF10",-0.244043874
"PHF11",-0.063294371
"PHF12",-0.306635441
"PHF15",0.183600694
"PHF17",-0.267323681
"PHF19",-0.31606684
"PHF20",-0.309765553
"PHF21A",-0.049858549
"PHF3",0.935664634
"PHF5A",0.403217478
"PHF6",-1.107023441
"PHF7",0.049061833
"PHF8",-0.122297959
"PHGDH",-0.028978013
"PHGDHL1",-0.321976162
"PHIP",0.045349245
"PHKB",0.021352369
"PHLDA1",-0.102378531
"PHLDA2",-0.227053823
"PHLDB1",0.542411473
"PHLPPL",-0.183597432
"PHOX2A",-0.326832764
"PHOX2B",-0.11841591
"PHPT1",0.01410164
"PHTF1",-0.35741025
"PHTF2",-0.016460561
"PHYH",0.15049276
"PI16",0.130335563
"PI3",-0.37318482
"PI4KII",-0.244624546
"PIAS1",0.070797799
"PIAS2",-0.150912708
"PIAS3",-0.203702956
"PIAS4",0.100068186
"PIB5PA",-0.013926068
"PICALM",-0.327663546
"PIF1",-1.729687613
"PIGC",-0.189557878
"PIGG",-0.380032992
"PIGN",-0.248862347
"PIGR",-0.380146758
"PIGV",0.573756297
"PIGW",-0.124381225
"PIK3C2B",0.871390896
"PIK3C2G",-0.164894046
"PIK3C3",-0.004552868
