"Gene","FDXR"
"SPATA18",0.0088
"SPATA18",0.0088
"SPATA19",0
"SPATA2",3.1568
"SPATA20",0.0263
"SPATA21",0
"SPATA22",0
"SPATA24",0
"SPATA25",0
"SPATA2L",1.8925
"SPATA31A1",0
"SPATA31A3",0
"SPATA31A5",0
"SPATA31A6",0
"SPATA31A7",0
"SPATA31C1",0
"SPATA31C2",0
"SPATA31D1",0
"SPATA31D3",0
"SPATA31D4",0
"SPATA31D5P",0
"SPATA31E1",0
"SPATA32",0
"SPATA33",0
"SPATA4",0.5922
"SPATA45",0
"SPATA5",0.1707
"SPATA5L1",8.3073
"SPATA6",0.3222
"SPATA6",0.3222
"SPATA6L",0
"SPATA7",0.0022
"SPATA8",0
"SPATA9",0
"SPATC1",0
"SPATC1L",0
"SPATS1",0
"SPATS2",10.5964
"SPATS2L",3.9245
"SPBC25",0
"SPBPBP",0
"SPC25",4.5227
"SPCS1",24.953
"SPCS2",0.6449
"SPCS3",29.64
"SPDEF",0
"SPDL1",2.7811
"SPDYA",0
"SPDYC",0
"SPDYE1",0
"SPDYE2",0
"SPDYE2B",0
"SPDYE3",0.0719
"SPDYE4",0
"SPDYE5",0
"SPDYE7P",0
"SPEC1",0
"SPECC1",0.0053
"SPEF1",0
"SPEF2",0
"SPEG",2.7517
"SPEM1",0
"SPEN",9.6295
"SPEN",9.6295
"SPEN",9.6295
"spermidinespermine N1-acetyltransferase",0
"SPERT",0
"SPESP1",0.8263
"SPF45",0
"SPG11",0.5243
"SPG20",4.1922
"SPG21",0.0046
"SPG4",0
"SPG7",10.0811
"SPG7",10.0811
"SPG7",10.0811
"SPHAR",2.5393
"SPHK1",6.3611
"SPHK2",2.065
"SPHKAP",0
"SPI1",0
"SPIB",0
"SPIB",0
"SPIC",0
"SPICE1",3.3861
"SPIDR",1.8559
"SPIN",0
"SPIN1",12.8546
"SPIN2",0
"SPIN2A",0
"SPIN2B",0.8116
"SPIN3",0.2688
"SPIN4",1.4957
"SPINK1",0
"SPINK13",0
"SPINK14",0
"SPINK2",0
"SPINK4",33.3079
"SPINK5",7.5925
"SPINK5L3",0
"SPINK6",1.9395
"SPINK7",0
"SPINK8",0
"SPINK9",0
"SPINLW1",0
"SPINT1",76.1777
"SPINT2",179.2435
"SPINT3",0
"SPINT4",0
"Spir-1",0
"SPIRE1",0.0298
"SPIRE2",0.0012
"SPN",0
"SPNS1",12.4447
"SPNS2",0.2398
"SPNS3",0
"SPO11",0
"SPOCD1",0.0269
"SPOCK1",0.6098
"SPOCK2",0.0786
"SPOCK3",0
"SPON1",0
"SPON2",0
"SPOP",10.2997
"SPOPL",3.6747
"SPOUT1",1.8807
"SPP1",0
"SPP2",0
"SPPL2A",6.1206
"SPPL2B",5.1121
"SPPL2C",0
"SPPL3",0.2821
"SPR",12.2625
"SPR1",0
"SPRED1",1.6688
"SPRED1",1.6688
"SPRED2",10.3279
"SPRED3",1.4837
"SPRN",0.8022
"SPRR1A",10040.135
"SPRR1A",10040.135
"SPRR1B",32557.25
"SPRR2A",24.0991
"SPRR2B",0
"SPRR2C",0
"SPRR2D",178.475
"SPRR2E",40.013
"SPRR2F",6.8286
"SPRR2G",70.55
"SPRR3",63.7475
"SPRR4",1.094
"SPRTN",7.3098
"SPRY1",2.5196
"SPRY2",3.2537
"SPRY3",0
"SPRY4",3.6337
"SPRYD3",16.7035
"SPRYD7",1.6373
"SPSB1",22.8231
"SPSB1",22.8231
"SPSB2",2.4381
"SPSB3",10.6416
"SPSB4",0
"SPTA1",0
"SPTAN1",0.0325
"SPTB",0
"SPTBN1",13.0001
"SPTBN2",0
"SPTBN3",0
"SPTBN4",0
"SPTBN5",0
"SPTLC1",6.33
"SPTLC2",8.845
"SPTLC2",8.845
"SPTLC3",10.7802
"SPTSSA",35.6266
"SPTSSB",8.3728
"SPTY2D1",6.9187
"SPUF",0
"SPX",0
"SPZ1",0
"SQLE",60.3637
"SQRDL",39.7202
"SQSTM1",32.3882
"SR-A",0
"SR140",0
"SRA1",19.4786
"SRA1",19.4786
"SRA1",19.4786
"SRB7",0
"SRBD1",2.0248
"SRC",14.5923
"SRCAP",0.8317
"SRCL",0
"SRD5A1",15.2893
"SRD5A2",0
"SRD5A2L",0
"SRD5A3",3.0908
"SREB3",0
"SREBF1",21.153
"SREBF1",21.153
"SREBF2",58.9621
"SREBF2",58.9621
"SREC",0
"SREK1",8e-04
"SREK1IP1",5.1496
"SRF",8.2592
"SRF",8.2592
"SRF",8.2592
"SRFBP1",10.4489
"SRGAP1",0.0658
"SRGAP2",2.405
"SRGAP3",0.0342
"SRGN",0
"SRI",1.5367
"SRI",1.5367
"SRM",19.7364
"SRM300",0
"SRMS",0.6179
"SRP14",52.4788
"SRP19",0
"SRP1gamma",0
"SRp40",0
"SRP54",9.5961
"SRP68",3.5465
"SRP72",3.3274
"SRP9",0
"SRP9",0
"SRPK1",10.251
"SRPK2",11.0207
"SRPK2",11.0207
"SRPK3",0
"SRPRA",0.008
"SRPRB",19.7184
"SRPSOX",0
"SRPX",0
"SRPX2",3.2007
"SRR",0.7562
"SRRD",4.6605
"SRRM1",10.3003
"SRRM2",66.1828
"SRRM3",0
"SRRM4",0
"SRRM5",0
"SRRT",2.5287
"SRSF1",7.0896
"SRSF10",8.521
"SRSF11",2.7911
"SRSF12",1.6305
"SRSF2",8.6342
"SRSF3",9.0492
"SRSF4",7.1732
"SRSF5",39.8499
"SRSF6",28.0841
"SRSF7",0.0181
"SRSF8",18.3818
"SRSF9",92.5887
"SRXN1",22.3249
"SRY",0
"SS18",4.2786
"SS18L1",0.6262
"SS18L1",0.6262
"SS18L2",2.6791
"SSB",11.0441
"SSBP1",8.5468
"SSBP2",0
"SSBP2",0
"SSBP3",0
"SSBP3",0
"SSBP4",0.0031
"SSC4D",0
"SSC5D",0
"SSFA2",0.0142
"SSH1",0.838
"SSH2",0.5725
"SSH3",8.0977
"SSI-3",0
"SSMEM1",0
"SS0.01",52.814
"SSPN",0.93
"SSPO",0.0286
"SSR1",13.3051
"SSR2",78.1332
"SSR2",78.1332
"SSR3",51.5871
"SSR4",38.283
"SSRP1",23.4594
"SSSCA1",6.865
"SST",0
"SSTR1",0
"SSTR2",0
"SSTR3",0
"SSTR4",0
"SSTR5",0
"SSTRIP",0
"SSU72",49.6145
"SSUH2",0
"SSX1",0
"SSX2",0
"SSX2",0
"SSX2IP",0.582
"SSX3",0
"SSX4",0
"SSX4B",0
"SSX5",0
"SSX6",0
"SSX7",0
"SSX8",0
"SSX9",0
"SSXTSSX4 fusion",0
"SSXTSSX4v fusion",0
"ST13",5.6686
"ST14",81.179
"ST16",0
"ST18",0
"ST1B2",0
"st2",0
"ST20",23.5144
"ST3Gal VI",0
"ST3GAL1",1.5474
"ST3GAL1",1.5474
"ST3GAL2",1.2339
"ST3GAL2",1.2339
"ST3GAL3",0.002
"ST3GAL3",0.002
"ST3GAL4",7.7352
"ST3GAL5",1.919
"ST3GAL6",8e-04
"ST5",8.508
"ST6GAL1",0.8662
"ST6GAL1",0.8662
"ST6GAL2",0
"ST6GAL0.0C1",0
"ST6GAL0.0C2",94.6177
"ST6GAL0.0C2",94.6177
"ST6GAL0.0C3",0
"ST6Gal0.0c4",0
"ST6GAL0.0C4",0.0036
"ST6GAL0.0C5",1.818
"ST6GAL0.0C6",10.5344
"ST6GAL0.0CIV",0
"ST7",0
"ST7",0
"ST7L",0.4497
"ST8SIA1",0.1058
"ST8SIA2",0
"ST8SIA3",0
"ST8SIA4",0.1353
"ST8SIA5",0.0501
"ST8SIA6",0
"STAB1",0
"STAB1",0
"STAB2",0
"STAC",0.0783
"STAC",0.0783
"STAC2",0.0702
"STAC3",0
"STAG1",0.0077
"STAG2",16.9651
"STAG3",0
"STAG3L1",0
"STAG3L4",0
"STAM",5.2236
"STAM2",5.4602
"STAMBP",4.3401
"STAMBPL1",0.1183
"STAP1",0
"STAP2",0
"STAR",0.081
"STARD10",66.6187
"STARD13",0.4211
"STARD13",0.4211
"STARD3",4e-04
"STARD3NL",2.2345
"STARD4",18.5996
"STARD5",0.0086
"STARD6",0
"STARD7",6.9571
"STARD8",0.0381
"STARD9",0
"STAT1",6.3261
"STAT1",6.3261
"STAT2",0.3831
"STAT3",1.8351
"STAT3",1.8351
"STAT3",1.8351
"STAT4",3.4145
"STAT4",3.4145
"STAT5A",0.0269
"STAT5A",0.0269
"STAT5B",2.4903
"STAT6",4.2067
"STATH",0
"STATIP1",0
"STAU",0
"STAU1",1.1094
"STAU2",0.5231
"staufen",0
"STBD1",2.9575
"STC1",1.5067
"STC2",18.4046
"STC2",18.4046
"STE",0
"STEAP1",0.3661
"STEAP1",0.3661
"STEAP1B",0.1856
"STEAP2",1.4819
"STEAP3",2.736
"STEAP4",2.6432
"stem cell factor, SCF",0
"STEP",0
"STG",0
"STH",0
"STIL",0.0032
"STIM1",18.2348
"STIM2",1.3023
"STIP1",20.4899
"STIP1",20.4899
"STK10",2.9056
"STK11",14.6061
"STK11",14.6061
"STK11IP",6.9904
"STK16",3.0218
"STK17A",8.1821
"STK17A",8.1821
"STK17B",5.1888
"STK19",13.6606
"STK24",12.2981
"STK25",5.6697
"STK25",5.6697
"STK26",0.0049
"STK3",1.8236
"STK31",0
"STK32A",0
"STK32B",0.2671
"STK32C",0
"STK33",0
"STK35",6.4652
"STK36",0.0122
"STK38",5.627
"STK38L",1.0417
"STK38L",1.0417
"STK39",3.1178
"STK4",1.2067
"STK40",6.5776
"STK6",0
"STK9",0
"STKLD1",0.0784
"STM",0
"STM7",0
"STMN1",19.3433
"STMN2",0
"STMN3",0.0053
"STMN4",0
"STMND1",0
"STOM",8.1335
"STOML1",0.9903
"STOML2",15.4499
"STOML3",0
"STON1",0.1895
"STON1-GTF2A1L",0
"STON2",13.0639
"STON2",13.0639
"STOX1",0
"STOX2",0.2336
"STPG1",0
"STPG2",0.2793
"STPG3",0
"STRA13",0
"STRA6",0
"STRA8",0
"STRADA",0.2711
"STRADB",2.9557
"STRAIT11499",0
"STRAP",22.8723
"STRBP",1.7143
"STRC",0
"STRIN",0
"STRIP1",2.0444
"STRIP2",0.4809
"STRL33",0
"STRN",0.0229
"STRN3",0.5228
"STRN3",0.5228
"STRN3",0.5228
"STRN4",20.1506
"STS",0.1957
"STS-1",0
"STT3A",31.3279
"STT3B",23.3868
"STUB1",24.2531
"STUM",0
"STX10",0.5465
"STX10",0.5465
"STX11",0.3096
"STX12",10.9791
"STX16",4.0764
"STX17",1.9983
"STX18",1.4489
"STX19",0.2999
"STX1A",0.008
"STX1B",0.4643
"STX2",1.967
"STX3",2.4072
"STX4",3.1651
"STX5",12.8617
"STX6",12.4913
"STX6",12.4913
"STX6",12.4913
"STX7",1.5396
"STX8",15.5457
"STXBP1",6.0067
"STXBP2",0.0055
"STXBP3",3.6413
"STXBP4",0.0147
"STXBP5",0.0079
"STXBP5L",0
"STXBP6",0.5255
"STXBP6",0.5255
"STXBP6",0.5255
"STYK1",0.2169
"STYX",11.5142
"STYXL1",1.8919
"SUB1",13.5414
"SUB1",13.5414
"SUB1",13.5414
"SUB1P1",0
"SUCLA2",11.1373
"SUCLA2",11.1373
"SUCLG1",30.875
"SUCLG2",3.4757
"SUCNR1",0
"SUCO",1.3319
"SUDS3",15.2588
"SUFU",2.678
"SUFU",2.678
"SUGCT",0
"SUGP1",5e-04
"SUGP2",12.4382
"SUGT1",1.1667
"SUGT1P1",0
"SUHW1",0
"SUHW2",0
"SUHW3",0
"SUHW4",0
"SULF1",4.0281
"SULF2",44.9693
"SULT1A1",0
"SULT1A2",0
"SULT1A3",0
"SULT1A3",0
"SULT1B1",0
"SULT1C1",0
"SULT1C2",0
"SULT1C3",0
"SULT1C4",0
"SULT1E1",7.8214
"SULT2A1",0
"SULT2B1",134.1016
"SULT4A1",0
"SULTX3",0
"SUMF1",0
"SUMF2",0
"SUMO1",0.0045
"SUMO1P1",0
"SUMO1P3",0
"SUMO2",0.0031
"SUMO2",0.0031
"SUMO3",39.0395
"SUN1",0.4127
"SUN2",7.3377
"SUN3",0
"SUN5",0
"SUOX",7.6794
"SUPAR",0
"SUPT16H",7.9869
"SUPT16H",7.9869
"SUPT20H",4e-04
"SUPT20HL1",0
"SUPT20HL2",0
"SUPT3H",0.3191
"SUPT4H1",9.8762
"SUPT4H1",9.8762
"SUPT5H",11.0614
"SUPT6H",9.0293
"SUPT6H",9.0293
"SUPT7L",0
"SUPT7L",0
"SUPV3L1",3.9548
"SUR1",0
"SURB7",0
"SURF1",4.1559
"SURF2",3.1946
"SURF4",7.0247
"SURF5",0
"SURF5",0
"SURF5",0
"SURF6",21.7204
"SUSD1",1.043
"SUSD2",0.1354
"SUSD3",0.2053
"SUSD4",0.1429
"SUSD5",0.042
"SUSD6",9.0579
"SUT1",0
"SUV39H1",0.7241
"SUV39H2",0
"SUV39H2",0
"SUV420H1",0
"SUV420H1",0
"SUV420H2",0
"SUZ12",4.2506
"SUZ12",4.2506
"SUZ12",4.2506
"SV2A",0.4711
"SV2B",0
"SV2C",0
"SVBP",20.1462
"SVCT1",0
"SVCT2",0
"SVEP1",0
"SVIL",0.2301
"SVIP",2.5677
"SVOP",0
"SVOPL",0
"SWAP70",4.0989
"SWI5",13.4384
"SWSAP1",1.25
"SWT1",0.3928
"SYAP1",5.7601
"SYBU",0.3805
"SYCE1",0
"SYCE1L",0
"SYCE2",0.2799
"SYCE3",0.9464
"SYCN",0
"SYCP1",0
"SYCP2",0.0498
"SYCP2L",0.0861
"SYCP3",0
"SYDE1",1.0447
"SYDE2",0.1339
"SYF2",4.2378
"SYK",0
"SYMPK",10.8324
"SYN1",0
"SYN2",0
"SYN3",0
"SYNC",0
"SYNCOILIN",0
"SYNCRIP",2.0203
"SYNCRIP",2.0203
"SYNCRIP",2.0203
"SYNDIG1",0
"SYNDIG1L",2.5587
"SYNE1",0
"SYNE2",0.7884
"SYNE3",0.1275
"SYNE4",1.4798
"SYNGAP1",0.0518
"SYNGR1",2.7259
"SYNGR2",0.0047
"SYNGR3",4.0998
"SYNGR4",0
"SYNJ1",1e-04
"SYNJ1",1e-04
"SYNJ2",0.8168
"SYNJ2",0.8168
"SYNJ2BP",3.2565
"SYNM",0
"SYNPO",0
"SYNPO2",0.1439
"SYNPO2L",0.4631
"SYNPR",0
"SYNRG",0.7659
"SYP",0.0959
"SYPL1",0.0185
"SYPL1",0.0185
"SYPL2",0
"SYS1",2.063
"SYT1",0.0239
"SYT10",0
"SYT11",1e-04
"SYT12",0.2438
"SYT13",0
"SYT14",0
"SYT15",0.0536
"SYT16",0
"SYT17",0.1248
"SYT2",0
"SYT3",0
"SYT4",0
"SYT5",0.4998
"SYT7",14.863
"SYT8",0
"SYT9",0
"SYT9",0
"SYTL1",0.0272
"SYTL2",0
"SYTL3",4e-04
"SYTL4",1.6936
"SYTL5",0
"SYVN1",0
"SYVN1",0
"SZF1",0
"SZRD1",0.0031
"T",0
"T-Star",0
"T1A-2",0
"T3 receptor-associating cofactor-1, TRAC-1",0
"TA-NFKBH",0
"TAAR1",0
"TAAR2",0
"TAAR3",0
"TAAR5",0
"TAAR6",0
"TAAR8",0
"TAAR9",0
"TAB1",6.5044
"TAB2",8.6453
"TAB3",4.9016
"TAC1",0
"TAC1R",0
"TAC3",0
"TAC3RL",0
"TAC4",0
"TACC1",1.6391
"TACC1",1.6391
"TACC2",1.4366
"TACC2",1.4366
"TACC3",1.7276
"TACI",0
"TACO1",12.325
"TACR1",0
"TACR2",0
"TACR3",0
"TACSTD2",721.1295
"TACTILE",0
"TADA1",0.9749
"TADA1L",0
"TADA2A",4.0564
"TADA2B",9.0908
"TADA2L",0
"TADA2L",0
"TADA3",21.2764
"TADA3L",0
"TADA3L",0
"TAF1",3.3288
"TAF1",3.3288
"TAF10",56.5288
"TAF11",0.0024
"TAF12",25.3676
"TAF13",7.7695
"TAF15",0.51
"TAF1A",0.113
"TAF1B",2.0286
"TAF1C",1.612
"TAF1C",1.612
"TAF1D",10.9146
"TAF1L",0.3014
"TAF2",0
"TAF2",0
"TAF2",0
"TAF2C1",0
"TAF2Q",0
"TAF3",5.6655
"TAF3",5.6655
"TAF3",5.6655
"TAF4",2.5256
"TAF4B",1.6139
"TAF5",0.5261
"TAF5L",4.2752
"TAF5L",4.2752
"TAF6",6.7267
"TAF6L",0.952
"TAF7",23.9884
"TAF7L",0
"TAF8",2.8961
"TAF9",41.0232
"TAF9",41.0232
"TAF9",41.0232
"TAF9B",1.4623
"TAF9B",1.4623
"TAF9B",1.4623
"TAFII105",0
"TAFII170",0
"TAGAP",0
"TAGLN",7.7165
"TAGLN",7.7165
"TAGLN2",234.6015
"TAGLN3",1.2241
"TAIP-2",0
"TAK1",0
"tAKR",0
"tAKR",0
"TAL1",0
"TAL1",0
"TAL2",0
"TALDO1",1.3997
"TAMM41",1.832
"TANC1",1.2442
"TANC2",0.0027
"TANGO2",1.1695
"TANGO6",1.548
"TANK",9.9003
"TAOK1",0.9347
"TAOK2",0.7287
"TAOK2",0.7287
"TAOK3",3.4165
"TAP1",17.1241
"TAP2",4.5856
"tapasin",0
"TAPBP",0
"TAPBPL",8.2628
"TAPT1",0.7725
"TARBP-b",0
"TARBP1",2.6951
"TARBP2",0.419
"TARDBP",11.058
"TARDBP",11.058
"TARM1",0
"TARS",7.4781
"TARS2",7.9494
"TARSL2",0.9125
"TAS1R1",0
"TAS1R2",0
"TAS2R1",0
"TAS2R10",0
"TAS2R13",0
"TAS2R14",0
"TAS2R16",0
"TAS2R19",0
"TAS2R20",9.3873
"TAS2R3",0
"TAS2R31",0
"TAS2R38",0
"TAS2R39",0
"TAS2R4",0
"TAS2R40",0
"TAS2R41",0
"TAS2R43",0
"TAS2R46",0
"TAS2R5",0.2149
"TAS2R50",0
"TAS2R60",0
"TAS2R7",0
"TAS2R8",0
"TAS2R9",0
"TASP1",1.035
"TAT",0.0791
"TAT",0.0791
"TATDN1",0.001
"TATDN2",5.4194
"TATDN3",0
"TAX1BP1",1.5649
"TAX1BP3",0.0016
"TAZ",7.3285
"TB1",0
"TBATA",0
"TBC1D1",1.039
"TBC1D10A",23.7933
"TBC1D10B",15.0564
"TBC1D10C",0
"TBC1D12",0.6537
"TBC1D12",0.6537
"TBC1D13",4.762
"TBC1D14",0.8246
"TBC1D15",1.2363
"TBC1D16",2.6232
"TBC1D17",0
"TBC1D19",0.3449
"TBC1D2",21.396
"TBC1D20",5.6387
"TBC1D21",0
"TBC1D22A",8.3351
"TBC1D22B",2.0852
"TBC1D23",0.0186
"TBC1D24",0.2287
"TBC1D25",11.8117
"TBC1D28",0
"TBC1D29",0
"TBC1D2B",2.2528
"TBC1D2B",2.2528
"TBC1D30",0
"TBC1D31",0.4716
"TBC1D32",0.8615
"TBC1D3B",0
"TBC1D3C",0
"TBC1D3F",0
"TBC1D3G",0
"TBC1D3H",0
"TBC1D3L",0
"TBC1D3P2",0
"TBC1D4",6e-04
"TBC1D5",5.3395
"TBC1D5",5.3395
"TBC1D7",0.0656
"TBC1D8",5.2902
"TBC1D8B",2.4447
"TBC1D8B",2.4447
"TBC1D9",4.9326
"TBC1D9B",0.0191
"TBCA",22.0838
"TBCB",12.1635
"TBCCD1",1.1164
"TBCD",1.8156
"TBCE",0.2728
"TBCEL",1.4403
"TBCK",0.8621
"TBK1",2.9009
"TBKBP1",9.2961
"TBL1",0
"TBL1X",4.2296
"TBL1XR1",3.2092
"TBL1XR1",3.2092
"TBL1XR1",3.2092
"TBL1XR1",3.2092
"TBL1Y",0.2874
"TBL2",3.6892
"TBL3",1.0222
"TBLR1",0
"TBN",0
"TBP",9e-04
"TBPL1",12.8027
"TBPL2",0
"TBR1",0
"TBRG1",1.4577
"TBRG4",3.7517
"TBX1",1.2362
"TBX1",1.2362
"TBX10",0
"TBX15",0
"TBX18",0
"TBX19",0.2966
"TBX19",0.2966
"TBX2",0
"TBX20",0
"TBX21",0
"TBX22",0
"TBX3",0.0255
"TBX3",0.0255
"TBX3-iso",0
"TBX4",0.0891
"TBX5",0
"TBX5",0
"TBX6",15.301
"TBXA2R",0.1684
"TBXAS1",3e-04
"TC1",0
"TC10",0
"TC21",0
"TC3",0
"TCAF1",0.7377
"TCAF2",0.3241
"tcag7.907",0
"TCAIM",5.436
"TCAM-1",0
"TCAP",0
"TCBAP0758",0
"TCEA1",0
"TCEA1",0
"TCEA2",2.6892
"TCEA3",17.7567
"TCEA3",17.7567
"TCEA3",17.7567
"TCEAL1",0
"TCEAL2",0
"TCEAL3",40.7111
"TCEAL4",91.6493
"TCEAL5",0
"TCEAL6",0
"TCEAL7",0.2074
"TCEAL7",0.2074
"TCEAL8",59.9436
"TCEAL9",221.1615
"TCEANC",0.0071
"TCEANC2",1.2943
"TCEB1",22.9792
"TCEB2",12.7574
"TCEB2",12.7574
"TCEB3",7.4598
"TCEB3",7.4598
"TCEB3B",0
"TCEB3C",0
"TCEB3CL2",0
"TCEB3L",0
"TCERG1",0.0202
"TCERG1L",0.0837
"TCF-3",0
"TCF1",0
"TCF1",0
"TCF12",0.001
"TCF12",0.001
"TCF12",0.001
"TCF15",0
"TCF15",0
"TCF19",6.1051
"TCF19",6.1051
"TCF2",0
"TCF2",0
"TCF20",0.0087
"TCF21",0
"TCF23",0
"TCF24",0
"TCF25",14.1854
"TCF25",14.1854
"TCF3",7.691
"TCF3",7.691
"TCF4",0.0605
"TCF7",0
"TCF7L1",6.5433
"TCF7L2",0.0011
"TCF7L2",0.0011
"TCF8",0
"TCFL5",18.7942
"TCFL5",18.7942
"TCHH",0.1185
"TCHHL1",0
"TCHP",4.1983
"TCIRG1",8.6235
"TCL1A",0
"TCL1B",0
"TCL6",0
"TCN1",0.7432
"TCN2",1.0836
"TCOF1",0.1824
"TCOF1",0.1824
"TCP1",0.0058
"TCP10",0
"TCP10L",0
"TCP10L2",0
"TCP11",0
"TCP11L1",8.2749
"TCP11L2",5.9105
"TCP11X2",0
"TCRA",0
"TCRB",0
"TCRBV13S1-TCRBJ2S1",0
"TCRG",0
"TCRGC2",0
"TCTA",2.8087
"TCTE1",0
"TCTE3",0
"TCTEX1D1",0
"TCTEX1D2",7.2399
"TCTEX1D4",0.4455
"TCTN1",0.1569
"TCTN2",4.1424
"TCTN3",2.2719
"TDG",1.4462
"TDGF1",0
"TDGF1",0
"TDGF1P3",0
"TDGF3",0
"TDH",0
"TDO2",0
"TDP1",0.058
"TDP2",14.0281
"TDPGD",0
"TDRD1",0
"TDRD10",0
"TDRD12",0
"TDRD3",0
"TDRD5",0
"TDRD6",0.0059
"TDRD7",0.9397
"TDRD9",0.1435
"TDRKH",3.5988
"TDRKH",3.5988
"TDRP",4.5466
"TEAD1",1.1545
"TEAD2",3e-04
"TEAD3",0.332
"TEAD3",0.332
"TEAD4",0.7625
"TEC",0.1181
"TEC",0.1181
"TECPR1",4.9073
"TECPR2",3.7417
"TECR",3.4818
"TECRL",0
"TECTA",0.225
"TECTB",0
"TED",0
"TEDDM1",0
"TEF",11.7024
"TEF",11.7024
"TEFM",1.1442
"TEK",0
"TEKT1",0
"TEKT2",0.1553
"TEKT3",0
"TEKT4",0
"TEKT4P2",0
"TEKT5",0
"TEL2",0
"TELO2",2.066
"TEM1",0
"TEM2",0
"TEM7",0
"TENC1",0
"TENM1",0
"TENM2",8.7315
"TENM3",0.6309
"TENM4",1.6833
"TEP1",0.5688
"TEP1",0.5688
"TEPP",1e-04
"TEPSIN",2.4728
"TERA",0
"TERB1",0
"TERB2",0
"TERE1",0
"TERF1",0.0076
"TERF1",0.0076
"TERF1",0.0076
"TERF2",0
"TERF2IP",22.9704
"TERT",0
"TES",8.7787
"TESC",0
"TESK1",15.1152
"TESK2",8.586
"TESMIN",0.7852
"TESPA1",0
"TET1",0.0858
"TET2",0.451
"TETM4",0
"TEX10",6.2598
"TEX101",0
"TEX11",0
"TEX12",0.4812
"TEX13A",0
"TEX13B",0
"TEX14",0
"TEX15",0
"TEX19",0
"TEX2",6.1581
"TEX22",0.1706
"TEX26",0
"TEX261",6.2288
"TEX264",11.6316
"TEX28",0
"TEX29",0.4067
"TEX30",6.5452
"TEX33",0
"TEX35",0
"TEX36",0
"TEX37",0
"TEX38",0
"TEX40",0.2553
"TEX43",0
"TEX9",0.2827
"TF",0.0503
"TFAM",0.0053
"TFAM",0.0053
"TFAP2A",0.0052
"TFAP2B",0.0724
"TFAP2C",29.7577
"TFAP2D",0
"TFAP2E",0.5442
"TFAP4",12.3098
"TFB1M",0.7161
"TFB2M",11.9428
"TFCP2",2.7112
"TFCP2",2.7112
"TFCP2L1",0.6057
"TFDP1",16.1196
"TFDP1",16.1196
"TFDP2",1e-04
"TFDP3",0
"TFE3",19.7422
"TFEB",0.7987
"TFEC",0
"TFEC",0
"TFF1",0
"TFF2",0
"TFG",26.3415
"TFIIS",0
"TFIP11",13.5858
"TFNR",0
"TFPI",0.073
"TFPI2",0.0213
"TFPI2",0.0213
"TFPIbeta",0
"TFPT",1.1166
"TFR2",1e-04
"TFRC",4.9405
"TG",0
"TGDS",0.8339
"tgf-beta",0
"TGFA",1.776
"TGFB1",0
"TGFB1I1",0.008
"TGFB2",0.0015
"TGFB2",0.0015
"TGFB3",0.1355
"TGFB3",0.1355
"TGFBI",38.1862
"TGFBR1",7.8173
"TGFBR2",6.2351
"TGFBR3",0.5609
"TGFBR3L",8.3884
"TGFBRAP1",3.8617
"TGIF",0
"TGIF1",0.3341
"TGIF2",10.5341
"TGIF2LX",0
"TGIF2LY",0
"TGM1",89.9397
"TGM2",0.3147
"TGM2",0.3147
"TGM3",0.3265
"TGM4",0.1444
"TGM5",4e-04
"TGM6",0
"TGM7",0
"TGOLN2",0.4507
"TGOLN2",0.4507
"TGS1",8.7289
"TGT",0
"TH",0
"TH1",0
"TH1L",0
"TH1L",0
"THADA",0.7376
"THAP1",1.0028
"THAP10",0.3291
"THAP11",41.2079
"THAP12",1.3628
"THAP2",2.2794
"THAP2",2.2794
"THAP3",0
"THAP4",17.66
"THAP5",2.7957
"THAP5P1",0
"THAP6",0.0041
"THAP7",20.9448
"THAP8",8.2739
"THAP9",3.1696
"THBD",80.1311
"THBS1",24.0345
"THBS1",24.0345
"THBS2",31.9108
"THBS3",1.1846
"THBS4",1.8361
"THEG",0.0021
"THEG5",0
"THEGL",0
"THEM2",0
"THEM4",1.0313
"THEM5",0
"THEM6",6.3701
"THEMIS",0
"THEMIS2",9e-04
"THG-1",0
"THG1L",6.1655
"THNSL1",1.3569
"THNSL2",6.3102
"THOC1",0.8011
"THOC2",2.0591
"THOC3",2e-04
"THOC5",5.2326
"THOC6",7.6773
"THOC7",25.2921
"THOP1",7.8245
"THP1",0
"THPO",0
"THRA",5.4506
"THRA",5.4506
"THRA1",0
"THRAP1",0
"THRAP1",0
"THRAP2",0
"THRAP2",0
"THRAP3",34.2471
"THRAP3",34.2471
"THRAP3",34.2471
"THRAP4",0
"THRAP5",0
"THRAP6",0
"THRB",1.2991
"THRSP",0
"THSD1",2.5216
"THSD4",14.0355
"THSD7A",0
"THTPA",0.1806
"thTPO",0
"THUMPD1",10.9263
"THUMPD2",0.9505
"THUMPD3",5.3333
"THW",0
"THY1",0.4605
"THYN1",3.3214
"TIA1",0.085
"TIAF1",0
"TIAL1",1.7364
"TIAM1",1.7429
"TIAM2",0.2732
"TICAM1",42.9358
"TICAM1",42.9358
"TICAM2",5.694
"TICRR",0.533
"TIE1",0
"TIFA",10.2605
"TIFAB",0
"TIGAR",3.2483
"TIGD1",0.1755
"TIGD1",0.1755
"TIGD2",0.6448
"TIGD3",0
"TIGD4",0.089
"TIGD5",4.6654
"TIGD6",0.8917
"TIGD6",0.8917
"TIGD7",0.8725
"TIGIT",0
"TIL3",0
"TILZ4a",0
"TILZ4b",0
"TIM22",0
