"Gene","FDXR"
"HSPA9",29.2665
"HSPB1",3024.515
"HSPB1",3024.515
"HSPB11",2.5099
"HSPB2",2.3552
"HSPB3",0.3531
"HSPB6",0.6457
"HSPB7",0
"HSPB8",13.8227
"HSPB9",0
"HSPBAP1",3.6953
"HSPC002",0
"HSPC003",0
"HSPC007",0
"HSPC009",0
"HSPC011",0
"HSPC014",0
"HSPC015",0
"HSPC018",0
"HSPC019",0
"HSPC023",0
"HSPC025",0
"HSPC028",0
"HSPC031",0
"HSPC033",0
"HSPC047",0
"HSPC048",0
"HSPC049",0
"HSPC050",0
"HSPC051",0
"HSPC052",0
"HSPC053",0
"HSPC054",0
"HSPC055",0
"HSPC056",0
"HSPC059",0
"HSPC063",0
"HSPC067",0
"HSPC069",0
"HSPC070",0
"HSPC071",0
"HSPC072",0
"HSPC073",0
"HSPC105",0
"HSPC105",0
"HSPC121",0
"HSPC125",0
"HSPC126",0
"HSPC128",0
"HSPC130",0
"HSPC132",0
"HSPC133",0
"HSPC134",0
"HSPC135",0
"HSPC138",0
"HSPC140",0
"HSPC144",0
"HSPC145",0
"HSPC152",0
"HSPC155",0
"HSPC156",0
"HSPC157",0
"HSPC158",0
"HSPC159",0
"HSPC159",0
"HSPC160",0
"HSPC162",0
"HSPC163",0
"HSPC164",0
"HSPC165",0
"HSPC166",0
"HSPC171",0
"HSPC177",0
"HSPC224",0
"HSPC232",0
"HSPC274",0
"HSPC324",0
"HSPD1",10.7321
"HSPDE11A",0
"HSPE1",11.2246
"HSPF2",0
"HSPG2",14.2922
"HSPH1",4.5826
"HSR0.0FEV",0
"HSR0.0SPH",0
"hsRPB8",0
"HSSG1",0
"HSU24186",0
"HSU79253",0
"HSU79275",0
"HSU79303",0
"HSU84971",0
"HSU88895",0
"HSXQ28ORF",0
"HSZ75190",0
"HSZFP36",0
"HT001",0
"HT008",0
"HT009",0
"HT013",0
"HT021",0
"HT036",0
"HT036-ISO",0
"Ht31",0
"HTATIP",0
"HTATIP2",14.0846
"HTATIP2",14.0846
"HTATSF1",13.6801
"HTcD37",0
"HTF9C",0
"HTLF",0
"HTm4",0
"htMART",0
"HTN1",0
"HTN3",0
"hTNP2",0
"hTPK1",0
"HTR1A",0
"HTR1B",0
"HTR1C",0
"HTR1D",0.1534
"HTR1E",0
"HTR1F",0
"HTR2A",0
"HTR2B",0
"HTR2C",0
"HTR3B",0
"HTR3C",0
"HTR3D",0
"HTR3E",0
"htr4",0
"HTR4",0
"HTR5A",0
"HTR6",0
"HTR7",0.0028
"HTRA1",259.915
"HTRA2",3.4548
"HTRA3",0
"HTRA3",0
"HTRA4",0
"hTroy",0
"htrp3",0
"HTT",0
"HuD",0
"HUG1",0
"HUGT1",0
"hUGTrel7",0
"HUM2DD",0
"human 29",0
"human CYPXIB2",0
"HUMBINDC",0
"HUMCYT2A",0
"HUMNPIIY20",0
"HUMTCHIT",0
"HUNK",0.0841
"HUPF1",0
"HUS1",6.4813
"HUS1B",0
"HUWE1",3.9853
"HVCN1",0
"HVPS41",0
"hxCT",0
"hXllL",0
"HYAL1",2.1537
"HYAL1",2.1537
"HYAL2",15.0581
"HYAL3",1.2997
"HYAL4",0
"HYDIN",0.0158
"HYI",0.0337
"HYI",0.0337
"HYKK",0
"HYLS1",1.4535
"HYOU1",26.6804
"HYPE",0
"HYPK",7.2798
"HYPM",0
"HZF8",0
"hZFH",0
"HZFW1",0
"I-4",0
"I1",0
"I525402",0
"I557319",0
"I879381",0
"IAH1",17.2779
"IAPP",0
"IARS",5.6498
"IARS2",10.2425
"IBA57",0.0011
"IBRDC2",0
"IBRDC3",0
"IBSP",0
"IBTK",2.8455
"ICA1",4e-04
"ICA1L",0.5469
"ICAM1",0
"ICAM2",0.2181
"ICAM3",0.6037
"ICAM4",0
"ICAM5",1.5184
"ICAM5",1.5184
"ICB-1",0
"ICE1",2.351
"ICE2",1.6607
"ICEBERG",0
"Ich-1",0
"ICK",3.4299
"ICK",3.4299
"ICMT",23.2437
"ICOS",0
"ICOSLG",3.4602
"Id-1H",0
"ID1",48.8208
"ID2",5.0722
"ID2",5.0722
"Id2B",0
"ID3",41.4608
"ID4",1.3176
"IDAX",0
"IDE",2.4254
"IDE",2.4254
"IDH1",37.214
"IDH2",111.6
"IDH3A",4.0013
"IDH3A",4.0013
"IDH3B",12.8853
"IDH3B",12.8853
"IDH3G",21.2581
"IDI1",0
"IDI2",0.3513
"IDN3",0
"IDN4-GGTR7",0
"IDNK",0.0088
"IDO1",0
"IDO2",0
"IDS",4.852
"IDSP1",0
"IDUA",0.7682
"IER2",203.5305
"IER2",203.5305
"IER3",123.6025
"IER3IP1",32.4852
"IER5",76.3883
"IER5L",11.6362
"IFFO1",0.737
"IFFO2",91.4565
"IFI16",0
"IFI16",0
"IFI16b",0
"IFI27",276.0925
"IFI27L1",6.638
"IFI27L2",257.0705
"IFI30",42.6168
"IFI41",0
"IFI44",9.2765
"IFI44L",12.2224
"IFI6",1957.405
"IFI75",0
"IFIH1",4.3612
"IFIT1",0.7466
"IFIT1B",0
"IFIT2",0.4289
"IFIT2",0.4289
"IFIT3",9.6858
"IFIT5",5.7167
"IFITM1",0
"IFITM10",4.1364
"IFITM2",117.5748
"IFITM3",0.3954
"IFITM4P",0
"IFITM5",0
"IF0.0",0
"IF0.01",0
"IF0.010",0
"IF0.013",0
"IF0.014",0
"IF0.016",0
"IF0.017",0
"IF0.02",0
"IF0.021",0
"IF0.04",0
"IF0.05",0
"IF0.06",0
"IF0.07",0
"IF0.08",0
"IF0.0R1",9.3685
"IF0.0R2",0.0123
"IFNB1",0
"IFNE",0.1596
"IFNG",0
"IFNGR1",5.0149
"IFNGR2",69.0142
"IFNK",9.923
"IFNL1",0
"IFNL2",0
"IFNL3",0
"IFNLR1",1.1859
"IFNW1",0
"ifp1",0
"IFP38",0
"IFRD1",8.0563
"IFRD1",8.0563
"IFRD2",9.8784
"IFRG15",0
"IFRG28",0
"IFT122",0
"IFT140",5.2891
"IFT172",0.0567
"IFT20",0.7724
"IFT22",0
"IFT27",1.4601
"IFT43",1.7132
"IFT46",14.984
"IFT52",0.1522
"IFT57",1.1435
"IFT57",1.1435
"IFT74",6.0791
"IFT80",3.4927
"IFT80",3.4927
"IFT81",0.7956
"IFT81",0.7956
"IFT88",0
"Ig VH4",0
"Ig VL gene",0
"IGBP1",61.9641
"IGBP1",61.9641
"IGDCC3",0
"IGDCC4",0.0377
"IGF1",0
"IGF1",0
"IGF1",0
"IGF1R",4.5322
"IGF1R",4.5322
"IGF1R",4.5322
"IGF2",9.7354
"IGF2",9.7354
"IGF2AS",0
"IGF2BP1",0
"IGF2BP2",11.664
"IGF2BP2",11.664
"IGF2BP3",2.2626
"IGF2R",0
"IGFALS",0
"IGFBP1",0
"IGFBP2",0.2681
"IGFBP3",146.7425
"IGFBP3",146.7425
"IGFBP4",8.7962
"IGFBP5",9.915
"IGFBP5",9.915
"IGFBP5",9.915
"IGFBP6",216.195
"IGFBP7",55.056
"IGFBPL1",0
"IGFBPL1",0
"IGFL1",88.9555
"IGFL2",95.0554
"IGFL3",66.073
"IGFL4",0
"IGFLR1",0.4084
"IgG VH251",0
"IGH@",0
"IGHD",0
"IGHM",0
"IGHMBP2",9.5345
"IGHV",0
"IGIP",0.681
"IgK",0
"IGKV1D-33",0
"IGKV1OR-2",0
"IGL",0
"IGLL1",0
"IGLL5",0
"IGLON5",0
"IGLV",0
"IgM",0
"IGRP",0
"IGSF1",0
"IGSF10",0
"IGSF11",0.002
"IGSF2",0
"IGSF21",0
"IGSF22",0
"IGSF23",0
"IGSF3",6.7859
"IGSF4",0
"IGSF4",0
"IGSF4C",0
"IGSF5",0
"IGSF6",0
"IGSF8",42.6803
"IGSF9",9.2782
"IHH",0.1082
"IHPK1",0
"IK",25.1424
"IK",25.1424
"IK",25.1424
"IKAROS",0
"IKBIP",9e-04
"IKBKAP",4.8548
"IKBKB",1e-04
"IKBKB",1e-04
"IKBKB",1e-04
"IKBKE",0
"IKBKG",0
"IKK-alpha",0
"IKK-beta",0
"IKZF1",0
"IKZF1",0
"IKZF2",0.6575
"IKZF2",0.6575
"IKZF3",0
"IKZF4",0
"IKZF4",0
"IKZF5",4.1364
"IKZF5",4.1364
"IL-15",0
"IL-1H1",0
"IL10",0
"IL10RA",0
"IL10RB",20.3629
"IL11",1.1298
"IL11RA",0.609
"IL12A",0
"IL12B",0
"IL12RB1",0.0702
"IL12RB1",0.0702
"IL12RB2",4e-04
"IL13",0
"IL13RA1",4.8483
"IL13RA2",0.1735
"IL15",0.2665
"IL15RA",3e-04
"IL16",0
"IL16",0
"IL17",0
"IL17A",0
"IL17B",0
"IL17BR",0
"IL17C",0
"IL17D",0
"IL17E",0
"IL17F",0
"IL17RA",10.3449
"IL17RB",0.4405
"IL17RC",0
"IL17RD",0.3426
"IL17RE",31.4851
"IL17REL",0
"IL18",0.912
"IL18BP",0.1145
"IL18R1",0.0644
"IL18RAP",0
"IL19",0
"IL1A",54.3406
"IL1B",18.127
"IL1BCE",0
"IL1F10",0
"IL1F5",0
"IL1F5",0
"IL1F7",0
"IL1F9",0
"IL1R1",0.7922
"IL1R1",0.7922
"IL1R2",6.7454
"IL1R2",6.7454
"IL1RAP",2.5507
"IL1RAP",2.5507
"IL1RAPL1",0
"IL1RAPL2",0.0726
"IL1RL1",0
"IL1RL2",0.2298
"IL1RN",83.6754
"IL2",0
"IL2",0
"IL20",0.0011
"IL20RA",0.5349
"IL20RB",71.4136
"IL21",0
"IL21R",0
"IL22",0
"IL22R",0
"IL22RA1",3.2685
"IL22RA2",0
"IL23A",0.243
"IL23R",0
"IL24",0
"IL24",0
"IL25",0
"IL26",0
"IL27",0
"IL27RA",0.9868
"IL29",0
"IL2R",0
"IL2RA",0
"IL2RB",0.4725
"IL2RG",0.1524
"IL3",0
"IL31",0
"IL31RA",0
"IL32",0
"IL33",0
"IL34",3.9838
"IL36A",0
"IL36B",0
"IL36G",1.8838
"IL36RN",41.1973
"IL37",0
"IL3RA",0
"IL4",0
"IL4I1",0.1327
"IL4R",10.7338
"IL5",0
"IL5R",0
"IL5RA",0
"IL5RA",0
"IL6",0
"IL6R",2.2875
"IL6ST",0.2823
"IL7",0.0575
"IL7R",0
"IL7R",0
"IL8",0
"IL8RA",0
"IL8RB",0
"IL9",0
"IL9R",0
"ILDR1",0
"ILDR2",0
"ILF2",16.3024
"ILF3",5.7116
"ILF3",5.7116
"ILF3",5.7116
"ILK",4.827
"ILKAP",5e-04
"ILT10",0
"ILT11",0
"ILT8",0
"ILVBL",8.1648
"IMAGE3455200",0
"IMMP1L",0.6251
"IMMP2L",19.6832
"IMMT",14.8431
"immunoglobulin heavy chain",0
"immunoglobulin lambda light chain",0
"IMOGN38",0
"IMP-2",0
"IMP3",51.4999
"IMP4",6.7466
"IMPA1",0.0053
"IMPA1P",0
"IMPA2",46.4107
"IMPACT",2.5543
"IMPACT",2.5543
"IMPAD1",10.9184
"IMPDH1",0.0014
"IMPDH1",0.0014
"IMPDH2",40.9455
"IMPG1",0
"IMPG2",0
"IMUP",0
"I0.0",2.5485
"I0.0DL",0
"I0.0FM1",18.6776
"INCA",0
"INCA1",0.5736
"INCENP",5.1175
"INE1",0
"INF2",0.0138
"ING1",0.4331
"ING1",0.4331
"ING2",7.3602
"ING3",0.6756
"ING4",1e-04
"ING5",1.077
"ING5",1.077
"ING5",1.077
"INGAP",0
"INGX",0
"INHA",0
"INHBA",6.2934
"INHBB",0
"INHBC",0.1132
"INHBE",0.0904
"INIP",0.0014
"INMT",0.0405
"INO80",0.0073
"INO80B",8.252
"INO80C",48.6735
"INO80E",37.2888
"INOC1",0
"INOC1",0
"iNOS",0
"INPP1",15.0181
"INPP4A",0.3966
"INPP4B",4e-04
"INPP4B",4e-04
"INPP5A",1e-04
"INPP5B",0.0444
"INPP5D",4.6959
"INPP5E",2.6683
"INPP5F",3.424
"INPP5F",3.424
"INPP5J",2.7612
"INPP5K",0.9614
"INPPL1",8.2803
"INS",0
"INS-IGF2",0
"INSC",0
"INSIG1",5.8153
"INSIG2",5.2326
"INSIG2",5.2326
"INSL3",0.3398
"INSL4",0
"INSL5",0
"INSL6",0
"INSM1",0
"INSM1",0
"INSM2",0
"INSR",0.3653
"INSRR",0
"INTS1",7.2065
"INTS10",6.0154
"INTS12",8.2457
"INTS2",0.0014
"INTS3",9.2451
"INTS4",0.2706
"INTS4P1",0
"INTS4P2",0
"INTS5",10.9861
"INTS6",5.84
"INTS6",5.84
"INTS6L",5.559
"INTS7",6e-04
"INTS8",1.5806
"INTS9",1e-04
"INTU",1e-04
"INVS",1.258
"IP6K1",4.9518
"IP6K2",13.789
"IP6K3",0.081
"IPCEF1",0
"IPEX",0
"IPF1",0
"IPL",0
"iPLA2",0
"IPMK",0.8151
"IPO11",2.1702
"IPO13",8.3233
"IPO4",3.6155
"IPO5",0.0091
"IPO7",16.8345
"IPO8",7.057
"IPO9",4.68
"IPP",1.3231
"IPPK",8.3988
"IPT",0
"IQCA1",0.0017
"IQCA1L",0
"IQCB1",5e-04
"IQCC",0.1092
"IQCE",0.8238
"IQCF1",0
"IQCF2",0
"IQCF3",0
"IQCF5",0
"IQCG",2.0487
"IQCJ",0
"IQCK",0.0594
"IQGAP1",15.9242
"IQGAP3",0
"IQSEC1",1.5393
"IQSEC1",1.5393
"IQSEC2",0
"IQSEC3",0
"IQUB",0
"IQWD1",0
"IRAK-M",0
"IRAK1",11.4407
"IRAK1BP1",15.5198
"IRAK2",2.3133
"IRAK3",0.0025
"IRAK4",0
"IRAK4",0
"IRC1c",0
"IRE1b",0
"IREB2",3.9768
"IRF1",1.0774
"IRF2",15.4208
"IRF2",15.4208
"IRF2BP1",14.7769
"IRF2BP2",13.3112
"IRF2BP2",13.3112
"IRF2BP2",13.3112
"IRF2BPL",36.0277
"IRF3",1.4273
"IRF4",0.0177
"IRF4",0.0177
"IRF5",1.5369
"IRF5",1.5369
"IRF6",62.2897
"IRF7",0.4846
"IRF7",0.4846
"IRF8",0
"IRF9",9.5423
"IRGC",0
"IRGM",0
"IRGQ",2.2557
"IRS1",8.2473
"IRS2",10.7668
"IRS2",10.7668
"IRS4",0
"IRTA1",0
"IRTA1IGHA1",0
"IRTA2",0
"IRX1",4.7036
"IRX2",51.6609
"IRX3",54.6704
"IRX3",54.6704
"IRX4",55.1889
"IRX4",55.1889
"IRX5",2.9001
"IRX5",2.9001
"IRX6",0
"IRX6",0
"ISCA1",2.0244
"ISCA2",5.971
"ISCU",4.9723
"ISG15",79.0119
"ISG20",9.2203
"ISG20L2",14.1402
"ISGF3G",0
"ISL1",0.5623
"ISL2",0
"ISLR",0
"ISLR2",0
"ISM1",0
"ISM2",0
"ISOC1",3.8447
"ISOC2",15.1767
"ISPD",0.1892
"ISX",0
"ISY1",10.6432
"ISY0.01",5.8004
"Itch",0
"ITCH",0.004
"ITCH",0.004
"ITFG1",2.1628
"ITFG2",0.9848
"ITFG2",0.9848
"ITGA1",0.0837
"ITGA10",0.0013
"ITGA11",0.021
"ITGA2",16.5069
"ITGA2B",0.0014
"ITGA3",37.746
"ITGA4",0
"ITGA5",20.1591
"ITGA6",0
"ITGA7",0
"ITGA8",0
"ITGA9",0
"ITGAD",0
"ITGAE",0.0607
"ITGAL",0
"ITGAM",0.0612
"ITGAX",0.0453
"ITGB1",6.812
"ITGB1BP1",0.5142
"ITGB1BP2",0
"ITGB1BP3",0
"ITGB2",0.2484
"ITGB3",0
"ITGB3BP",0
"ITGB4",23.0972
"ITGB5",7.0763
"ITGB6",1.3361
"ITGB7",0.2921
"ITGB8",1.7468
"ITGB8",1.7468
"ITGB8",1.7468
"ITGBL1",7e-04
"ITIH1",0
"ITIH2",0
"ITIH3",0
"ITIH4",0
"ITIH5",0
"ITIH5L",0
"ITIH6",0
"ITK",0
"Itln",0
"ITLN1",0
"ITLN2",0
"ITM2A",29.7864
"ITM2B",179.2645
"ITM2C",3.6278
"ITM3",0
"ITPA",0
"ITPK1",49.5359
"ITPKA",0.246
"ITPKB",1.4749
"ITPKC",24.9853
"ITPKC",24.9853
"ITPR1",0.0301
"ITPR2",1.6173
"ITPR3",18.2993
"ITPRIP",25.0279
"ITPRIPL1",0
"ITPRIPL2",1.8523
"ITSN",0
"ITSN1",0.015
"ITSN1",0.015
"ITSN2",0.009
"IUF1",0
"IVL",127.3311
"IVNS1ABP",3.1316
"IVNS1ABP",3.1316
"IWS1",11.6051
"IWU1",0
"IXL",0
"IXL",0
"IXL",0
"IYD",0
"IZUMO1",0
"IZUMO1R",0
"IZUMO2",0
"IZUMO4",1.5529
"J03651",0
"J222967",0
"J243797",0
"JADE1",0.0365
"JADE2",0.2723
"JADE3",3.0778
"JAG1",14.8747
"JAG2",3.9768
"JAGN1",29.5627
"JAK1",4.3217
"JAK1",4.3217
"JAK2",3.3316
"JAK3",1.4038
"Jak3B",0
"JAKMIP1",0
"JAKMIP2",0
"JAKMIP3",0
"JAM2",0
"JAM3",0.0014
"JAML",0
"JARID1A",0
"JARID1A",0
"JARID1B",0
"JARID1C",0
"JARID1D",0
"JARID2",12.3493
"JAZF1",4.4586
"JCG2",0
"JCHAIN",0
"JDP1",0
"JDP2",17.7579
"JH8",0
"JHDM1D",0
"JIK",0
"JKAMP",1e-04
"JMJD1A",0
"JMJD1A",0
"JMJD1A",0
"JMJD1B",0
"JMJD1C",1.6822
"JMJD1C",1.6822
"JMJD1C",1.6822
"JMJD2A",0
"JMJD2C",0
"JMJD2C",0
"JMJD2D",0
"JMJD3",0
"JMJD4",0.0178
"JMJD6",15.1218
"JMJD7",11.3908
"JMJD7-PLA2G4B",13.0242
"JMY",5.3237
"JNK1A2",0
"JNK1B1",0
"JNK2B1",0
"JOSD1",17.3686
"JOSD1",17.3686
"JOSD2",20.9786
"JOSD3",0
"JP1",0
"JPH1",8.1
"JPH2",4.6958
"JPH2",4.6958
"JPH2",4.6958
"JPH3",0
"JPH4",0
"JPX",0
"JRK",0
"JRK",0
"JRK",0
"JRKL",1.0915
"JSRP1",0.2161
"JTB",74.8247
"JUN",114.2685
"JUNB",517.68
"JUND",397.7865
"JUP",697.5855
"K-sam",0
"K-sam-III",0
"K03200",0
"K6HF",0
"KAAG1",0
"KAL1",0
"KALRN",0.0196
"KANK1",26.3392
"KANK2",2.8822
"KANK4",0.2119
"KANSL1L",0
"KANSL2",2.6428
"KANSL3",0.0055
"KARS",18.6996
"KAT14",3.0219
"KAT2A",6.0292
"KAT2B",1.7007
"KAT5",1.4405
"KAT6A",4.5647
"KAT6B",3e-04
"KAT7",0
"KAT8",4.7422
"KAT0.01",1.7171
"KAT0.0L1",2.2071
"KAT0.0L1",2.2071
"KATNB1",8.6278
"KATNBL1",6.3981
"KAZALD1",0.3648
"KAZN",0
"KBRAS2",0
"KBTBD10",0
"KBTBD11",0
"KBTBD12",0
"KBTBD13",0
"KBTBD2",4.2815
"KBTBD3",1.4329
"KBTBD4",1.8207
"KBTBD6",0.8019
"KBTBD7",1.158
"KBTBD8",0.2249
"KCC1",0
"KCC2",0
"KChIP2b",0
"KCHIP4",0
"KCMF1",19.7329
"KC0.01",0
"KC0.01",0
"KC0.010",0
"KC0.02",0
"KC0.03",0
"KC0.04",0
"KC0.05",0
"KC0.06",0
"KC0.07",0
"KC0.0B1",0.0628
"KC0.0B2",1.8663
"KC0.0B2",1.8663
"KC0.0B3",0
"KCNB1",0
"KCNB2",0
"KCNC1",0
"KCNC2",0
"KCNC3",0
"KCNC4",0.2592
"KCND1",0.3122
"KCND2",0
"KCND3",0.0085
"KCNE1",2.244
"KCNE1L",0
"KCNE2",0
"KCNE3",2.007
"KCNE4",1.2685
"KCNE5",0
"KCNF1",0
"KCNG1",39.4322
"KCNG2",0
"KCNG3",0
"KCNG4",0
"KCNH1",0
"KCNH2",0
"KCNH2",0
"KCNH3",0.0553
"KCNH4",0
"KCNH5",0
"KCNH6",0
"KCNH6",0
"KCNH7",0
"KCNH7",0
"KCNH8",0
"KCNIP1",0
"KCNIP2",0
"KCNIP3",7e-04
"KCNIP4",0
"KCNJ1",0.0815
"KCNJ10",0.1579
"KCNJ11",1e-04
"KCNJ12",0
"KCNJ13",0
"KCNJ14",0.3875
"KCNJ15",4.7135
"KCNJ16",0
"KCNJ2",0
"KCNJ3",0
"KCNJ4",0
"KCNJ5",2.7707
"KCNJ6",0.1125
"KCNJ8",0
"KCNJ9",0
"KCNJN1",0
"KCNK1",21.049
"KCNK10",4e-04
"KCNK12",0.8311
"KCNK13",0
"KCNK15",0
"KCNK15",0
"KCNK16",0
"KCNK17",0
"KCNK18",0
"KCNK2",0
"KCNK3",0
"KCNK4",0
"KCNK5",0.0563
"KCNK6",22.9053
"KCNK7",14.8231
"KCNK9",0
"KCNMA1",0.0017
"KCNMA1",0.0017
"KCNMB1",0
"KCNMB2",0
"KCNMB3",0
"KCNMB3L",0
"KCNMB4",1.3369
"KCNN1",0
"KCNN2",0
"KCNN3",0
"KCNN4",0.4962
"KCNQ1",6e-04
"KCNQ1OT1",0
"KCNQ2",0
"KCNQ3",0
"KCNQ4",0
"KCNQ5",0
"KCNRG",0.1958
"KCNS1",0.2437
"KCNS2",0.2044
"KCNS3",5.7669
"KCNT1",0
"KCNT2",0
"KCNU1",0
"KCNV1",0
"KCNV2",0
"KCP",0.0943
"KCTD1",35.8476
"KCTD10",0.3746
"KCTD10",0.3746
"KCTD11",55.4038
"KCTD12",8.2683
"KCTD13",6.3729
"KCTD14",0
"KCTD15",16.3303
"KCTD16",0.0405
"KCTD17",0.0059
"KCTD17",0.0059
"KCTD18",13.4297
"KCTD19",0
"KCTD2",0.0024
"KCTD20",1.2174
"KCTD21",4.0636
"KCTD3",6.4062
"KCTD4",0
"KCTD5",20.1479
"KCTD6",1.7943
"KCTD7",0.498
"KCTD8",0
"KCTD9",0.1982
"KCTD9P2",0
"KDELC1",6.8945
"KDELC2",5.187
"KDELR1",123.2353
"KDELR2",51.9923
"KDELR3",1.3111
"KDF1",11.5742
"KDM1A",11.4175
"KDM1B",4.9209
"KDM2A",7.7203
"KDM2B",4.7228
"KDM3A",4.4927
"KDM4A",11.4919
"KDM4B",5.6085
"KDM4C",2.4284
"KDM4D",0.5105
"KDM4E",0.0946
"KDM5A",3.1821
"KDM5B",10.2667
"KDM5C",9.3086
"KDM5D",0.3242
"KDM6A",0.4037
"KDM6B",3.3984
"KDM7A",1.1376
"KDM8",0.2713
"KDR",0.0464
"KDS",0
"KDSR",3.2231
"KEAP1",22.8045
"KEL",0
"KERA",0
"keratin 19",0
"KGFLP1",0
"KGFLP1",0
"KHDC1",1e-04
"KHDC1L",0
"KHDC3L",0
"KHDRBS1",15.0151
"KHDRBS1",15.0151
"KHDRBS2",0
"KHDRBS3",0.0025
"KHK",2.6258
"KHNYN",27.8328
"KHSRP",41.9172
"KHSRP",41.9172
"KIAA0001",0
"KIAA0006",0
"KIAA0007",0
"KIAA0020",0
"KIAA0023",0
"KIAA0035",0
"KIAA0039",0
"KIAA0040",6.1979
"KIAA0041",0
"KIAA0042",0
"KIAA0051",0
"KIAA0052",0
"KIAA0061",0
"KIAA0062",0
"KIAA0065",0
"KIAA0069",0
"KIAA0071",0
"KIAA0077",0
"KIAA0082",0
"KIAA0083",0
"KIAA0084",0
"KIAA0086",0
"KIAA0087",0
"KIAA0090",0
"KIAA0093",0
"KIAA0094",0
"KIAA0100",11.7451
"KIAA0101",2.3718
"KIAA0101",2.3718
"KIAA0115",0
"KIAA0117",0
"KIAA0121",0
"KIAA0125",0
"KIAA0128",0
"KIAA0135",0
"KIAA0141",1.3561
"KIAA0141",1.3561
"KIAA0143",0
"KIAA0146",0
"KIAA0146",0
"KIAA0148",0
"KIAA0150",0
"KIAA0156",0
"KIAA0157",0
"KIAA0162",0
"KIAA0166",0
"KIAA0172",0
"KIAA0174",0
"KIAA0182",0
"KIAA0182",0
"KIAA0184",0
"KIAA0188",0
"KIAA0189",0
"KIAA0194",0
"KIAA0196",7.2813
"KIAA0197",0
"KIAA0199",0
"KIAA0202",0
"KIAA0204",0
"KIAA0207",0
"KIAA0209",0
"KIAA0219",0
"KIAA0221",0
"KIAA0226",0
"KIAA0230",0
"KIAA0232",3.3746
"KIAA0232",3.3746
"KIAA0235",0
"KIAA0239",0
"KIAA0241",0
"KIAA0244",0
"KIAA0247",0
"KIAA0252",0
"KIAA0256",0
"KIAA0257",0
"KIAA0261",0
"KIAA0264",0
"KIAA0265",0
"KIAA0265",0
"KIAA0268",0
"KIAA0271",0
"KIAA0274",0
"KIAA0276",0
"KIAA0284",0
"KIAA0286",0
"KIAA0289",0
"KIAA0290",0
"KIAA0292",0
"KIAA0293",0
"KIAA0295",0
"KIAA0306",0
"KIAA0309",0
"KIAA0310",0
"KIAA0318",0
"KIAA0319",0
"KIAA0319L",2.3899
"KIAA0320",0
"KIAA0321",0
"KIAA0323",0
"KIAA0325",0
"KIAA0327",0
"KIAA0328",0
"KIAA0332",0
"KIAA0349",0
"KIAA0355",4.5791
"KIAA0356",0
"KIAA0358",0
"KIAA0362",0
"KIAA0363",0
"KIAA0365",0
"KIAA0366",0
"kIAA0367",0
"KIAA0367",0
"KIAA0367",0
"KIAA0368",7.4386
"KIAA0375",0
"KIAA0376",0
"KIAA0384",0
"KIAA0386",0
"KIAA0390",0
"KIAA0391",0.0119
"KIAA0393",0
"KIAA0395",0
"KIAA0397",0
"KIAA0399",0
"KIAA0401",0
"KIAA0404",0
"KIAA0406",0
"KIAA0408",0
"KIAA0411",0
"KIAA0415",0
"KIAA0416",0
"KIAA0417",0
"KIAA0418",0
"KIAA0420",0
"KIAA0426",0
"KIAA0427",0
"KIAA0430",0.7194
"KIAA0432",0
"KIAA0436",0
"KIAA0439",0
"KIAA0452",0
"KIAA0453",0
"KIAA0454",0
"KIAA0461",0
"KIAA0462",0
"KIAA0467",0
"KIAA0470",0
"KIAA0472",0
"KIAA0474",0
"KIAA0485",0
"KIAA0494",0
"KIAA0494",0
"KIAA0513",0.7182
"KIAA0514",0
"KIAA0515",0
"KIAA0516",0
"KIAA0521",0
"KIAA0523",0
"KIAA0524SARM",0
"KIAA0525",0
"KIAA0528",0
"KIAA0538",0
"KIAA0539",0
"KIAA0540",0
"KIAA0541",0
"KIAA0542",0
"KIAA0543",0
"KIAA0544",0
"KIAA0546",0
"KIAA0550",0
"KIAA0554",0
"KIAA0556",3.7864
"KIAA0556",3.7864
"KIAA0557",0
"KIAA0559",0
"KIAA0560",0
"KIAA0561",0
"KIAA0562",0
"KIAA0564",0
"KIAA0565",0
"KIAA0566",0
"KIAA0567",0
"KIAA0570",0
"KIAA0574",0
"KIAA0576",0
"KIAA0579",0
"KIAA0580",0
"KIAA0582",0
"KIAA0586",7e-04
"KIAA0586",7e-04
"KIAA0589",0
"KIAA0594",0
"KIAA0601",0
"KIAA0604",0
"KIAA0605",0
"KIAA0606",0
"KIAA0607",0
"KIAA0609",0
"KIAA0611",0
"KIAA0616",0
"KIAA0624",0
"KIAA0631",0
"KIAA0632",0
"KIAA0638",0
"KIAA0640",0
"KIAA0642",0
"KIAA0647",0
"KIAA0648",0
"KIAA0650",0
"KIAA0652",0
"KIAA0658",0
"KIAA0659",0
"KIAA0660",0
"KIAA0661",0
"KIAA0662",0
"KIAA0664",0
"KIAA0667",0
"KIAA0671",0
"KIAA0673",0
"KIAA0674",0
"KIAA0675",0
"KIAA0676",0
"KIAA0678",0
"KIAA0686",0
"KIAA0692",0
"KIAA0693",0
"KIAA0694",0
"KIAA0700",0
"KIAA0702",0
"KIAA0705",0
"KIAA0706",0
"KIAA0707",0
"KIAA0708",0
"KIAA0718",0
"KIAA0722",0
"KIAA0725",0
"KIAA0729",0
"KIAA0732",0
"KIAA0734",0
"KIAA0738",0
