"Gene","MPZL3"
"SCCA2",0
"SCCPDH",2.0635
"SCD",4.096
"SCD5",4.1224
"SCD5",4.1224
"SCDGF-B",0
"SCEL",9.3233
"SCFD1",6.2438
"SCFD2",1.782
"SCG2",2.2717
"SCG3",0.0061
"SCG5",0.897
"SCGB1A1",2.8243
"SCGB1C1",1.0282
"SCGB1D1",1.0373
"SCGB1D2",275.32
"SCGB1D4",1.0148
"SCGB2A1",5.8973
"SCGB2A2",0.0293
"SCGB2B2",32.4416
"SCGB3A1",90.0243
"SCGB3A2",3.7209
"SCGN",4e-04
"SCHIP1",0.6254
"SCIMP",0.0279
"SCIN",0
"SCLIP",0
"SCLT1",0.415
"SCLT1",0.415
"SCLY",0
"SCMH1",0.6746
"SCML1",0
"SCML1",0
"SCML2",0
"SCML2",0
"SCML4",0.512
"SCN10A",0.248
"SCN11A",0.1117
"SCN12A",0
"SCN1A",0
"SCN1B",1e-04
"SCN2A",0.6146
"SCN2A2",0
"SCN2B",0.4471
"SCN3A",0
"SCN3B",1.7589
"SCN4A",1.2026
"SCN4B",0.0059
"SCN5A",0.0641
"SCN6A",0
"SCN7A",0.2808
"SCN8A",0.004
"SCN9A",0
"SCNM1",13.9634
"SCNN1A",45.6992
"SCNN1B",31.7246
"SCNN1D",7e-04
"SCNN1G",0.7823
"SCO1",7.5568
"SCO2",0.8178
"SCOC",1.6923
"SCP1",0
"SCP2",0
"SCP2D1",0
"SCPEP1",8.4229
"scr2",0
"SCRG1",0.0555
"SCRIB",0
"SCRN1",2.9898
"SCRN2",38.1518
"SCRN3",0.7275
"SCRT",0
"SCRT1",0.42
"SCRT2",0.139
"SCT",2.2613
"SCTR",1.1576
"SCUBE1",0.6648
"SCUBE3",0.0155
"SCX",0
"SCYA1",0
"SCYA13",0
"SCYA16",0
"SCYA17",0
"SCYA22",0
"SCYA24",0
"SCYA25",0
"SCYA27",0
"SCYA7",0
"SCYB14",0
"SCYB5",0
"SCYB6",0
"SCYC1",0
"SCYC2",0
"SCYL1",0
"SCYL2",3.1002
"SCYL3",5e-04
"SDAD1",4.9846
"SDC1",0
"SDC1",0
"SDC2",5.066
"SDC3",14.0394
"SDC4",62.3666
"SDCBP",1e-04
"SDCBP2",5.7051
"SDCCAG1",0
"SDCCAG16",0
"SDCCAG3",0
"SDCCAG8",16.0639
"SDE2",1.6013
"SDF2",1.2481
"SDF2",1.2481
"SDF2L1",41.9218
"SDF4",128.112
"SDHA",5.6217
"SDHA",5.6217
"SDHAF2",39.2224
"SDHAF3",1.8965
"SDHAF4",10.1921
"SDHALP2",0
"SDHB",5.9723
"SDHC",0
"SDHD",0
"SDHD",0
"SDK1",0.605
"SDK1",0.605
"SDK1",0.605
"SDK2",0.1449
"sdp35",0
"SDPR",2.8465
"SDR16C5",0.8419
"SDR39U1",18.1665
"SDR42E1",7.4734
"SDR9C7",16.0576
"SDS",0
"SDSL",3.0613
"SE20-4",0
"SE57-1",0
"SE70-2",0
"SEC10L1",0
"SEC11A",5.6115
"SEC11C",34.9176
"SEC13",1.5692
"SEC13L1",0
"SEC14L1",0.7345
"SEC14L1",0.7345
"SEC14L2",0
"SEC14L3",0.1199
"SEC14L4",1.3172
"SEC14L5",1.4245
"SEC14L6",2.6587
"SEC16A",1.3514
"SEC16B",0.878
"SEC22A",4.8867
"SEC22C",3.2048
"SEC22C",3.2048
"SEC22C",3.2048
"SEC23A",0.9664
"SEC23B",2.09
"SEC23IP",0.8642
"SEC24A",0.2239
"SEC24B",0.0016
"SEC24C",9.0562
"SEC24D",0
"SEC24D",0
"SEC31A",0.098
"SEC31B",2.6564
"SEC34",0
"SEC61A1",18.8912
"SEC61A2",2e-04
"SEC61B",0
"SEC61G",20.8156
"Sec62",0
"SEC62",218.498
"SEC63",1.8985
"SEC63",1.8985
"SECISBP2",3.1264
"SECISBP2",3.1264
"SECISBP2L",0.002
"SECP43",0
"SECTM1",10.0349
"SEDL",0
"SEEK1",0
"SEH1L",1.4531
"SEL1L",1.1588
"SEL1L2",0
"SEL1L3",2.2455
"SELE",0.2553
"SELENBP1",6.1657
"SELENOF",0.0034
"SELENOH",65.1022
"SELENOI",0.0049
"SELENOK",10.6725
"SELENOM",391.972
"SELENON",0.0021
"SELENOO",11.5949
"SELENOP",42.0011
"SELENOS",72.3049
"SELENOT",0.7131
"SELENOV",0.3123
"SELENOW",698.657
"SELK",0
"SELL",0.4024
"SELM",0
"SELPLG",6.6508
"SELS",0
"SELS",0
"SEMA3A",0.5585
"SEMA3B",22.4917
"SEMA3C",0.562
"SEMA3D",0.5471
"SEMA3D",0.5471
"SEMA3D",0.5471
"SEMA3E",0.7245
"SEMA3F",25.4229
"SEMA3F",25.4229
"SEMA3G",6.203
"SEMA4A",1.363
"SEMA4B",7.7163
"SEMA4C",5.6137
"SEMA4C",5.6137
"SEMA4D",4.7372
"SEMA4F",0
"SEMA4G",0
"SEMA5A",3.6156
"SEMA5A",3.6156
"SEMA5B",0.4418
"SEMA6A",0
"SEMA6B",7.3925
"SEMA6C",6.9785
"SEMA6D",0.3762
"SEMA7A",1e-04
"SEMAY",0
"semaZ",0
"SEMG1",0
"SEMG2",0
"SEMP1",0
"SENP1",0.3998
"SENP2",2.2105
"SENP3",7.4378
"SENP5",0.0017
"SENP6",2.211
"SENP6",2.211
"SENP7",5e-04
"SENP7",5e-04
"SENP8",0.536
"SEPHS1",0
"SEPHS2",1.5111
"SEPP1",0
"SEPSECS",5e-04
"42988.0000",0.5792
"42989.0000",23.8125
"42990.0000",0
"42992.0000",0.0654
"42980.0000",23.6916
"42981.0000",0
"42982.0000",0
"42983.0000",0.5366
"SEPT5-GP1BB",0
"42984.0000",7.7182
"42985.0000",0
"42986.0000",6.702
"42987.0000",0.0059
"SEPX1",0
"SERAC1",2.6529
"SERBP1",1.6235
"SERF1",0
"SERF1A",0
"SERF1B",0
"SERF2",8.3737
"SERGEF",1.5008
"SERHL2",0
"SERINC1",13.143
"SERINC2",106.097
"SERINC3",30.696
"SERINC3",30.696
"SERINC4",0.8413
"SERINC5",0.0681
"SERP1",4.2134
"SERP2",4.0347
"SERPI0.01",3.8333
"SERPI0.010",0.1223
"SERPI0.011",3.1427
"SERPI0.012",394.636
"SERPI0.02",0
"SERPI0.03",0.0015
"SERPI0.04",0.643
"SERPI0.05",2.0871
"SERPI0.06",0
"SERPI0.07",0
"SERPI0.09",3.3113
"SERPINB1",0.8847
"SERPINB1",0.8847
"SERPINB10",0.2581
"SERPINB11",0
"SERPINB12",14.5183
"SERPINB13",3.7038
"SERPINB13",3.7038
"SERPINB2",10.1451
"SERPINB2",10.1451
"SERPINB3",3e-04
"SERPINB4",0
"SERPINB5",34.9502
"SERPINB6",21.1448
"SERPINB6",21.1448
"SERPINB7",13.4161
"SERPINB8",4e-04
"SERPINB8",4e-04
"SERPINB9",0.8373
"SERPINB9",0.8373
"SERPINB9P1",0
"SERPINC1",0
"SERPIND1",0.8128
"SERPINE1",0.0078
"SERPINE2",1.6051
"SERPINE3",0.7593
"SERPINF1",215.199
"SERPINF2",1.4262
"SERPING1",295.54
"SERPINH1",19.3034
"SERPINI1",0.9542
"SERPINI2",0
"SERTAD1",52.924
"SERTAD2",7.587
"SERTAD3",24.1263
"SERTAD4",8.3231
"SERTM1",1.9076
"SESN1",5.3912
"SESN1",5.3912
"SESN2",8.7419
"SESN3",0.0051
"SESTD1",0.921
"set",0
"SET",1.1878
"SET07",0
"SETBP1",5.4689
"SETD1A",12.0883
"SETD1B",10.7898
"SETD2",9.4254
"SETD2",9.4254
"SETD3",23.9791
"SETD4",9e-04
"SETD5",21.7965
"SETD6",6.5376
"SETD7",4.0795
"SETD7",4.0795
"SETD8",0
"SETD8",0
"SETD9",0.463
"SETDB1",2.6027
"SETDB1",2.6027
"SETDB2",0.3961
"SETMAR",0.2775
"SETX",0.9796
"SEZ6",0.4261
"SEZ6L",0
"SEZ6L2",0
"SF1",17.2784
"SF3A1",7.2866
"SF3A2",154.707
"SF3A3",1.5071
"SF3B1",4.8287
"SF3B2",167.894
"SF3B3",9.9015
"SF3B4",27.8935
"SF3B5",290.603
"SF3B6",2.1345
"SFI1",0
"sflt",0
"SFMBT1",4.3725
"SFMBT2",1.3439
"SFN",2242.29
"SFPQ",89.0265
"SFR1",0.1894
"SFRP1",99.5579
"SFRP2",284.912
"SFRP4",0.677
"SFRP5",3.2092
"SFRS1",0
"SFRS12",0
"SFRS15",0
"SFRS17A",0
"SFRS2",0
"SFRS2IP",0
"SFRS3",0
"SFRS6",0
"SFRS6",0
"SFRS7",0
"SFRS9",0
"SFSWAP",46.0824
"SFT2D1",2.4067
"SFT2D2",8.9745
"SFT2D3",4.1345
"SFTA1P",0
"SFTA2",1.8679
"SFTA3",0
"SFTP1",0
"SFTP3",0
"SFTPA1",0.1335
"SFTPA2",0
"SFTPB",0.2719
"SFTPC",0
"SFTPD",8.0308
"SFXN1",6.4041
"SFXN2",6e-04
"SFXN3",0.8673
"SFXN3",0.8673
"SFXN4",27.8038
"SFXN5",1.2654
"SGCA",1.1835
"SGCB",1.1459
"SGCD",3.7349
"SGCE",1.45
"SGCG",0.0093
"SGCZ",1e-04
"SGEF",0
"SGF29",32.145
"SGIP1",0.144
"SGIP1",0.144
"SGK",0
"SGK1",1.3074
"SGK2",0
"SGK2",0
"SGK223",7.2591
"SGK3",2.5377
"SGKL",0
"SGLT2",0
"SGMS1",0
"SGMS2",1.1001
"SGO1",0.2203
"SGO2",0
"SGOL1",0
"SGOL1",0
"SGOL2",0
"SGP28",0
"SGPL1",5.497
"SGPL1",5.497
"SGPP1",0.6794
"SGPP2",5.1725
"SGPP2",5.1725
"SGRF",0
"SGSH",14.2308
"SGSM1",0
"SGSM2",0
"SGSM3",9.6366
"SGT1",0
"SGTA",47.8365
"SGTB",0.3549
"SGY-1",0
"SH120",0
"SH2B",0
"SH2B1",16.4177
"SH2B2",0
"SH2B3",1.2596
"SH2D1A",0.004
"SH2D1B",4e-04
"SH2D2A",0.4603
"SH2D3A",0.9214
"SH2D3C",1.0586
"SH2D4A",13.6213
"SH2D5",0
"SH2D5",0
"SH2D7",0.2776
"SH3BGR",1e-04
"SH3BGRL",29.1139
"SH3BGRL2",4.2207
"SH3BGRL3",543.876
"SH3BP1",22.577
"SH3BP1",22.577
"SH3BP2",8.291
"SH3BP4",8.6141
"SH3BP5",2.0133
"SH3BP5L",3.7817
"SH3D19",0.7832
"SH3D19",0.7832
"SH3D21",6.754
"SH3D5",0
"SH3GL1",0
"SH3GL2",0
"SH3GL3",0.5648
"SH3GLB1",11.7618
"SH3GLB2",142.273
"SH3KBP1",38.3999
"SH3KBP1",38.3999
"SH3P12",0
"SH3PXD2A",0
"SH3PXD2B",7.6309
"SH3PXD2B",7.6309
"SH3RF1",2.102
"SH3RF1",2.102
"SH3RF2",21.1429
"SH3RF3",3.4261
"SH3TC1",0
"SH3TC2",0.0913
"SH3TC2",0.0913
"SH3YL1",0.0024
"SHANK",0
"SHANK1",0.2539
"SHANK3",6e-04
"SHARPIN",31.6025
"SHB",3.9485
"SHB",3.9485
"SHBG",0
"SHC1",5.8655
"SHC1",5.8655
"SHC2",5.3205
"SHC3",0.5882
"SHC4",0.3567
"SHC4",0.3567
"SHCBP1",0
"SHCBP1L",0.1229
"SHD",0.6915
"SHE",0.7047
"SHF",0
"SHF",0
"SHFM1",38.9373
"SHH",1.2471
"SHISA2",0.2618
"SHISA3",0.3978
"SHISA4",0
"SHISA5",0.0234
"SHISA6",0
"SHISA7",0.0804
"SHISA9",0.3234
"SHKBP1",0
"SHMT",0
"SHMT1",3.6987
"SHMT2",0.9216
"SHMT2",0.9216
"SHOC2",3e-04
"SHOX",0
"SHOX",0
"SHOX2",0.012
"SHPRH",0.3197
"SHQ1",0.6202
"SHROOM1",1.1979
"SHROOM2",0.6106
"SHROOM3",3.2549
"SHROOM4",1.5095
"SHTN1",0.0093
"SI",0
"SIAE",0
"SIAH1",5.2038
"SIAH2",3.2975
"SIAH3",0.3092
"SIAHBP1",0
"SIAHBP1",0
"SIAT4A",0
"SIAT8B",0
"SIAT8C",0
"SIAT8D",0
"Sid1669",0
"SID6-306",0
"SIDT1",0.5953
"SIDT2",0.2554
"SIG11",0
"SIGIRR",12.7851
"SIGLEC1",0.0066
"SIGLEC1",0.0066
"SIGLEC10",0
"SIGLEC11",2e-04
"SIGLEC12",0.0017
"SIGLEC14",0
"SIGLEC15",0
"SIGLEC5",0.4042
"SIGLEC6",0.5657
"SIGLEC7",0
"SIGLEC7",0
"SIGLEC8",0.4772
"SIGLEC9",0
"SIGLECL1",0.078
"SIGMAR1",0.0152
"SIK1",7.6574
"SIK2",5.2234
"SIK3",2.1039
"SIKE1",1.9565
"sIL-6R",0
"SIL1",34.5294
"SIM1",0.4049
"SIM2",1.3913
"SIMC1",1.1
"SIN3A",14.025
"SIN3B",4.7063
"SIP1",0
"SIP1-beta",0
"SIP1-delta",0
"SIP1-gamma",0
"SIPA1",3.0856
"SIPA1L1",0.0078
"SIPA1L2",5.0748
"SIPA1L3",10.3345
"SIRP-b2",0
"SIRP-BETA-1",0
"SIRPA",0.5826
"SIRPB1",0.5176
"SIRPB1",0.5176
"SIRPB2",0.2257
"SIRPD",0
"SIRPG",1e-04
"SIRT1",0.517
"SIRT2",0
"SIRT3",0
"SIRT3",0
"SIRT3",0
"SIRT4",0.6983
"SIRT5",2.6901
"SIRT5",2.6901
"SIRT6",9e-04
"SIRT7",60.5969
"SIT1",1.8028
"SIVA1",0
"SIX1",0.8493
"SIX2",0.3604
"SIX3",0.5052
"SIX4",0
"SIX5",0
"SIX6",0.7371
"SKA1",1.1785
"SKA2",2.3703
"SKA3",0.7767
"SKAP1",1.2448
"SKAP2",4.4181
"SKB1",0
"SKI",59.8373
"SKI",59.8373
"SKIDA1",0.8721
"SKIL",1.6752
"SKIV2L",16.7617
"SKIV2L2",2e-04
"SKP1",24.1763
"SKP1A",0
"SKP2",0.3486
"SLA",2.5972
"SLA/LP",0
"SLA/LP",0
"SLA2",0
"SLAIN1",0.2724
"SLAIN2",9.9688
"SLAMF1",9e-04
"SLAMF6",0.1379
"SLAMF7",0.6534
"SLAMF8",2.133
"SLAMF9",0
"SLBP",3.9274
"SLC10A1",0
"SLC10A2",0
"SLC10A3",11.4092
"SLC10A4",0.2448
"SLC10A5",0
"SLC10A6",3.4286
"SLC10A7",0
"SLC10A7",0
"SLC11A1",1.7916
"SLC11A1",1.7916
"SLC11A2",0.8197
"SLC12A1",0
"SLC12A2",15.5516
"SLC12A3",0
"SLC12A4",0
"SLC12A5",0.0746
"SLC12A6",0.009
"SLC12A7",7.5364
"SLC12A9",12.4181
"SLC13A1",0.0652
"SLC13A2",12.6198
"SLC13A3",0.4137
"SLC13A4",1.6053
"SLC13A5",0
"SLC14A1",11.9634
"SLC14A2",0.1351
"SLC15A1",14.4099
"SLC15A2",0.0033
"SLC15A3",2.896
"SLC15A4",5e-04
"SLC15A5",0
"SLC16A1",4.6233
"SLC16A10",2.7825
"SLC16A11",8.9369
"SLC16A12",0.1061
"SLC16A13",3.6413
"SLC16A14",0.5302
"SLC16A2",2.2224
"SLC16A3",8.1428
"SLC16A4",7e-04
"SLC16A5",10.8903
"SLC16A6",0.4526
"SLC16A7",0.2835
"SLC16A8",1.3846
"SLC16A9",0.4336
"SLC17A1",0.1655
"SLC17A2",0
"SLC17A3",0
"SLC17A4",0
"SLC17A5",0.4745
"SLC17A6",0.063
"SLC17A7",0.7121
"SLC17A8",9e-04
"SLC18A1",0
"SLC18A2",1.0704
"SLC18A3",0.6344
"SLC18B1",0.619
"SLC19A1",0
"SLC19A2",1.2965
"SLC19A3",3e-04
"SLC1A1",0.3978
"SLC1A1",0.3978
"SLC1A2",0.0087
"SLC1A3",0.3047
"SLC1A3",0.3047
"SLC1A4",2.9804
"SLC1A4",2.9804
"SLC1A5",9.1709
"SLC1A6",0.2988
"SLC1A7",0.0152
"SLC20A1",10.8502
"SLC20A1",10.8502
"SLC20A2",7.2005
"SLC21A11",0
"SLC21A12",0
"SLC21A14",0
"SLC21A3",0
"SLC21A8",0
"SLC22A1",0.9631
"SLC22A10",0
"SLC22A11",0.8121
"SLC22A12",0
"SLC22A13",0.3572
"SLC22A14",0.0786
"SLC22A15",0.6069
"SLC22A16",1e-04
"SLC22A17",2.2954
"SLC22A18",57.0235
"SLC22A18AS",0
"SLC22A2",0.7106
"SLC22A20",0.2156
"SLC22A23",3.7691
"SLC22A24",0
"SLC22A25",0
"SLC22A3",0.0016
"SLC22A4",1.2872
"SLC22A5",4.6441
"SLC22A6",0
"SLC22A7",0.2618
"SLC22A8",0
"SLC22A9",0
"SLC23A1",0
"SLC23A2",0.2404
"SLC23A3",0.6527
"SLC24A1",1.9395
"SLC24A2",0.0301
"SLC24A3",8.0129
"SLC24A3",8.0129
"SLC24A4",0.1439
"SLC24A5",0.066
"SLC24A6",0
"SLC25A1",7.0491
"SLC25A10",25.1764
"SLC25A11",0.0078
"SLC25A12",1.9859
"SLC25A13",6e-04
"SLC25A13",6e-04
"SLC25A14",0.105
"SLC25A15",0.4542
"SLC25A16",2.079
"SLC25A17",0
"SLC25A18",2.1883
"SLC25A19",0.4648
"SLC25A2",0.1931
"SLC25A20",6.5229
"SLC25A21",0.2145
"SLC25A22",5.4978
"SLC25A23",0.2338
"SLC25A23",0.2338
"SLC25A24",0.4945
"SLC25A25",6.1129
"SLC25A25",6.1129
"SLC25A26",0
"SLC25A27",0.5092
"SLC25A28",1.0013
"SLC25A29",16.8385
"SLC25A3",0.1002
"SLC25A30",2.5377
"SLC25A31",0.1457
"SLC25A32",1.4251
"SLC25A33",0.1863
"SLC25A34",1.2264
"SLC25A35",11.0547
"SLC25A36",1.6779
"SLC25A37",25.2971
"SLC25A37",25.2971
"SLC25A38",3.2947
"SLC25A39",66.174
"SLC25A4",5.3363
"SLC25A40",0.9472
"SLC25A40",0.9472
"SLC25A40",0.9472
"SLC25A41",1.0292
"SLC25A42",2.2005
"SLC25A43",0.5561
"SLC25A44",0.2979
"SLC25A45",0
"SLC25A46",0.4417
"SLC25A47",0.1531
"SLC25A5",6.3594
"SLC25A5-AS1",0
"SLC25A51",0.0481
"SLC25A52",0
"SLC25A53",0.1168
"SLC25A5P1",0
"SLC25A6",0
"SLC26A1",0.5196
"SLC26A10",0.6742
"SLC26A10",0.6742
"SLC26A11",3.8115
"SLC26A2",9.5884
"SLC26A3",0
"SLC26A4",0.1486
"SLC26A5",0
"SLC26A6",3.3147
"SLC26A7",0
"SLC26A8",2e-04
"SLC26A9",2.0205
"SLC27A1",2.3317
"SLC27A2",4e-04
"SLC27A3",0.0068
"SLC27A4",6.1564
"SLC27A5",3.1081
"SLC27A6",0.4857
"SLC28A1",0.193
"SLC28A2",0.3112
"SLC28A3",3.2004
"SLC29A1",45.4808
"SLC29A2",1.9756
"SLC29A3",6.5485
"SLC29A4",0.0079
"SLC2A1",17.8494
"SLC2A10",1.279
"SLC2A11",0.0788
"SLC2A12",0.8688
"SLC2A13",0
"SLC2A14",0.2549
"SLC2A2",0.0788
"SLC2A3",1.5062
"SLC2A3",1.5062
"SLC2A4",5.3171
"SLC2A4",5.3171
"SLC2A4RG",141.465
"SLC2A4RG",141.465
"SLC2A5",0.8059
"SLC2A6",1.6381
"SLC2A7",0.1755
"SLC2A8",1.5818
"SLC2A9",0.7859
"SLC30A1",0.2583
"SLC30A1",0.2583
"SLC30A10",0.4416
"SLC30A2",2e-04
"SLC30A3",0
"SLC30A4",1.4363
"SLC30A5",1.2187
"SLC30A6",0.5327
"SLC30A7",5.7247
"SLC30A8",0.1439
"SLC30A9",7.7421
"SLC31A1",8.4059
"SLC31A2",10.4176
"SLC32A1",0.4943
"SLC33A1",4.0629
"SLC34A1",0.5769
"SLC34A3",0
"SLC35A1",0
"SLC35A1",0
"SLC35A2",2.4605
"SLC35A2",2.4605
"SLC35A3",0.0013
"SLC35A4",39.1575
"SLC35A5",0.5369
"SLC35B1",19.1581
"SLC35B2",9.249
"SLC35B3",1.046
"SLC35B4",2.6076
"SLC35B4",2.6076
"SLC35C1",7.5822
"SLC35C2",12.9532
"SLC35D1",1.1988
"SLC35D2",1.3792
"SLC35D3",0.1088
"SLC35E1",16.6148
"SLC35E2",1.7703
"SLC35E2B",1.554
"SLC35E3",5.0293
"SLC35E3",5.0293
"SLC35E4",6.7021
"SLC35F1",0.5546
"SLC35F2",7.9796
"SLC35F3",0
"SLC35F4",0.318
"SLC35F5",1.8608
"SLC35F6",9.5301
"SLC35G1",0.0012
"SLC35G2",2.2622
"SLC35G3",0.2806
"SLC35G5",0
"SLC35G6",0
"SLC36A1",1.8517
"SLC36A2",0.2237
"SLC36A3",0.2637
"SLC36A4",4.0551
"SLC37A1",1.5421
"SLC37A2",1.5127
"SLC37A3",0.0072
"SLC37A3",0.0072
"SLC37A3",0.0072
"SLC37A4",5.3614
"SLC38A1",3.0977
"SLC38A10",0.8278
"SLC38A11",0
"SLC38A2",0.0018
"SLC38A2",0.0018
"SLC38A3",1.3562
"SLC38A4",0.1684
"SLC38A5",13.9251
"SLC38A6",0
"SLC38A7",6.2841
"SLC38A8",0.4243
"SLC38A9",0.6018
"SLC39A1",18.9795
"SLC39A10",2.9307
"SLC39A11",0.0316
"SLC39A11",0.0316
"SLC39A12",5e-04
"SLC39A14",1.4481
"SLC39A2",0.3011
"SLC39A3",25.5486
"SLC39A3",25.5486
"SLC39A3",25.5486
"SLC39A4",0.2457
"SLC39A5",0.798
"SLC39A6",6.0017
"SLC39A6",6.0017
"SLC39A7",114.947
"SLC39A8",2.8624
"SLC39A9",0.0058
"SLC3A1",0
"SLC3A2",0
"SLC40A1",4.1863
"SLC41A1",4.7682
"SLC41A2",0.2105
"SLC41A3",3.6293
"SLC43A1",16.1699
"SLC43A2",5.3558
"SLC43A2",5.3558
"SLC43A3",13.5304
"SLC43A3",13.5304
"SLC44A1",3.2494
"SLC44A2",4.7601
"SLC44A3",0.0027
"SLC44A4",0.8827
"SLC44A5",0
"SLC45A2",0
"SLC45A3",2.2859
"SLC45A4",1.0743
"SLC46A1",0.0047
"SLC46A2",20.0864
"SLC46A3",1.365
"SLC47A1",0
"SLC47A2",4e-04
"SLC48A1",19.21
"SLC4A1",0.3958
"SLC4A10",0.0025
"SLC4A11",4.9959
"SLC4A1AP",11.3667
"SLC4A2",3.2107
"SLC4A4",0
"SLC4A4",0
"SLC4A5",0
"SLC4A7",0
"SLC4A8",0
"SLC4A9",2e-04
"SLC50A1",0
"SLC51A",10.0117
"SLC51B",0.6361
"SLC52A1",10.7034
"SLC52A2",31.2891
"SLC52A3",0.9406
"SLC5A1",3e-04
"SLC5A10",2.1101
"SLC5A11",0.0011
"SLC5A12",0
"SLC5A2",0
"SLC5A3",0
"SLC5A4",0.129
"SLC5A5",0.139
"SLC5A6",6.3966
"SLC5A6",6.3966
"SLC5A7",0
"SLC5A8",0
"SLC5A9",0.6977
"SLC6A1",0.4491
"SLC6A11",0.8769
"SLC6A12",0.2376
"SLC6A13",3e-04
"SLC6A14",0.8063
"SLC6A15",1e-04
"SLC6A15",1e-04
"SLC6A15",1e-04
"SLC6A16",1.6314
"SLC6A17",8.5081
"SLC6A18",0.1222
"SLC6A19",0.2359
"SLC6A2",0
"SLC6A20",0.0023
"SLC6A3",0.2513
"SLC6A4",0
"SLC6A5",0.0929
"SLC6A6",0.0022
"SLC6A7",0.3315
"SLC6A8",0.0152
"SLC6A8",0.0152
"SLC6A9",20.798
"SLC7A1",11.8846
"SLC7A10",1.1761
"SLC7A11",0.1985
"SLC7A13",0
"SLC7A14",0.0708
"SLC7A2",0.6248
"SLC7A3",0.2296
"SLC7A4",3.5525
"SLC7A5",9.0739
"SLC7A6",5.2446
"SLC7A6",5.2446
"SLC7A6OS",13.4492
"SLC7A7",4.16
"SLC7A8",10.3402
"SLC7A9",0.3156
"SLC8A1",5e-04
"SLC8A1",5e-04
"SLC8A2",0.5003
"SLC8A3",3e-04
"SLC8B1",9.0457
"SLC9A1",12.4111
"SLC9A2",1.2976
"SLC9A3",0.0193
"SLC9A3R1",123.993
"SLC9A3R2",0.0112
"SLC9A4",0.2383
"SLC9A5",1.1177
"SLC9A6",0.0356
"SLC9A7",0.3946
"SLC9A8",0.0162
"SLC9A9",1.2323
"SLC9A9",1.2323
"SLC9B2",0.6315
"SLC9C1",0
"SLC9C2",0
"SLCO1A2",0.1062
"SLCO1B1",0.0907
"SLCO1B3",0
"SLCO1B7",0
"SLCO1C1",1e-04
"SLCO2A1",3.0234
"SLCO2B1",8e-04
"SLCO3A1",16.9918
"SLCO4A1",1.7015
"SLCO4C1",0.4113
"SLCO4C1",0.4113
"SLCO5A1",0
"SLCO6A1",0.0775
"SLF1",0.1712
"SLF2",1.3788
"SLFN11",1.7106
"SLFN12",2.2325
"SLFN13",2.1143
"SLFN14",0.2625
"SLFN5",2.0451
"SLFNL1",0
"SLIRP",137.109
"SLIT1",0.1213
"SLIT2",0.0462
"SLITRK1",0.2823
"SLITRK2",2.7425
"SLITRK3",0.3433
"SLITRK4",2.6268
"SLITRK5",0.514
"SLITRK6",3.8302
"SLK",0.0033
"SLMAP",2.0597
"SLMO2",0
"SLN",4.4481
"SLP65",0
"SLPI",677.729
"SLPI",677.729
"SLTM",8.9888
"SLTM",8.9888
"SLU7",17.582
"SLURP1",3435.55
"SLX1B",0
"SLX4",2.6378
"SLX4IP",5.2567
"SMA3",0
"SMA4",0
"SMA5",0
"SMAC",0
"SMAD1",22.9844
"SMAD1",22.9844
"SMAD2",2.7642
"SMAD3",1.6617
"SMAD3",1.6617
"SMAD4",1.8703
"SMAD5",2.2977
"SMAD6",1.7514
"SMAD7",0.8308
"SMAD9",8e-04
"SMAGP",38.3061
"sMAP",0
"smap-2b",0
"smap-3",0
"SMAP1",0.0075
"SMAP2",11.283
"SMARCA1",0.0072
"SMARCA2",11.7673
"SMARCA2",11.7673
"SMARCA4",1.0937
"SMARCA4",1.0937
"SMARCA5",11.9283
"SMARCA6",0
"SMARCAD1",0.0017
"SMARCAL1",8.2484
"SMARCB1",0.0057
"SMARCC1",32.4421
"SMARCC1",32.4421
"SMARCC2",62.2382
"SMARCC2",62.2382
"SMARCD1",0.0197
"SMARCD1",0.0197
"SMARCD2",54.05
"SMARCD3",0.3002
"SMARCE1",12.0048
"SMARCF1",0
"SMART-3",0
"SMART-4",0
"SMC1A",6.1805
"SMC1A",6.1805
"SMC2",1.4612
"SMC3",17.5102
"SMC4",1.0582
"SMC5",2.0747
"SMC6",2.12
"SMCHD1",0.3843
"SMCO1",0.1457
"SMCO2",0.4386
"SMCO3",1.0596
"SMCO4",2.7328
"SMCP",0.4134
"SMCR7",0
"SMCR7L",0
"SMCR7L",0
"SMCR8",1.8024
"SMCY",0
"SMDT1",72.1395
"SMG1",2.5196
"SMG5",24.1398
"SMG6",1.686
"SMG7",5.935
"SMG8",2.1428
"SMG9",16.0417
"SMIM1",23.5938
"SMIM10",3.8687
"SMIM10L2A",0
"SMIM10L2B",0
"SMIM11A",13.7647
"SMIM12",5.7357
"SMIM13",0.4094
"SMIM14",1.3713
"SMIM15",177.999
"SMIM19",71.1854
"SMIM21",2e-04
"SMIM24",1.6625
"SMIM3",0.77
"SMIM4",120.069
"SMIM5",19.5197
"SMIM6",1.8753
"SMIM7",1.9959
"SMIM8",0.366
"SMIM9",0
"SMKR1",1.9722
"SMLR1",0
"SMN1",0.1389
"SMN2",0
"SMNDC1",29.6543
"SMO",0.4947
"smoc1",0
"SMOC1",0.4033
"SMOC1",0.4033
"SMOC2",13.5442
"SMOH",0
"SMOX",0
"SMP1",0
"SMPD1",0
"SMPD2",20.3939
"SMPD3",6.5185
"SMPD4",1e-04
"SMPDL3A",3.1659
