"Gene","SOX6"
"SLC22A3",0
"SLC22A4",0.2644
"SLC22A5",0
"SLC22A6",0
"SLC22A7",0
"SLC22A8",0
"SLC22A9",0
"SLC23A1",0
"SLC23A2",0.14
"SLC23A3",0
"SLC24A1",0
"SLC24A2",0
"SLC24A3",0.2464
"SLC24A3",0.4017
"SLC24A4",0
"SLC24A5",0
"SLC24A6",-0.4792
"SLC25A1",0.0492
"SLC25A10",0
"SLC25A11",0
"SLC25A12",0
"SLC25A13",-2.1928
"SLC25A13",0.3488
"SLC25A14",0
"SLC25A15",0
"SLC25A16",-0.3838
"SLC25A17",0
"SLC25A18",0
"SLC25A19",0
"SLC25A2",0
"SLC25A20",-0.0209
"SLC25A21",0
"SLC25A22",0
"SLC25A23",0.211
"SLC25A23",-1.0809
"SLC25A24",0
"SLC25A25",4.0864
"SLC25A25",-0.0076
"SLC25A26",0
"SLC25A27",0
"SLC25A28",0
"SLC25A29",0
"SLC25A3",0
"SLC25A30",0
"SLC25A31",0
"SLC25A32",0
"SLC25A33",0
"SLC25A34",0
"SLC25A35",0
"SLC25A36",0
"SLC25A37",0.1048
"SLC25A37",0.1412
"SLC25A38",-0.1189
"SLC25A39",0
"SLC25A4",0.4784
"SLC25A40",-0.2364
"SLC25A40",0.2744
"SLC25A40",-0.1324
"SLC25A41",0.0887
"SLC25A42",0
"SLC25A43",0
"SLC25A44",0
"SLC25A45",0
"SLC25A46",0
"SLC25A47",0
"SLC25A5",0
"SLC25A5-AS1",0
"SLC25A51",0
"SLC25A52",0
"SLC25A53",0
"SLC25A5P1",0
"SLC25A6",-0.0809
"SLC26A1",0
"SLC26A10",0.0178
"SLC26A10",-0.1265
"SLC26A11",0
"SLC26A2",0.078
"SLC26A3",0
"SLC26A4",0
"SLC26A5",0
"SLC26A6",0
"SLC26A7",0
"SLC26A8",0
"SLC26A9",0
"SLC27A1",0
"SLC27A2",0
"SLC27A3",1.0502
"SLC27A4",0
"SLC27A5",0
"SLC27A6",0
"SLC28A1",0
"SLC28A2",0
"SLC28A3",0
"SLC29A1",0
"SLC29A2",0
"SLC29A3",0
"SLC29A4",0
"SLC2A1",-0.4011
"SLC2A10",0
"SLC2A11",0
"SLC2A12",-0.0038
"SLC2A13",0
"SLC2A14",0
"SLC2A2",0
"SLC2A3",-0.0673
"SLC2A3",-0.1655
"SLC2A4",0.304
"SLC2A4",-0.143
"SLC2A4RG",0.8338
"SLC2A4RG",-1.0323
"SLC2A5",0
"SLC2A6",0
"SLC2A7",0
"SLC2A8",0
"SLC2A9",0
"SLC30A1",0.9629
"SLC30A1",-0.3979
"SLC30A10",0
"SLC30A2",0
"SLC30A3",0
"SLC30A4",0.12
"SLC30A5",0
"SLC30A6",0
"SLC30A7",0
"SLC30A8",0
"SLC30A9",-0.2827
"SLC31A1",0
"SLC31A2",0
"SLC32A1",0
"SLC33A1",-0.1412
"SLC34A1",0
"SLC34A3",0
"SLC35A1",1.3017
"SLC35A1",-0.3325
"SLC35A2",0.582
"SLC35A2",0.0787
"SLC35A3",0
"SLC35A4",0
"SLC35A5",0
"SLC35B1",-0.3565
"SLC35B2",-0.4495
"SLC35B3",0
"SLC35B4",0.0084
"SLC35B4",0.0359
"SLC35C1",0
"SLC35C2",0
"SLC35D1",0
"SLC35D2",-0.7476
"SLC35D3",0
"SLC35E1",0
"SLC35E2",0
"SLC35E2B",0
"SLC35E3",-0.1312
"SLC35E3",0.2848
"SLC35E4",-0.0611
"SLC35F1",0
"SLC35F2",0
"SLC35F3",0
"SLC35F4",0
"SLC35F5",0
"SLC35F6",0
"SLC35G1",0
"SLC35G2",0
"SLC35G3",0
"SLC35G5",0
"SLC35G6",0
"SLC36A1",-0.3572
"SLC36A2",0
"SLC36A3",0
"SLC36A4",0
"SLC37A1",0
"SLC37A2",0
"SLC37A3",-0.1537
"SLC37A3",-0.0779
"SLC37A3",-0.3996
"SLC37A4",0
"SLC38A1",0
"SLC38A10",0
"SLC38A11",0
"SLC38A2",0.3712
"SLC38A2",0.1647
"SLC38A3",0
"SLC38A4",0
"SLC38A5",-0.3329
"SLC38A6",0
"SLC38A7",0
"SLC38A8",0
"SLC38A9",0
"SLC39A1",0
"SLC39A10",0
"SLC39A11",-0.0559
"SLC39A11",-0.1343
"SLC39A12",0
"SLC39A14",0
"SLC39A2",0
"SLC39A3",0.2402
"SLC39A3",0.0034
"SLC39A3",0.0752
"SLC39A4",0
"SLC39A5",0
"SLC39A6",-4.1764
"SLC39A6",-0.0834
"SLC39A7",0
"SLC39A8",1.3251
"SLC39A9",-0.4397
"SLC3A1",0
"SLC3A2",0
"SLC40A1",0
"SLC41A1",0
"SLC41A2",0
"SLC41A3",0
"SLC43A1",0.5412
"SLC43A2",0.1347
"SLC43A2",-0.316
"SLC43A3",4.873
"SLC43A3",-2.9831
"SLC44A1",0
"SLC44A2",0
"SLC44A3",-1.4934
"SLC44A4",0
"SLC44A5",0
"SLC45A2",0
"SLC45A3",0
"SLC45A4",0
"SLC46A1",0
"SLC46A2",0
"SLC46A3",0
"SLC47A1",0
"SLC47A2",0
"SLC48A1",0
"SLC4A1",0
"SLC4A10",0
"SLC4A11",0
"SLC4A1AP",0
"SLC4A2",0
"SLC4A4",0.181
"SLC4A4",0.6212
"SLC4A5",0
"SLC4A7",0
"SLC4A8",0.1207
"SLC4A9",0
"SLC50A1",0
"SLC51A",0
"SLC51B",0
"SLC52A1",0
"SLC52A2",0
"SLC52A3",0
"SLC5A1",0.1275
"SLC5A10",0
"SLC5A11",0
"SLC5A12",0
"SLC5A2",-0.4849
"SLC5A3",0.3677
"SLC5A4",0
"SLC5A5",0
"SLC5A6",0.6959
"SLC5A6",-0.0476
"SLC5A7",0
"SLC5A8",0
"SLC5A9",0
"SLC6A1",0
"SLC6A11",0
"SLC6A12",0
"SLC6A13",0
"SLC6A14",-1.4079
"SLC6A15",-0.1285
"SLC6A15",0.0606
"SLC6A15",0.1146
"SLC6A16",0
"SLC6A17",0
"SLC6A18",0.8167
"SLC6A19",0
"SLC6A2",0
"SLC6A20",0
"SLC6A3",0
"SLC6A4",0
"SLC6A5",0
"SLC6A6",0
"SLC6A7",0
"SLC6A8",-1.4425
"SLC6A8",4.3528
"SLC6A9",0
"SLC7A1",0
"SLC7A10",-0.0326
"SLC7A11",0.3089
"SLC7A13",0
"SLC7A14",0
"SLC7A2",-0.2518
"SLC7A3",0
"SLC7A4",0
"SLC7A5",0.6088
"SLC7A6",0.0429
"SLC7A6",-0.1794
"SLC7A6OS",0
"SLC7A7",0
"SLC7A8",-2.3807
"SLC7A9",0
"SLC8A1",0.0817
"SLC8A1",-0.3017
"SLC8A2",0.3812
"SLC8A3",0
"SLC8B1",0
"SLC9A1",0
"SLC9A2",0
"SLC9A3",0.2001
"SLC9A3R1",-0.2436
"SLC9A3R2",0
"SLC9A4",0
"SLC9A5",0.7583
"SLC9A6",0
"SLC9A7",0
"SLC9A8",0
"SLC9A9",0.4486
"SLC9A9",0.104
"SLC9B2",0
"SLC9C1",0
"SLC9C2",0
"SLCO1A2",0.3065
"SLCO1B1",0
"SLCO1B3",0
"SLCO1B7",0
"SLCO1C1",0
"SLCO2A1",0
"SLCO2B1",-0.0247
"SLCO3A1",-0.2857
"SLCO4A1",-0.4241
"SLCO4C1",-0.3605
"SLCO4C1",0.1759
"SLCO5A1",1.0234
"SLCO6A1",0
"SLF1",0
"SLF2",0
"SLFN11",-0.0912
"SLFN12",0
"SLFN13",0
"SLFN14",0
"SLFN5",0.0961
"SLFNL1",0
"SLIRP",0
"SLIT1",0
"SLIT2",0
"SLITRK1",0
"SLITRK2",0
"SLITRK3",0
"SLITRK4",0
"SLITRK5",0
"SLITRK6",-0.2245
"SLK",0
"SLMAP",0
"SLMO2",0
"SLN",0
"SLP65",0
"SLPI",-0.1818
"SLPI",-0.2511
"SLTM",-0.0575
"SLTM",-2.9531
"SLU7",0
"SLURP1",1.3315
"SLX1B",0
"SLX4",0
"SLX4IP",0
"SMA3",0
"SMA4",0
"SMA5",0
"SMAC",0
"SMAD1",-1.4504
"SMAD1",-0.8523
"SMAD2",0.2005
"SMAD3",-2.3195
"SMAD3",-1.4862
"SMAD4",-0.0021
"SMAD5",0.1641
"SMAD6",-0.3551
"SMAD7",0.1561
"SMAD9",0.521
"SMAGP",0
"sMAP",0
"smap-2b",0
"smap-3",0
"SMAP1",0
"SMAP2",0
"SMARCA1",-3.0393
"SMARCA2",0.46
"SMARCA2",-0.0696
"SMARCA4",-0.2125
"SMARCA4",0.1528
"SMARCA5",-0.6427
"SMARCA6",0
"SMARCAD1",-0.4541
"SMARCAL1",0.6667
"SMARCB1",0.11
"SMARCC1",0.3131
"SMARCC1",0.4191
"SMARCC2",0.1826
"SMARCC2",-0.7443
"SMARCD1",0.1033
"SMARCD1",-1.6862
"SMARCD2",0.0274
"SMARCD3",0.5245
"SMARCE1",0
"SMARCF1",0
"SMART-3",0
"SMART-4",0
"SMC1A",0.9407
"SMC1A",0.2843
"SMC2",0
"SMC3",0
"SMC4",0
"SMC5",0
"SMC6",0.8966
"SMCHD1",0
"SMCO1",0
"SMCO2",0
"SMCO3",0
"SMCO4",0
"SMCP",-0.0246
"SMCR7",0
"SMCR7L",-1.2704
"SMCR7L",0.038
"SMCR8",0
"SMCY",0
"SMDT1",0
"SMG1",0
"SMG5",-5.4361
"SMG6",0
"SMG7",0
"SMG8",0
"SMG9",0
"SMIM1",0
"SMIM10",0
"SMIM10L2A",0
"SMIM10L2B",0
"SMIM11A",0
"SMIM12",0
"SMIM13",0
"SMIM14",0
"SMIM15",0
"SMIM19",0
"SMIM21",0
"SMIM24",0
"SMIM3",0
"SMIM4",0
"SMIM5",0
"SMIM6",0
"SMIM7",0
"SMIM8",0
"SMIM9",0
"SMKR1",0
"SMLR1",0
"SMN1",0
"SMN2",0
"SMNDC1",0
"SMO",0.9365
"smoc1",0
"SMOC1",-0.0758
"SMOC1",-1.5713
"SMOC2",0
"SMOH",0
"SMOX",0
"SMP1",0
"SMPD1",0
"SMPD2",0
"SMPD3",0
"SMPD4",0
"SMPDL3A",-0.5061
"SMPDL3A",-0.3649
"SMPDL3B",-0.3031
"SMPX",0
"SMR3A",0
"SMR3B",0
"SMS",0
"SMS3",0
"SMTN",0
"SMTNL1",0
"SMTNL2",0
"SMU1",0
"SMUG1",0
"SMURF1",-0.2925
"SMURF1",-0.1571
"SMURF2",-0.0596
"SMURF2",-0.0632
"SMYD1",0.4789
"SMYD2",0
"SMYD3",-0.0269
"SMYD3",2.1264
"SMYD4",0.9433
"SMYD4",0.3797
"SMYD5",0.2296
"SN",0
"S0.0G1",0.2999
"S0.0I1",0
"S0.0I2",0.3495
"S0.0I3",0
"S0.0P23",-1.3067
"S0.0P25",0
"S0.0P29",0
"S0.0P47",0
"S0.0P50",0
"S0.0P91",0
"S0.0PC1",-1.4216
"S0.0PC2",-0.3444
"S0.0PC3",-0.5803
"S0.0PC4",0.0195
"S0.0PC4",-0.2921
"S0.0PC5",0.1104
"S0.0PC5",-0.0661
"S0.0PIN",0
"SNCA",0
"SNCAIP",0
"SNCB",0.2409
"SNCG",0
"SND1",-0.0441
"SND1-IT1",0
"SNED1",0
"SNF1LK",-0.4808
"SNF1LK",-1.0399
"SNF1LK",-4.6083
"SNF8",-0.0772
"SNFT",-0.1599
"SNHG5",0
"SNHG8",-0.4532
"SNIP1",0.004
"SNIP1",-0.0264
"SNN",0
"SNORA10",0
"SNORA14A",0
"SNORA15",0
"SNORA16B",0
"SNORA17",0
"SNORA20",0
"SNORA22",0
"SNORA24",0
"SNORA25",0
"SNORA27",0
"SNORA29",0
"SNORA33",0
"SNORA35",0
"SNORA36A",0
"SNORA52",0
"SNORA5A",0
"SNORA5B",0
"SNORA5C",0
"SNORA60",0
"SNORA63",0
"SNORA65",0
"SNORA67",0
"SNORA69",0
"SNORA70",0
"SNORA70C",0
"SNORA9",0
"SNORD103A",0
"SNORD103B",0
"SNORD116-10",0
"SNORD116-20",0
"SNORD116-4",0
"SNORD116-6",0
"SNORD123",0
"SNORD124",0
"SNORD125",0
"SNORD13",0
"SNORD13P2",0
"SNORD141A",0
"SNORD14A",0
"SNORD18C",0
"SNORD2",0
"SNORD22",-0.1209
"SNORD23",0
"SNORD24",0
"SNORD33",0
"SNORD36B",0
"SNORD46",0
"SNORD54",0
"SNORD61",0
"SNORD62A",0
"SNORD8",0
"SNORD83A",0
"SNORD96B",0
"SNPH",0.1103
"SNRK",0.4317
"SNRK",0.1478
"SNRNP200",0
"SNRNP25",0
"SNRNP27",0
"SNRNP35",0
"SNRNP40",0
"SNRNP48",0
"SNRNP70",0
"SNRPA",-0.824
"SNRPA",-1.1425
"SNRPA",-0.2795
"SNRPA1",0
"SNRPB",0
"SNRPB2",0
"SNRPC",0
"SNRPD1",0
"SNRPD2",-0.0192
"SNRPD3",0
"SNRPE",0
"SNRPEP2",0
"SNRPF",0
"SNRPG",0
"SNRPN",-0.3766
"SNT-1",0
"SNT-2",0
"SNTA1",0
"SNTB1",0
"SNTB2",0.3954
"SNTG1",0
"SNTG2",0
"SNTN",0
"SNU13",0
"SNUPN",0
"SNURF",-0.1033
"SNURFL",0
"SNW1",-0.1326
"SNX 3A",0
"SNX1",-0.2746
"SNX10",0
"SNX11",-0.6814
"SNX12",0
"SNX13",0
"SNX14",0
"SNX15",0
"SNX16",0
"SNX17",-0.1894
"SNX18",0
"SNX19",0
"SNX2",0
"SNX20",0
"SNX21",0
"SNX22",0
"SNX24",0
"SNX25",0
"SNX27",0
"SNX29",0
"SNX3",0
"SNX30",0
"SNX31",0
"SNX32",0
"SNX33",0
"SNX4",0.9627
"SNX5",0
"SNX6",0.1338
"SNX7",0
"SNX8",0
"SNX9",0.0039
"SNX9",2.6801
"SOAT1",-0.7773
"SOAT1",-0.3404
"SOAT1",0.1934
"SOAT2",0
"SOBP",0
"SOCS-1",0
"SOCS1",0.0937
"SOCS1",0.5746
"SOCS2",1.6202
"SOCS2",-0.3035
"SOCS3",-0.1896
"SOCS3",0.5724
"SOCS4",0
"SOCS5",-0.0746
"SOCS5",-0.2347
"SOCS6",0
"SOCS7",0
"SOD1",0
"SOD2",1.4622
"SOD3",0
"SODD",0
"sOdftrance",0
"SOGA3",0
"SOHLH1",0.4349
"SOHLH1",0.2778
"SOHLH2",-0.1319
"SOHLH2",-0.338
"SOLH",0
"SON",0
"SORBS1",0.0897
"SORBS1",-0.022
"SORBS1",-0.3466
"SORBS2",0
"SORBS3",-4.1547
"SORCS1",0
"SORCS2",0
"SORCS3",0
"SORD",0
"SORL1",0
"SORT1",-1.5053
"SORT1",-0.6027
"SOS1",-0.1084
"SOS2",0
"SOST",0
"SOSTDC1",0
"SOWAHB",0
"SOWAHC",0
"SOWAHD",0
"SOX1",0.2593
"SOX1",-1.1045
"SOX10",0.4716
"SOX10",-0.6086
"SOX11",0.3563
"SOX11",0.4354
"SOX12",0.3576
"SOX12",-0.2408
"SOX13",0.1119
"SOX14",0.1885
"SOX15",0.1042
"SOX17",0.3676
"SOX17",2.311
"SOX18",1.497
"SOX2",0.4157
"SOX2",0.0859
"SOX21",0.463
"SOX21",-0.3601
"SOX3",-0.507
"SOX3",1.2609
"SOX30",-0.4308
"SOX4",-0.4241
"SOX4",-1.3202
"SOX5",0.5794
"SOX5",0.2383
"SOX5",-0.0626
"SOX6",0.0743
"SOX7",-0.0616
"SOX7",0.1812
"SOX8",-0.0315
"SOX8",-3.4093
"SOX9",-3.4543
"SP1",-0.4847
"SP1",0.024
"SP100",0.2793
"SP100",-0.0153
"SP100",0.6629
"SP100-B",0
"SP110",0.7551
"SP140",0
"SP140L",0
"SP192",0
"SP2",0.0807
"SP2",-0.0905
"SP3",-0.4156
"SP3",-0.7345
"sp32",0
"SP329",0
"SP38",0
"SP4",0
"SP5",-0.17
"SP5",-3.8408
"SP5",0.1841
"SP6",0
"SP7",0.1731
"SP8",0
"SP9",0
"SPA17",-1.8099
"SPACA1",0
"SPACA3",0
"SPACA4",0
"SPACA5",0
"SPACA5B",0
"SPACA7",0
"SPACA9",0
"SPACRCAN",0
"SPAG1",-0.4802
"SPAG1",-0.4276
"SPAG11A",0
"SPAG11B",0
"SPAG16",-0.6592
"SPAG16",-0.0559
"SPAG17",0
"SPAG4",0
"SPAG5",0
"SPAG6",-0.0258
"SPAG6",0.4196
"SPAG7",0
"SPAG8",0
"SPAG9",0
"SPAM1",0.2359
"SPANX",0
"SPANXA1",0
"SPANXA2-OT1",0
"SPANXB1",0
"SPANXC",0
"SPANXN1",0
"SPANXN2",0
"SPANXN3",0
"SPANXN4",0
"SPANXN5",0
"SPAP1",0
"SPAR",0
"SPARC",0
"SPARCL1",0
"SPAST",0
"SPATA1",0
"SPATA12",0
"SPATA13",0
"SPATA16",0
"SPATA17",-0.0377
"SPATA18",0.1114
"SPATA18",0.0328
"SPATA18",-0.2076
"SPATA19",0
"SPATA2",0
"SPATA20",0.0054
"SPATA21",0
"SPATA22",0
"SPATA24",0
"SPATA25",0
"SPATA2L",0
"SPATA31A1",0
"SPATA31A3",0
"SPATA31A5",0
"SPATA31A6",0
"SPATA31A7",0
"SPATA31C1",0
"SPATA31C2",0
"SPATA31D1",0
"SPATA31D3",0
"SPATA31D4",0
"SPATA31D5P",0
"SPATA31E1",0
"SPATA32",0
"SPATA33",0
"SPATA4",0
"SPATA45",0
"SPATA5",0
"SPATA5L1",0.1313
"SPATA6",0.0074
"SPATA6",0.2377
"SPATA6L",0
"SPATA7",-0.0328
"SPATA8",0
"SPATA9",0
"SPATC1",0
"SPATC1L",0
"SPATS1",0
"SPATS2",0.095
"SPATS2L",0
"SPBC25",-0.1185
"SPBPBP",0
"SPC25",0
"SPCS1",0
"SPCS2",0.0378
"SPCS3",0.0415
"SPDEF",0.3649
"SPDL1",0
"SPDYA",0
"SPDYC",0
"SPDYE1",0
"SPDYE2",0
"SPDYE2B",0
"SPDYE3",0
"SPDYE4",0
"SPDYE5",0
"SPDYE7P",0
"SPEC1",0
"SPECC1",0
"SPEF1",0
"SPEF2",0
"SPEG",0
"SPEM1",0
"SPEN",0.2117
"SPEN",0.2392
"SPEN",-0.4641
"spermidinespermine N1-acetyltransferase",0
"SPERT",0
"SPESP1",0
"SPF45",0
"SPG11",0
"SPG20",0
"SPG21",-0.0179
"SPG4",0
"SPG7",-0.131
"SPG7",-0.2153
"SPG7",0.1589
"SPHAR",0.9295
"SPHK1",0.6705
"SPHK2",0
"SPHKAP",0
"SPI1",0.2121
"SPIB",-0.2856
"SPIB",0.535
"SPIC",-0.2669
"SPICE1",0
"SPIDR",0
"SPIN",0
"SPIN1",0
"SPIN2",0
"SPIN2A",0
"SPIN2B",0
"SPIN3",0
"SPIN4",0
"SPINK1",0
"SPINK13",0
"SPINK14",0
"SPINK2",0
"SPINK4",0
"SPINK5",0.1349
"SPINK5L3",0
"SPINK6",-0.1633
"SPINK7",0
"SPINK8",0
"SPINK9",0
"SPINLW1",-0.1431
"SPINT1",0
"SPINT2",0
"SPINT3",0
"SPINT4",0
"Spir-1",0
"SPIRE1",0
"SPIRE2",0
"SPN",-0.3442
"SPNS1",0
"SPNS2",0
"SPNS3",0
"SPO11",0
"SPOCD1",-0.9564
"SPOCK1",0
"SPOCK2",0
"SPOCK3",0
"SPON1",0
"SPON2",0
"SPOP",0
"SPOPL",0
"SPOUT1",0
"SPP1",-0.2178
"SPP2",0
"SPPL2A",-0.1101
"SPPL2B",0
"SPPL2C",0
"SPPL3",0
"SPR",0
"SPR1",0
"SPRED1",-0.0309
"SPRED1",-0.0592
"SPRED2",0
"SPRED3",0
"SPRN",0
"SPRR1A",0.0735
"SPRR1A",0.046
"SPRR1B",-0.0071
"SPRR2A",0
"SPRR2B",0
"SPRR2C",0.3615
"SPRR2D",0.3557
"SPRR2E",0.2913
"SPRR2F",0
"SPRR2G",1.7869
"SPRR3",1.0474
"SPRR4",0.0604
"SPRTN",0
"SPRY1",-0.2015
"SPRY2",0.2783
"SPRY3",0
"SPRY4",0
"SPRYD3",0.5116
"SPRYD7",0
"SPSB1",3.1166
"SPSB1",0.1316
"SPSB2",0
"SPSB3",0
"SPSB4",0
"SPTA1",0
"SPTAN1",-1.9095
"SPTB",0
"SPTBN1",0
"SPTBN2",-1.1634
"SPTBN3",0
"SPTBN4",0
"SPTBN5",0.181
"SPTLC1",0
"SPTLC2",0.2967
"SPTLC2",-0.4029
"SPTLC3",0.0116
"SPTSSA",0
"SPTSSB",0
"SPTY2D1",0
"SPUF",0
"SPX",0
"SPZ1",-0.0201
"SQLE",0
"SQRDL",0.1084
"SQSTM1",-0.6309
"SR-A",0
"SR140",0
"SRA1",0.5844
"SRA1",-0.1405
"SRA1",-0.3775
"SRB7",0
"SRBD1",0
"SRC",0
"SRCAP",-0.0483
"SRCL",0
"SRD5A1",0.3727
"SRD5A2",0
"SRD5A2L",1.8567
"SRD5A3",0
"SREB3",0
"SREBF1",2.6685
"SREBF1",-0.2028
"SREBF2",0.3712
"SREBF2",-0.5966
"SREC",0
"SREK1",0
"SREK1IP1",0
"SRF",-0.1269
"SRF",-0.1188
"SRF",-0.0753
"SRFBP1",-0.3024
"SRGAP1",0
"SRGAP2",0
"SRGAP3",0.1917
"SRGN",0
"SRI",-0.5125
"SRI",-0.021
"SRM",0
"SRM300",0
"SRMS",0
"SRP14",0
"SRP19",0
"SRP1gamma",0
"SRp40",0
"SRP54",0
"SRP68",0
"SRP72",0
"SRP9",-0.2082
"SRP9",0.3811
"SRPK1",0
"SRPK2",0.0092
"SRPK2",0.0851
"SRPK3",0
"SRPRA",0
"SRPRB",0
"SRPSOX",0
"SRPX",0.9533
"SRPX2",0.0941
"SRR",0
"SRRD",0
"SRRM1",0
"SRRM2",0
"SRRM3",0
"SRRM4",0
"SRRM5",0
"SRRT",0
"SRSF1",0
"SRSF10",0
"SRSF11",0
"SRSF12",0
"SRSF2",0
"SRSF3",0
"SRSF4",0
"SRSF5",0
"SRSF6",0
"SRSF7",0
"SRSF8",0
"SRSF9",0
"SRXN1",0.0278
"SRY",-0.0215
"SS18",-1.3059
"SS18L1",-0.1261
"SS18L1",0.2359
"SS18L2",0
"SSB",0
"SSBP1",0
"SSBP2",-0.2249
"SSBP2",-0.3414
"SSBP3",0.1354
"SSBP3",0.2399
"SSBP4",0
"SSC4D",0
"SSC5D",0
"SSFA2",0
"SSH1",0
"SSH2",0
"SSH3",0
"SSI-3",0
"SSMEM1",0
"SS0.01",0
"SSPN",0
"SSPO",0
"SSR1",-0.6031
"SSR2",-0.1567
"SSR2",-0.0355
"SSR3",0
"SSR4",-0.1721
"SSRP1",-0.1527
"SSSCA1",0
"SST",0
"SSTR1",0
"SSTR2",0
"SSTR3",0
"SSTR4",0
"SSTR5",0
"SSTRIP",0
"SSU72",0
"SSUH2",0
"SSX1",-0.0407
"SSX2",0.614
"SSX2",0.1699
"SSX2IP",0
"SSX3",0.4092
"SSX4",0
"SSX4B",0
"SSX5",0.0191
"SSX6",0
"SSX7",-0.0622
"SSX8",-0.0158
"SSX9",0.2175
"SSXTSSX4 fusion",0
"SSXTSSX4v fusion",0
"ST13",0
"ST14",0
"ST16",0
"ST18",-0.2067
"ST1B2",0
"st2",0
"ST20",0
"ST3Gal VI",0
"ST3GAL1",-0.3818
"ST3GAL1",-0.2601
"ST3GAL2",0.4277
"ST3GAL2",-0.0607
"ST3GAL3",0.7084
"ST3GAL3",0.4851
"ST3GAL4",0
"ST3GAL5",0.049
"ST3GAL6",0
"ST5",-0.2753
"ST6GAL1",-0.2097
"ST6GAL1",0.0298
"ST6GAL2",-0.0293
"ST6GAL0.0C1",0
"ST6GAL0.0C2",0.2117
"ST6GAL0.0C2",0.202
"ST6GAL0.0C3",0
"ST6Gal0.0c4",0
"ST6GAL0.0C4",0.0284
"ST6GAL0.0C5",-0.7489
"ST6GAL0.0C6",0
"ST6GAL0.0CIV",0
"ST7",-0.0137
"ST7",0.1344
"ST7L",0
"ST8SIA1",0
"ST8SIA2",0
"ST8SIA3",0
"ST8SIA4",0
"ST8SIA5",0
"ST8SIA6",0
"STAB1",-0.1001
"STAB1",-0.3731
"STAB2",0
"STAC",0.0174
"STAC",-0.0139
"STAC2",0
"STAC3",0
"STAG1",-0.0495
"STAG2",0
"STAG3",0
"STAG3L1",0
"STAG3L4",0
"STAM",0
"STAM2",0
"STAMBP",0
"STAMBPL1",-0.0889
"STAP1",0
"STAP2",0.3598
"STAR",0
"STARD10",0
"STARD13",-0.3054
"STARD13",-0.1542
"STARD3",0
"STARD3NL",0
"STARD4",-0.6301
"STARD5",0
"STARD6",0
"STARD7",0
"STARD8",0
"STARD9",0
"STAT1",-0.6069
"STAT1",1.4118
"STAT2",0.3962
"STAT3",-0.1248
"STAT3",-0.3439
"STAT3",-0.1341
"STAT4",0.1312
"STAT4",-0.1769
"STAT5A",-0.1165
"STAT5A",-0.0515
"STAT5B",-0.3261
"STAT6",-0.2531
"STATH",0
"STATIP1",0.1549
"STAU",0
"STAU1",0.235
"STAU2",0
"staufen",0
"STBD1",0
"STC1",0
"STC2",2.2235
"STC2",0.4207
"STE",0
"STEAP1",-0.4763
"STEAP1",-0.4426
"STEAP1B",0
"STEAP2",0
"STEAP3",0
"STEAP4",-0.8233
"stem cell factor, SCF",0
"STEP",0
"STG",0
"STH",0
"STIL",0.0644
"STIM1",-0.5387
"STIM2",0
"STIP1",0.4828
"STIP1",-0.7068
"STK10",2.6006
"STK11",-1e-04
"STK11",-1.1484
"STK11IP",0
"STK16",0
"STK17A",0.1905
"STK17A",0.0215
"STK17B",0
"STK19",0
"STK24",0
"STK25",0.2021
"STK25",0.0372
"STK26",0
"STK3",-0.7385
"STK31",0
"STK32A",0
"STK32B",0.2098
"STK32C",0
"STK33",0
"STK35",3e-04
"STK36",0.1618
"STK38",0
"STK38L",-1.127
"STK38L",-0.2828
"STK39",0
"STK4",0
"STK40",0
"STK6",0
"STK9",0
"STKLD1",0
"STM",0
"STM7",0
"STMN1",0
"STMN2",0
"STMN3",0
"STMN4",0
"STMND1",0
"STOM",0
"STOML1",0
"STOML2",0
"STOML3",0
"STON1",0
"STON1-GTF2A1L",0
"STON2",0.07
"STON2",0.2103
"STOX1",0
"STOX2",0
"STPG1",0
"STPG2",0
"STPG3",0
"STRA13",0
"STRA6",0
"STRA8",0
"STRADA",0
"STRADB",0
"STRAIT11499",0
"STRAP",0
"STRBP",0
"STRC",0
"STRIN",0
"STRIP1",0
"STRIP2",0
"STRL33",0
"STRN",0
"STRN3",-1.0397
"STRN3",-0.4857
"STRN3",-0.1631
"STRN4",-1.3841
"STS",0.0809
"STS-1",-0.2283
"STT3A",-0.1996
"STT3B",-0.4852
"STUB1",0
"STUM",0
"STX10",-0.3157
"STX10",0.0075
"STX11",0.0079
"STX12",1.0257
"STX16",0
"STX17",-0.197
"STX18",0
"STX19",0
"STX1A",0
"STX1B",0
"STX2",0.1167
"STX3",-0.2771
"STX4",0
"STX5",0
"STX6",0.721
"STX6",0.213
"STX6",-2.5798
"STX7",0
"STX8",0
"STXBP1",0
"STXBP2",0
"STXBP3",0
"STXBP4",0
"STXBP5",0
"STXBP5L",0
"STXBP6",-0.7738
"STXBP6",-0.0177
"STXBP6",-0.3736
"STYK1",0
"STYX",0
"STYXL1",-3.0323
"SUB1",-0.087
"SUB1",0.0129
"SUB1",0.4116
"SUB1P1",0
"SUCLA2",-1.3072
"SUCLA2",-0.3513
"SUCLG1",0
"SUCLG2",-0.7366
"SUCNR1",0
"SUCO",0
"SUDS3",0.1516
"SUFU",0.168
"SUFU",0.4065
"SUGCT",0
"SUGP1",0
"SUGP2",0
"SUGT1",0
"SUGT1P1",0
"SUHW1",-0.3363
"SUHW2",0.3722
"SUHW3",0.0584
"SUHW4",-0.2041
