"","x"
"29936","NA"
"29937","NA"
"29938","NA"
"29939","-0.011046306"
"29940","NA"
"29941","NA"
"29942","-0.003678278"
"29943","NA"
"29944","NA"
"29945","NA"
"29946","-0.002705801"
"29947","NA"
"29948","0.013347581"
"29949","-0.023283111"
"29950","NA"
"29951","NA"
"29952","NA"
"29953","NA"
"29954","0.018859186"
"29955","NA"
"29956","NA"
"29957","NA"
"29958","NA"
"29959","NA"
"29960","NA"
"29961","NA"
"29962","-0.025472844"
"29963","NA"
"29964","NA"
"29965","NA"
"29966","0.097425062"
"29967","0.002129579"
"29968","NA"
"29969","NA"
"29970","0.088840135"
"29971","0.013963921"
"29972","NA"
"29973","NA"
"29974","NA"
"29975","NA"
"29976","NA"
"29977","-0.004108395"
"29978","NA"
"29979","NA"
"29980","NA"
"29981","NA"
"29982","-0.0029481"
"29983","NA"
"29984","NA"
"29985","NA"
"29986","NA"
"29987","-0.019531937"
"29988","NA"
"29989","NA"
"29990","-0.004771666"
"29991","NA"
"29992","NA"
"29993","NA"
"29994","NA"
"29995","NA"
"29996","0.056510311"
"29997","NA"
"29998","NA"
"29999","NA"
"30000","NA"
"30001","NA"
"30002","NA"
"30003","NA"
"30004","NA"
"30005","NA"
"30006","-0.019665285"
"30007","NA"
"30008","NA"
"30009","NA"
"30010","NA"
"30011","NA"
"30012","NA"
"30013","NA"
"30014","NA"
"30015","0.007158291"
"30016","0.019071505"
"30017","NA"
"30018","NA"
"30019","NA"
"30020","NA"
"30021","NA"
"30022","NA"
"30023","NA"
"30024","-0.007127961"
"30025","NA"
"30026","NA"
"30027","NA"
"30028","NA"
"30029","NA"
"30030","-0.176924095"
"30031","0.058641484"
"30032","0.007603989"
"30033","NA"
"30034","NA"
"30035","-0.080044767"
"30036","NA"
"30037","-0.037800055"
"30038","-0.019006804"
"30039","NA"
"30040","NA"
"30041","-0.307693905"
"30042","0.004404543"
"30043","NA"
"30044","NA"
"30045","0.01087942"
"30046","NA"
"30047","-0.013803772"
"30048","NA"
"30049","NA"
"30050","NA"
"30051","NA"
"30052","NA"
"30053","NA"
"30054","NA"
"30055","NA"
"30056","0.159406728"
"30057","-0.006019135"
"30058","-0.015387045"
"30059","0.076396736"
"30060","0.195474905"
"30061","-0.173392926"
"30062","NA"
"30063","NA"
"30064","-0.009000961"
"30065","NA"
"30066","-0.000116554"
"30067","0.001030795"
"30068","-0.004654342"
"30069","0.003171005"
"30070","NA"
"30071","0.079212322"
"30072","0.041804694"
"30073","0.000290398"
"30074","0.009262542"
"30075","NA"
"30076","NA"
"30077","NA"
"30078","NA"
"30079","NA"
"30080","NA"
"30081","NA"
"30082","NA"
"30083","NA"
"30084","NA"
"30085","NA"
"30086","NA"
"30087","NA"
"30088","NA"
"30089","NA"
"30090","NA"
"30091","0.019990841"
"30092","NA"
"30093","NA"
"30094","NA"
"30095","0.031201472"
"30096","NA"
"30097","NA"
"30098","-0.013676095"
"30099","NA"
"30100","NA"
"30101","NA"
"30102","NA"
"30103","NA"
"30104","NA"
"30105","NA"
"30106","NA"
"30107","-0.004089602"
"30108","NA"
"30109","NA"
"30110","NA"
"30111","NA"
"30112","NA"
"30113","NA"
"30114","NA"
"30115","NA"
"30116","NA"
"30117","NA"
"30118","NA"
"30119","NA"
"30120","NA"
"30121","NA"
"30122","NA"
"30123","NA"
"30124","NA"
"30125","NA"
"30126","NA"
"30127","NA"
"30128","NA"
"30129","NA"
"30130","NA"
"30131","NA"
"30132","NA"
"30133","NA"
"30134","NA"
"30135","NA"
"30136","NA"
"30137","NA"
"30138","NA"
"30139","NA"
"30140","NA"
"30141","NA"
"30142","NA"
"30143","NA"
"30144","NA"
"30145","NA"
"30146","NA"
"30147","NA"
"30148","NA"
"30149","NA"
"30150","NA"
"30151","NA"
"30152","NA"
"30153","NA"
"30154","NA"
"30155","NA"
"30156","NA"
"30157","NA"
"30158","NA"
"30159","NA"
"30160","NA"
"30161","NA"
"30162","NA"
"30163","NA"
"30164","NA"
"30165","NA"
"30166","NA"
"30167","NA"
"30168","NA"
"30169","NA"
"30170","NA"
"30171","NA"
"30172","NA"
"30173","NA"
"30174","NA"
"30175","NA"
"30176","NA"
"30177","NA"
"30178","NA"
"30179","NA"
"30180","NA"
"30181","NA"
"30182","NA"
"30183","NA"
"30184","NA"
"30185","NA"
"30186","NA"
"30187","NA"
"30188","NA"
"30189","NA"
"30190","NA"
"30191","NA"
"30192","NA"
"30193","NA"
"30194","NA"
"30195","NA"
"30196","NA"
"30197","NA"
"30198","NA"
"30199","NA"
"30200","NA"
"30201","NA"
"30202","NA"
"30203","NA"
"30204","NA"
"30205","NA"
"30206","NA"
"30207","NA"
"30208","NA"
"30209","NA"
"30210","NA"
"30211","NA"
"30212","NA"
"30213","NA"
"30214","NA"
"30215","NA"
"30216","NA"
"30217","NA"
"30218","NA"
"30219","NA"
"30220","NA"
"30221","NA"
"30222","NA"
"30223","NA"
"30224","NA"
"30225","NA"
"30226","NA"
"30227","NA"
"30228","NA"
"30229","NA"
"30230","NA"
"30231","NA"
"30232","NA"
"30233","NA"
"30234","NA"
"30235","NA"
"30236","NA"
"30237","NA"
"30238","NA"
"30239","NA"
"30240","NA"
"30241","NA"
"30242","NA"
"30243","NA"
"30244","NA"
"30245","NA"
"30246","NA"
"30247","NA"
"30248","NA"
"30249","NA"
"30250","NA"
"30251","NA"
"30252","NA"
"30253","NA"
"30254","NA"
"30255","NA"
"30256","NA"
"30257","NA"
"30258","NA"
"30259","NA"
"30260","-0.271018384"
"30261","NA"
"30262","NA"
"30263","NA"
"30264","NA"
"30265","NA"
"30266","NA"
"30267","NA"
"30268","NA"
"30269","NA"
"30270","NA"
"30271","NA"
"30272","NA"
"30273","NA"
"30274","NA"
"30275","NA"
"30276","NA"
"30277","NA"
"30278","NA"
"30279","NA"
"30280","NA"
"30281","NA"
"30282","NA"
"30283","NA"
"30284","NA"
"30285","NA"
"30286","NA"
"30287","NA"
"30288","NA"
"30289","NA"
"30290","NA"
"30291","NA"
"30292","NA"
"30293","NA"
"30294","NA"
"30295","NA"
"30296","NA"
"30297","NA"
"30298","NA"
"30299","NA"
"30300","NA"
"30301","NA"
"30302","NA"
"30303","NA"
"30304","NA"
"30305","NA"
"30306","NA"
"30307","NA"
"30308","NA"
"30309","NA"
"30310","NA"
"30311","NA"
"30312","0.109142525"
"30313","NA"
"30314","NA"
"30315","NA"
"30316","0.028116073"
"30317","NA"
"30318","NA"
"30319","NA"
"30320","NA"
"30321","NA"
"30322","0.004122953"
"30323","0.084538385"
"30324","0.013475066"
"30325","0.010532375"
"30326","0.007948737"
"30327","0.085227431"
"30328","0.296573875"
"30329","-0.009307262"
"30330","NA"
"30331","NA"
"30332","0.046961736"
"30333","NA"
"30334","NA"
"30335","NA"
"30336","NA"
"30337","NA"
"30338","NA"
"30339","NA"
"30340","NA"
"30341","NA"
"30342","-0.30367137"
"30343","NA"
"30344","NA"
"30345","NA"
"30346","NA"
"30347","-0.039189912"
"30348","NA"
"30349","NA"
"30350","NA"
"30351","NA"
"30352","NA"
"30353","NA"
"30354","NA"
"30355","NA"
"30356","NA"
"30357","NA"
"30358","-0.017294499"
"30359","NA"
"30360","NA"
"30361","0.00274258"
"30362","0.061696015"
"30363","0.005723233"
"30364","NA"
"30365","NA"
"30366","-0.009773051"
"30367","NA"
"30368","NA"
"30369","NA"
"30370","0.005365604"
"30371","-0.010569892"
"30372","NA"
"30373","NA"
"30374","NA"
"30375","NA"
"30376","0.002496372"
"30377","0.285357304"
"30378","NA"
"30379","NA"
"30380","-0.064481639"
"30381","NA"
"30382","NA"
"30383","NA"
"30384","-0.060731419"
"30385","NA"
"30386","NA"
"30387","NA"
"30388","NA"
"30389","NA"
"30390","NA"
"30391","NA"
"30392","NA"
"30393","NA"
"30394","NA"
"30395","0.000663816"
"30396","NA"
"30397","NA"
"30398","NA"
"30399","NA"
"30400","-0.006082735"
"30401","NA"
"30402","NA"
"30403","-0.005728551"
"30404","NA"
"30405","NA"
"30406","0.027072411"
"30407","NA"
"30408","0.143280447"
"30409","NA"
"30410","NA"
"30411","-0.014525827"
"30412","NA"
"30413","NA"
"30414","NA"
"30415","0.013197171"
"30416","NA"
"30417","NA"
"30418","NA"
"30419","NA"
"30420","NA"
"30421","NA"
"30422","-0.024703647"
"30423","-0.009343427"
"30424","NA"
"30425","NA"
"30426","NA"
"30427","NA"
"30428","-0.001444955"
"30429","NA"
"30430","NA"
"30431","NA"
"30432","NA"
"30433","NA"
"30434","NA"
"30435","-0.003950486"
"30436","NA"
"30437","NA"
"30438","NA"
"30439","0.046097295"
"30440","NA"
"30441","-0.000385475"
"30442","NA"
"30443","NA"
"30444","-0.008037004"
"30445","NA"
"30446","NA"
"30447","0.001569041"
"30448","NA"
"30449","NA"
"30450","NA"
"30451","NA"
"30452","NA"
"30453","0.140864979"
"30454","NA"
"30455","NA"
"30456","NA"
"30457","NA"
"30458","0.010400983"
"30459","NA"
"30460","-0.017125806"
"30461","NA"
"30462","NA"
"30463","NA"
"30464","NA"
"30465","0.007779711"
"30466","NA"
"30467","NA"
"30468","0.021755173"
"30469","NA"
"30470","-0.018243414"
"30471","-0.002550219"
"30472","-0.004200189"
"30473","0.005033256"
"30474","NA"
"30475","NA"
"30476","NA"
"30477","NA"
"30478","0.128508606"
"30479","NA"
"30480","0.006707488"
"30481","NA"
"30482","NA"
"30483","NA"
"30484","NA"
"30485","NA"
"30486","NA"
"30487","NA"
"30488","NA"
"30489","NA"
"30490","NA"
"30491","-0.001847195"
"30492","NA"
"30493","NA"
"30494","NA"
"30495","NA"
"30496","NA"
"30497","NA"
"30498","NA"
"30499","NA"
"30500","NA"
"30501","NA"
"30502","NA"
"30503","NA"
"30504","NA"
"30505","-0.006406932"
"30506","0.02604271"
"30507","NA"
"30508","NA"
"30509","0.021145649"
"30510","-0.106564527"
"30511","NA"
"30512","NA"
"30513","0.044961641"
"30514","NA"
"30515","0.098655344"
"30516","NA"
"30517","0.158014792"
"30518","NA"
"30519","NA"
"30520","NA"
"30521","0.023259317"
"30522","NA"
"30523","NA"
"30524","-0.00849036"
"30525","0.185866051"
"30526","0.318051965"
"30527","NA"
"30528","NA"
"30529","NA"
"30530","NA"
"30531","NA"
"30532","NA"
"30533","NA"
"30534","NA"
"30535","-0.019681756"
"30536","NA"
"30537","NA"
"30538","NA"
"30539","NA"
"30540","NA"
"30541","NA"
"30542","NA"
"30543","NA"
"30544","NA"
"30545","NA"
"30546","NA"
"30547","NA"
"30548","NA"
"30549","0.033490047"
"30550","0.011229949"
"30551","NA"
"30552","NA"
"30553","NA"
"30554","NA"
"30555","NA"
"30556","NA"
"30557","NA"
"30558","-0.036326119"
"30559","NA"
"30560","NA"
"30561","NA"
"30562","NA"
"30563","-0.027232829"
"30564","-0.057881308"
"30565","NA"
"30566","NA"
"30567","NA"
"30568","NA"
"30569","NA"
"30570","0.023983526"
"30571","-0.145531104"
"30572","NA"
"30573","NA"
"30574","NA"
"30575","-0.049477309"
"30576","NA"
"30577","NA"
"30578","NA"
"30579","NA"
"30580","-0.079743175"
"30581","NA"
"30582","NA"
"30583","NA"
"30584","-0.455919658"
"30585","NA"
"30586","NA"
"30587","NA"
"30588","NA"
"30589","NA"
"30590","NA"
"30591","NA"
"30592","-0.044854827"
"30593","NA"
"30594","-0.019722791"
"30595","0.004677317"
"30596","NA"
"30597","0.049355511"
"30598","NA"
"30599","-0.041316372"
"30600","0.108229291"
"30601","NA"
"30602","NA"
"30603","NA"
"30604","NA"
"30605","0.063464667"
"30606","NA"
"30607","NA"
"30608","0.00456691"
"30609","0.035202908"
"30610","NA"
"30611","NA"
"30612","NA"
"30613","NA"
"30614","NA"
"30615","NA"
"30616","NA"
"30617","-0.053580963"
"30618","NA"
"30619","NA"
"30620","NA"
"30621","-0.029403914"
"30622","0.03930839"
"30623","NA"
"30624","0.000644595"
"30625","NA"
"30626","NA"
"30627","NA"
"30628","NA"
"30629","NA"
"30630","NA"
"30631","NA"
"30632","NA"
"30633","NA"
"30634","NA"
"30635","NA"
"30636","-0.000999086"
"30637","NA"
"30638","NA"
"30639","NA"
"30640","NA"
"30641","NA"
"30642","NA"
"30643","NA"
"30644","NA"
"30645","NA"
"30646","NA"
"30647","NA"
"30648","NA"
"30649","0.027773653"
"30650","NA"
"30651","NA"
"30652","NA"
"30653","NA"
"30654","NA"
"30655","NA"
"30656","NA"
"30657","NA"
"30658","NA"
"30659","NA"
"30660","NA"
"30661","NA"
"30662","NA"
"30663","NA"
"30664","NA"
"30665","NA"
"30666","NA"
"30667","NA"
"30668","NA"
"30669","NA"
"30670","NA"
"30671","NA"
"30672","NA"
"30673","NA"
"30674","NA"
"30675","NA"
"30676","NA"
"30677","NA"
"30678","NA"
"30679","NA"
"30680","NA"
"30681","NA"
"30682","NA"
"30683","NA"
"30684","NA"
"30685","NA"
"30686","NA"
"30687","-0.020065352"
"30688","NA"
"30689","NA"
"30690","NA"
"30691","NA"
"30692","NA"
"30693","NA"
"30694","NA"
"30695","NA"
"30696","NA"
"30697","NA"
"30698","NA"
"30699","NA"
"30700","NA"
"30701","NA"
"30702","NA"
"30703","NA"
"30704","NA"
"30705","-0.028205845"
"30706","0.06975454"
"30707","NA"
"30708","-0.063530432"
"30709","NA"
"30710","NA"
"30711","NA"
"30712","NA"
"30713","NA"
"30714","NA"
"30715","NA"
"30716","NA"
"30717","NA"
"30718","NA"
"30719","0.118619128"
"30720","NA"
"30721","NA"
"30722","NA"
"30723","0.045353407"
"30724","NA"
"30725","NA"
"30726","NA"
"30727","0.053761872"
"30728","NA"
"30729","NA"
"30730","NA"
"30731","NA"
"30732","NA"
"30733","NA"
"30734","NA"
"30735","NA"
"30736","NA"
"30737","NA"
"30738","NA"
"30739","NA"
"30740","NA"
"30741","NA"
"30742","NA"
"30743","NA"
"30744","NA"
"30745","NA"
"30746","NA"
"30747","NA"
"30748","NA"
"30749","NA"
"30750","NA"
"30751","NA"
"30752","NA"
"30753","NA"
"30754","NA"
"30755","NA"
"30756","NA"
"30757","NA"
"30758","NA"
"30759","NA"
"30760","NA"
"30761","NA"
"30762","NA"
"30763","NA"
"30764","NA"
"30765","0.052393522"
"30766","NA"
"30767","-0.003723982"
"30768","0.001821715"
"30769","NA"
"30770","NA"
"30771","0.039571738"
"30772","NA"
"30773","NA"
"30774","0.083597516"
"30775","-0.293326477"
"30776","-0.00897674"
"30777","-0.005599304"
"30778","0.079092589"
"30779","0.003990182"
"30780","0.00721948"
"30781","-0.002128699"
"30782","NA"
"30783","NA"
"30784","NA"
"30785","NA"
"30786","NA"
"30787","-0.166603913"
"30788","NA"
"30789","NA"
"30790","-0.05028208"
"30791","NA"
"30792","NA"
"30793","NA"
"30794","-0.023411217"
"30795","-0.006350746"
"30796","NA"
"30797","-0.014222704"
"30798","-0.001461133"
"30799","NA"
"30800","NA"
"30801","NA"
"30802","NA"
"30803","NA"
"30804","NA"
"30805","NA"
"30806","NA"
"30807","NA"
"30808","NA"
"30809","-0.013693972"
"30810","NA"
"30811","-0.070027577"
"30812","NA"
"30813","NA"
"30814","NA"
"30815","NA"
"30816","NA"
"30817","NA"
"30818","0.106130413"
"30819","NA"
"30820","NA"
"30821","NA"
"30822","NA"
"30823","-0.001957725"
"30824","NA"
"30825","NA"
"30826","NA"
"30827","NA"
"30828","NA"
"30829","NA"
"30830","-2.067263278"
"30831","NA"
"30832","0.003022748"
"30833","NA"
"30834","NA"
"30835","NA"
"30836","0.000736024"
"30837","-0.003022498"
"30838","-0.000861633"
"30839","0.126302852"
"30840","NA"
"30841","0.021551937"
"30842","NA"
"30843","NA"
"30844","NA"
"30845","NA"
"30846","NA"
"30847","NA"
"30848","NA"
"30849","NA"
"30850","NA"
"30851","NA"
"30852","NA"
"30853","-0.000132691"
"30854","NA"
"30855","NA"
"30856","0.001039808"
"30857","0.00752704"
"30858","NA"
"30859","NA"
"30860","NA"
"30861","NA"
"30862","NA"
"30863","0.002559102"
"30864","NA"
"30865","NA"
"30866","NA"
"30867","NA"
"30868","0.035844256"
"30869","NA"
"30870","0.005918661"
"30871","0.093971435"
"30872","0.106983195"
"30873","-0.008753289"
"30874","0.013250609"
"30875","-0.002331072"
"30876","0.049769902"
"30877","-0.499012231"
"30878","-0.011098893"
"30879","NA"
"30880","0.335318849"
"30881","0.154307657"
"30882","0.007758906"
"30883","-0.004783775"
"30884","0.070260968"
"30885","0.030189295"
"30886","0.045036703"
"30887","0.021791787"
"30888","NA"
"30889","NA"
"30890","NA"
"30891","NA"
"30892","NA"
"30893","NA"
"30894","NA"
"30895","NA"
"30896","-0.011214525"
"30897","0.006705629"
"30898","0.008290454"
"30899","0.006453978"
"30900","-0.016538494"
"30901","NA"
"30902","NA"
"30903","NA"
"30904","NA"
"30905","NA"
"30906","NA"
"30907","NA"
"30908","NA"
"30909","NA"
"30910","NA"
"30911","NA"
"30912","NA"
"30913","NA"
"30914","NA"
"30915","NA"
"30916","NA"
"30917","NA"
"30918","NA"
"30919","0.257381284"
"30920","-0.041148771"
"30921","NA"
"30922","NA"
"30923","NA"
"30924","NA"
"30925","0.472253349"
"30926","0.004905699"
"30927","NA"
"30928","NA"
"30929","NA"
"30930","NA"
"30931","NA"
"30932","0.147149668"
"30933","NA"
"30934","NA"
"30935","NA"
"30936","0.024520147"
"30937","NA"
"30938","0.005691063"
"30939","-0.199036596"
"30940","NA"
"30941","NA"
"30942","NA"
"30943","-0.062140258"
"30944","NA"
"30945","NA"
"30946","NA"
"30947","NA"
"30948","-0.114952578"
"30949","NA"
"30950","-0.029094333"
"30951","NA"
"30952","NA"
"30953","NA"
"30954","NA"
"30955","NA"
"30956","NA"
"30957","NA"
"30958","1.532944454"
"30959","-0.018106685"
"30960","-0.04068158"
"30961","NA"
"30962","NA"
"30963","0.202701033"
"30964","-0.002893461"
"30965","0.054850694"
"30966","NA"
"30967","NA"
"30968","-0.174452823"
"30969","NA"
"30970","-0.430106945"
"30971","NA"
"30972","NA"
"30973","-0.007919219"
"30974","-0.016888346"
"30975","NA"
"30976","NA"
"30977","0.29542857"
"30978","NA"
"30979","NA"
"30980","-0.007036558"
"30981","NA"
"30982","-0.089438378"
"30983","NA"
"30984","0.004971071"
"30985","NA"
"30986","0.049580791"
"30987","-0.019896479"
"30988","-0.027371172"
"30989","-3.004288122"
"30990","-0.013411242"
"30991","NA"
"30992","NA"
"30993","NA"
"30994","NA"
"30995","NA"
"30996","NA"
"30997","NA"
"30998","NA"
"30999","NA"
"31000","NA"
"31001","0.019354224"
"31002","NA"
"31003","NA"
"31004","NA"
"31005","NA"
"31006","NA"
"31007","NA"
"31008","NA"
"31009","NA"
"31010","NA"
"31011","NA"
"31012","NA"
"31013","NA"
"31014","NA"
"31015","NA"
"31016","NA"
"31017","NA"
"31018","NA"
"31019","NA"
"31020","NA"
"31021","NA"
"31022","NA"
"31023","NA"
"31024","NA"
"31025","NA"
"31026","NA"
"31027","NA"
"31028","NA"
"31029","NA"
"31030","NA"
"31031","NA"
"31032","NA"
"31033","NA"
"31034","NA"
"31035","NA"
"31036","NA"
"31037","-0.046239097"
"31038","-0.374563233"
"31039","0.001333667"
"31040","0.030329661"
"31041","NA"
"31042","NA"
"31043","NA"
"31044","NA"
"31045","0.285454328"
"31046","NA"
"31047","0.158813769"
"31048","NA"
"31049","NA"
"31050","NA"
"31051","NA"
"31052","NA"
"31053","NA"
"31054","NA"
"31055","NA"
"31056","NA"
"31057","NA"
"31058","NA"
"31059","NA"
"31060","NA"
"31061","NA"
"31062","NA"
"31063","NA"
"31064","-0.00207992"
"31065","NA"
"31066","0.074266291"
"31067","NA"
"31068","NA"
"31069","NA"
"31070","NA"
"31071","NA"
"31072","NA"
"31073","NA"
"31074","NA"
"31075","NA"
"31076","NA"
"31077","NA"
"31078","NA"
"31079","NA"
"31080","NA"
"31081","NA"
"31082","0.048206896"
"31083","NA"
"31084","-0.006172859"
"31085","NA"
"31086","NA"
"31087","NA"
"31088","NA"
"31089","NA"
"31090","NA"
"31091","NA"
"31092","NA"
"31093","NA"
"31094","NA"
"31095","-0.054265039"
"31096","NA"
"31097","NA"
"31098","NA"
"31099","0.01082733"
"31100","NA"
"31101","-0.027452249"
"31102","NA"
"31103","NA"
"31104","NA"
"31105","NA"
"31106","NA"
"31107","NA"
"31108","-0.003840673"
"31109","-0.005919108"
"31110","NA"
"31111","NA"
"31112","0.003143022"
"31113","NA"
"31114","NA"
"31115","NA"
"31116","NA"
"31117","NA"
"31118","NA"
"31119","NA"
"31120","NA"
"31121","NA"
"31122","NA"
"31123","NA"
"31124","NA"
"31125","NA"
"31126","NA"
"31127","NA"
"31128","NA"
"31129","NA"
"31130","0.00261026"
"31131","NA"
"31132","NA"
"31133","NA"
"31134","NA"
"31135","-0.049229808"
"31136","NA"
"31137","0.076476159"
"31138","NA"
"31139","-0.114355239"
"31140","0.041484543"
"31141","NA"
"31142","NA"
"31143","NA"
"31144","NA"
"31145","NA"
"31146","NA"
"31147","NA"
"31148","NA"
"31149","NA"
"31150","NA"
"31151","-0.002532657"
"31152","NA"
"31153","NA"
"31154","NA"
"31155","NA"
"31156","NA"
"31157","NA"
"31158","NA"
"31159","NA"
"31160","NA"
"31161","NA"
"31162","NA"
"31163","-0.007795658"
"31164","NA"
"31165","NA"
"31166","0.231360985"
"31167","NA"
"31168","NA"
"31169","NA"
"31170","NA"
"31171","NA"
"31172","-0.001037001"
"31173","0.086746812"
"31174","NA"
"31175","NA"
"31176","0.109872921"
"31177","NA"
"31178","NA"
"31179","0.123800728"
"31180","NA"
"31181","NA"
"31182","-0.026196238"
"31183","0.053841921"
"31184","NA"
"31185","NA"
"31186","-0.00696676"
"31187","-0.202750352"
"31188","0.058566623"
"31189","NA"
"31190","NA"
"31191","NA"
"31192","NA"
"31193","NA"
"31194","NA"
"31195","NA"
"31196","NA"
"31197","NA"
"31198","NA"
"31199","NA"
"31200","NA"
"31201","NA"
"31202","NA"
"31203","NA"
"31204","NA"
"31205","NA"
"31206","NA"
"31207","NA"
"31208","NA"
"31209","NA"
"31210","NA"
"31211","NA"
"31212","NA"
"31213","NA"
"31214","NA"
"31215","NA"
"31216","NA"
"31217","NA"
"31218","NA"
"31219","-0.011352316"
"31220","-0.014073445"
"31221","NA"
"31222","NA"
"31223","NA"
"31224","NA"
"31225","-0.015759548"
"31226","NA"
"31227","NA"
"31228","NA"
"31229","NA"
"31230","NA"
"31231","NA"
"31232","NA"
"31233","NA"
"31234","NA"
"31235","NA"
"31236","NA"
"31237","NA"
"31238","NA"
"31239","NA"
"31240","-0.062167731"
"31241","0.00536681"
"31242","0.021949083"
"31243","-0.140154306"
"31244","NA"
"31245","NA"
"31246","-0.046579702"
"31247","NA"
"31248","-0.253616631"
"31249","-0.013798869"
"31250","NA"
"31251","0.010018184"
"31252","NA"
"31253","NA"
"31254","NA"
"31255","NA"
"31256","NA"
"31257","-0.051001053"
"31258","NA"
"31259","NA"
"31260","NA"
"31261","0.062624645"
"31262","NA"
"31263","NA"
"31264","NA"
"31265","NA"
"31266","NA"
"31267","-0.010154158"
"31268","NA"
"31269","NA"
"31270","NA"
"31271","NA"
"31272","NA"
"31273","NA"
"31274","NA"
"31275","NA"
"31276","NA"
"31277","NA"
"31278","NA"
"31279","NA"
"31280","NA"
"31281","0.004697829"
"31282","NA"
"31283","NA"
"31284","NA"
"31285","NA"
"31286","NA"
"31287","NA"
"31288","NA"
"31289","NA"
"31290","NA"
"31291","NA"
"31292","NA"
"31293","NA"
"31294","NA"
"31295","NA"
"31296","NA"
"31297","NA"
"31298","NA"
"31299","NA"
"31300","NA"
"31301","NA"
"31302","NA"
"31303","-0.010911932"
"31304","NA"
"31305","NA"
"31306","NA"
"31307","NA"
"31308","NA"
"31309","NA"
"31310","NA"
"31311","NA"
"31312","NA"
"31313","NA"
"31314","NA"
"31315","NA"
"31316","NA"
"31317","NA"
"31318","NA"
"31319","NA"
"31320","NA"
"31321","NA"
"31322","NA"
"31323","NA"
"31324","NA"
"31325","NA"
"31326","-0.006653006"
"31327","NA"
"31328","NA"
"31329","NA"
"31330","NA"
"31331","NA"
"31332","NA"
"31333","NA"
"31334","NA"
"31335","NA"
"31336","NA"
"31337","NA"
"31338","-0.031522486"
"31339","NA"
"31340","NA"
"31341","NA"
"31342","NA"
"31343","NA"
"31344","NA"
"31345","NA"
"31346","NA"
"31347","NA"
"31348","NA"
"31349","NA"
"31350","NA"
"31351","NA"
"31352","NA"
"31353","NA"
"31354","NA"
"31355","NA"
"31356","NA"
"31357","NA"
"31358","-0.048024696"
