"","x"
"28322","NA"
"28323","NA"
"28324","NA"
"28325","NA"
"28326","NA"
"28327","NA"
"28328","NA"
"28329","NA"
"28330","NA"
"28331","NA"
"28332","NA"
"28333","NA"
"28334","-0.002499871"
"28335","NA"
"28336","NA"
"28337","NA"
"28338","NA"
"28339","NA"
"28340","NA"
"28341","NA"
"28342","NA"
"28343","NA"
"28344","NA"
"28345","NA"
"28346","NA"
"28347","NA"
"28348","0.002399937"
"28349","NA"
"28350","0.009954972"
"28351","NA"
"28352","NA"
"28353","NA"
"28354","NA"
"28355","NA"
"28356","NA"
"28357","NA"
"28358","NA"
"28359","NA"
"28360","NA"
"28361","NA"
"28362","NA"
"28363","NA"
"28364","NA"
"28365","NA"
"28366","-0.015940158"
"28367","NA"
"28368","NA"
"28369","NA"
"28370","NA"
"28371","NA"
"28372","NA"
"28373","NA"
"28374","NA"
"28375","NA"
"28376","NA"
"28377","NA"
"28378","NA"
"28379","0.034232476"
"28380","NA"
"28381","NA"
"28382","0.044766794"
"28383","-0.007747585"
"28384","NA"
"28385","NA"
"28386","NA"
"28387","NA"
"28388","NA"
"28389","NA"
"28390","NA"
"28391","NA"
"28392","NA"
"28393","NA"
"28394","-0.00172294"
"28395","NA"
"28396","NA"
"28397","NA"
"28398","NA"
"28399","NA"
"28400","NA"
"28401","NA"
"28402","NA"
"28403","NA"
"28404","NA"
"28405","NA"
"28406","NA"
"28407","NA"
"28408","NA"
"28409","NA"
"28410","-0.019165813"
"28411","-0.019988078"
"28412","3.165038462"
"28413","0.106440833"
"28414","-0.033711057"
"28415","0.162298641"
"28416","-0.046655692"
"28417","-0.140581951"
"28418","-0.003384664"
"28419","0.148779136"
"28420","-0.008403411"
"28421","0.016161968"
"28422","-0.050430854"
"28423","-0.002958582"
"28424","-0.020101179"
"28425","-0.009535456"
"28426","0.111544081"
"28427","-0.213450422"
"28428","-0.014111713"
"28429","0.136922376"
"28430","-0.131878044"
"28431","-0.097395686"
"28432","0.010362787"
"28433","-0.114410351"
"28434","0.049007579"
"28435","0.263366018"
"28436","-0.504292703"
"28437","-0.058431083"
"28438","0.10624508"
"28439","-0.217795945"
"28440","0.384142339"
"28441","0.088553397"
"28442","0.018271766"
"28443","-0.186390738"
"28444","-0.136783428"
"28445","-0.277894066"
"28446","0.279196871"
"28447","-0.052922401"
"28448","0.055110363"
"28449","-0.559615788"
"28450","0.037387532"
"28451","0.149143158"
"28452","-0.008583744"
"28453","0.095881772"
"28454","-0.007246409"
"28455","-0.025833519"
"28456","-0.004896054"
"28457","-0.036868407"
"28458","NA"
"28459","NA"
"28460","NA"
"28461","0.10151076"
"28462","NA"
"28463","0.002438431"
"28464","-0.250134292"
"28465","NA"
"28466","0.057799568"
"28467","NA"
"28468","NA"
"28469","NA"
"28470","0.015431135"
"28471","NA"
"28472","NA"
"28473","NA"
"28474","NA"
"28475","NA"
"28476","NA"
"28477","NA"
"28478","NA"
"28479","NA"
"28480","NA"
"28481","NA"
"28482","NA"
"28483","NA"
"28484","NA"
"28485","NA"
"28486","NA"
"28487","NA"
"28488","NA"
"28489","NA"
"28490","NA"
"28491","NA"
"28492","NA"
"28493","-0.012981995"
"28494","-0.042275876"
"28495","NA"
"28496","NA"
"28497","0.006300421"
"28498","0.006125891"
"28499","NA"
"28500","NA"
"28501","-0.013227999"
"28502","NA"
"28503","-0.032917904"
"28504","NA"
"28505","0.004335237"
"28506","0.060796077"
"28507","0.023388219"
"28508","NA"
"28509","-0.006926495"
"28510","-0.007234216"
"28511","NA"
"28512","NA"
"28513","-0.000246585"
"28514","-0.076576419"
"28515","NA"
"28516","NA"
"28517","-0.295301268"
"28518","NA"
"28519","NA"
"28520","NA"
"28521","0.017415975"
"28522","NA"
"28523","NA"
"28524","NA"
"28525","NA"
"28526","0.293249246"
"28527","NA"
"28528","NA"
"28529","NA"
"28530","NA"
"28531","NA"
"28532","NA"
"28533","-0.06443612"
"28534","NA"
"28535","NA"
"28536","NA"
"28537","-0.02710122"
"28538","-0.114167671"
"28539","NA"
"28540","NA"
"28541","NA"
"28542","NA"
"28543","NA"
"28544","NA"
"28545","-0.036111983"
"28546","-0.01035398"
"28547","-0.002275936"
"28548","NA"
"28549","NA"
"28550","NA"
"28551","-0.031282721"
"28552","NA"
"28553","NA"
"28554","NA"
"28555","0.309096182"
"28556","NA"
"28557","NA"
"28558","NA"
"28559","-0.106472702"
"28560","NA"
"28561","NA"
"28562","NA"
"28563","NA"
"28564","NA"
"28565","NA"
"28566","NA"
"28567","NA"
"28568","NA"
"28569","NA"
"28570","NA"
"28571","NA"
"28572","NA"
"28573","NA"
"28574","NA"
"28575","NA"
"28576","NA"
"28577","NA"
"28578","NA"
"28579","NA"
"28580","NA"
"28581","NA"
"28582","NA"
"28583","NA"
"28584","NA"
"28585","NA"
"28586","NA"
"28587","NA"
"28588","NA"
"28589","NA"
"28590","NA"
"28591","NA"
"28592","NA"
"28593","NA"
"28594","NA"
"28595","NA"
"28596","NA"
"28597","NA"
"28598","NA"
"28599","NA"
"28600","NA"
"28601","NA"
"28602","NA"
"28603","NA"
"28604","NA"
"28605","NA"
"28606","NA"
"28607","NA"
"28608","NA"
"28609","NA"
"28610","NA"
"28611","NA"
"28612","NA"
"28613","NA"
"28614","NA"
"28615","NA"
"28616","NA"
"28617","NA"
"28618","NA"
"28619","NA"
"28620","NA"
"28621","NA"
"28622","NA"
"28623","NA"
"28624","NA"
"28625","NA"
"28626","NA"
"28627","NA"
"28628","NA"
"28629","NA"
"28630","NA"
"28631","NA"
"28632","-0.001473793"
"28633","NA"
"28634","0.120484954"
"28635","NA"
"28636","NA"
"28637","NA"
"28638","NA"
"28639","NA"
"28640","NA"
"28641","NA"
"28642","NA"
"28643","0.453179944"
"28644","NA"
"28645","NA"
"28646","NA"
"28647","NA"
"28648","0.143697006"
"28649","-0.000480402"
"28650","NA"
"28651","NA"
"28652","-0.041949499"
"28653","NA"
"28654","0.030587652"
"28655","-0.0190529"
"28656","NA"
"28657","-0.036705383"
"28658","-0.017901477"
"28659","0.010715661"
"28660","NA"
"28661","0.037402621"
"28662","-0.033468995"
"28663","-0.025908675"
"28664","NA"
"28665","NA"
"28666","NA"
"28667","NA"
"28668","NA"
"28669","NA"
"28670","NA"
"28671","NA"
"28672","NA"
"28673","NA"
"28674","-0.006503858"
"28675","NA"
"28676","NA"
"28677","NA"
"28678","-0.000160822"
"28679","NA"
"28680","NA"
"28681","0.006608554"
"28682","NA"
"28683","NA"
"28684","NA"
"28685","-0.029566299"
"28686","-0.266581333"
"28687","-0.049609043"
"28688","0.04483463"
"28689","NA"
"28690","NA"
"28691","-0.012207885"
"28692","NA"
"28693","-0.079428275"
"28694","NA"
"28695","NA"
"28696","NA"
"28697","NA"
"28698","NA"
"28699","NA"
"28700","NA"
"28701","NA"
"28702","NA"
"28703","NA"
"28704","0.079598134"
"28705","NA"
"28706","NA"
"28707","NA"
"28708","NA"
"28709","NA"
"28710","NA"
"28711","NA"
"28712","NA"
"28713","NA"
"28714","NA"
"28715","NA"
"28716","NA"
"28717","NA"
"28718","-0.021474145"
"28719","0.016962993"
"28720","NA"
"28721","NA"
"28722","NA"
"28723","NA"
"28724","NA"
"28725","NA"
"28726","NA"
"28727","NA"
"28728","NA"
"28729","NA"
"28730","-0.042971643"
"28731","-0.21300978"
"28732","0.027725149"
"28733","-2.591924368"
"28734","NA"
"28735","NA"
"28736","NA"
"28737","NA"
"28738","NA"
"28739","NA"
"28740","NA"
"28741","0.014946789"
"28742","NA"
"28743","0.047845775"
"28744","0.062656643"
"28745","NA"
"28746","NA"
"28747","NA"
"28748","NA"
"28749","NA"
"28750","NA"
"28751","NA"
"28752","NA"
"28753","NA"
"28754","NA"
"28755","NA"
"28756","NA"
"28757","NA"
"28758","NA"
"28759","-0.011981967"
"28760","NA"
"28761","NA"
"28762","0.036517431"
"28763","NA"
"28764","NA"
"28765","NA"
"28766","NA"
"28767","NA"
"28768","0.056226193"
"28769","NA"
"28770","NA"
"28771","-0.004219721"
"28772","NA"
"28773","NA"
"28774","NA"
"28775","NA"
"28776","-0.0257593"
"28777","NA"
"28778","NA"
"28779","NA"
"28780","NA"
"28781","-0.056423802"
"28782","NA"
"28783","-0.004722651"
"28784","0.022093437"
"28785","NA"
"28786","NA"
"28787","NA"
"28788","NA"
"28789","NA"
"28790","NA"
"28791","NA"
"28792","NA"
"28793","NA"
"28794","NA"
"28795","NA"
"28796","NA"
"28797","-0.069549474"
"28798","0.003485393"
"28799","-0.013907331"
"28800","-0.020741127"
"28801","NA"
"28802","NA"
"28803","0.035968678"
"28804","0.07435101"
"28805","-0.027620979"
"28806","-0.019447602"
"28807","-0.144490761"
"28808","-0.016598051"
"28809","-0.025774651"
"28810","-0.034920849"
"28811","0.034079631"
"28812","-0.273418063"
"28813","-0.01709534"
"28814","-0.006556102"
"28815","NA"
"28816","0.209367215"
"28817","NA"
"28818","NA"
"28819","NA"
"28820","NA"
"28821","NA"
"28822","NA"
"28823","NA"
"28824","NA"
"28825","NA"
"28826","NA"
"28827","NA"
"28828","NA"
"28829","NA"
"28830","NA"
"28831","NA"
"28832","-0.000606151"
"28833","0.00316149"
"28834","-0.011036414"
"28835","0.08863709"
"28836","NA"
"28837","NA"
"28838","-0.192987833"
"28839","NA"
"28840","NA"
"28841","NA"
"28842","NA"
"28843","0.002679022"
"28844","NA"
"28845","NA"
"28846","NA"
"28847","NA"
"28848","NA"
"28849","NA"
"28850","0.143971618"
"28851","-0.002147807"
"28852","0.158995017"
"28853","-0.003561349"
"28854","NA"
"28855","NA"
"28856","0.332220109"
"28857","0.004337278"
"28858","3.835205796"
"28859","NA"
"28860","NA"
"28861","-0.00582041"
"28862","NA"
"28863","NA"
"28864","NA"
"28865","NA"
"28866","NA"
"28867","0.002804603"
"28868","NA"
"28869","NA"
"28870","NA"
"28871","NA"
"28872","0.048658247"
"28873","NA"
"28874","NA"
"28875","NA"
"28876","NA"
"28877","NA"
"28878","NA"
"28879","NA"
"28880","NA"
"28881","NA"
"28882","NA"
"28883","0.067202419"
"28884","-0.18087418"
"28885","0.262851702"
"28886","NA"
"28887","NA"
"28888","NA"
"28889","NA"
"28890","NA"
"28891","NA"
"28892","NA"
"28893","NA"
"28894","NA"
"28895","NA"
"28896","NA"
"28897","NA"
"28898","NA"
"28899","-0.010556488"
"28900","-0.007020335"
"28901","0.014701106"
"28902","0.015641409"
"28903","NA"
"28904","NA"
"28905","NA"
"28906","NA"
"28907","NA"
"28908","NA"
"28909","NA"
"28910","0.007332723"
"28911","NA"
"28912","0.039116656"
"28913","NA"
"28914","-0.000172709"
"28915","-0.003613373"
"28916","NA"
"28917","NA"
"28918","NA"
"28919","NA"
"28920","NA"
"28921","NA"
"28922","NA"
"28923","NA"
"28924","0.255563047"
"28925","-0.256073451"
"28926","NA"
"28927","NA"
"28928","NA"
"28929","NA"
"28930","NA"
"28931","NA"
"28932","NA"
"28933","NA"
"28934","NA"
"28935","NA"
"28936","NA"
"28937","NA"
"28938","NA"
"28939","NA"
"28940","NA"
"28941","NA"
"28942","NA"
"28943","NA"
"28944","NA"
"28945","NA"
"28946","NA"
"28947","NA"
"28948","0.034561122"
"28949","NA"
"28950","NA"
"28951","-0.050292456"
"28952","NA"
"28953","NA"
"28954","-0.000617932"
"28955","NA"
"28956","0.049537015"
"28957","NA"
"28958","NA"
"28959","-0.045922373"
"28960","NA"
"28961","NA"
"28962","NA"
"28963","NA"
"28964","NA"
"28965","-0.018312593"
"28966","-0.010099852"
"28967","NA"
"28968","0.65291597"
"28969","NA"
"28970","NA"
"28971","NA"
"28972","NA"
"28973","NA"
"28974","NA"
"28975","NA"
"28976","NA"
"28977","-0.019731963"
"28978","NA"
"28979","NA"
"28980","NA"
"28981","NA"
"28982","NA"
"28983","-0.754528742"
"28984","NA"
"28985","-0.007943482"
"28986","0.004083985"
"28987","-0.005580582"
"28988","0.129228864"
"28989","NA"
"28990","-0.05055267"
"28991","NA"
"28992","NA"
"28993","NA"
"28994","-0.333182077"
"28995","NA"
"28996","-0.354523327"
"28997","NA"
"28998","NA"
"28999","0.044208286"
"29000","-0.009967168"
"29001","NA"
"29002","NA"
"29003","-0.006389959"
"29004","NA"
"29005","NA"
"29006","NA"
"29007","NA"
"29008","0.031775695"
"29009","NA"
"29010","NA"
"29011","NA"
"29012","NA"
"29013","NA"
"29014","NA"
"29015","NA"
"29016","NA"
"29017","NA"
"29018","NA"
"29019","NA"
"29020","NA"
"29021","NA"
"29022","-0.007944841"
"29023","NA"
"29024","NA"
"29025","-0.490784873"
"29026","0.050259876"
"29027","-0.311667537"
"29028","NA"
"29029","NA"
"29030","NA"
"29031","NA"
"29032","NA"
"29033","NA"
"29034","NA"
"29035","NA"
"29036","NA"
"29037","NA"
"29038","NA"
"29039","NA"
"29040","NA"
"29041","NA"
"29042","NA"
"29043","NA"
"29044","NA"
"29045","NA"
"29046","NA"
"29047","NA"
"29048","NA"
"29049","NA"
"29050","NA"
"29051","NA"
"29052","NA"
"29053","NA"
"29054","NA"
"29055","NA"
"29056","NA"
"29057","NA"
"29058","NA"
"29059","NA"
"29060","NA"
"29061","NA"
"29062","0.1495456"
"29063","NA"
"29064","0.013844893"
"29065","NA"
"29066","NA"
"29067","NA"
"29068","NA"
"29069","-0.013727857"
"29070","0.038527183"
"29071","-3.653554791"
"29072","-0.015953115"
"29073","-0.009876288"
"29074","0.159914385"
"29075","-0.011928571"
"29076","0.235797237"
"29077","NA"
"29078","NA"
"29079","NA"
"29080","NA"
"29081","NA"
"29082","NA"
"29083","NA"
"29084","NA"
"29085","NA"
"29086","NA"
"29087","NA"
"29088","NA"
"29089","NA"
"29090","NA"
"29091","NA"
"29092","NA"
"29093","NA"
"29094","NA"
"29095","NA"
"29096","NA"
"29097","NA"
"29098","NA"
"29099","NA"
"29100","NA"
"29101","NA"
"29102","NA"
"29103","NA"
"29104","NA"
"29105","NA"
"29106","NA"
"29107","NA"
"29108","NA"
"29109","NA"
"29110","NA"
"29111","NA"
"29112","NA"
"29113","NA"
"29114","NA"
"29115","NA"
"29116","NA"
"29117","NA"
"29118","NA"
"29119","NA"
"29120","-0.007177518"
"29121","0.039999578"
"29122","-0.003919707"
"29123","NA"
"29124","-0.030428025"
"29125","NA"
"29126","NA"
"29127","-0.000225735"
"29128","NA"
"29129","NA"
"29130","NA"
"29131","NA"
"29132","NA"
"29133","NA"
"29134","NA"
"29135","NA"
"29136","NA"
"29137","-0.003451074"
"29138","NA"
"29139","NA"
"29140","NA"
"29141","NA"
"29142","NA"
"29143","NA"
"29144","NA"
"29145","NA"
"29146","NA"
"29147","NA"
"29148","NA"
"29149","NA"
"29150","NA"
"29151","NA"
"29152","NA"
"29153","NA"
"29154","NA"
"29155","NA"
"29156","NA"
"29157","NA"
"29158","NA"
"29159","NA"
"29160","NA"
"29161","NA"
"29162","NA"
"29163","NA"
"29164","0.017362615"
"29165","NA"
"29166","NA"
"29167","NA"
"29168","NA"
"29169","NA"
"29170","0.000685763"
"29171","NA"
"29172","NA"
"29173","NA"
"29174","NA"
"29175","NA"
"29176","NA"
"29177","NA"
"29178","NA"
"29179","NA"
"29180","NA"
"29181","NA"
"29182","NA"
"29183","0.026960352"
"29184","NA"
"29185","NA"
"29186","NA"
"29187","NA"
"29188","-0.114650651"
"29189","NA"
"29190","NA"
"29191","NA"
"29192","NA"
"29193","NA"
"29194","NA"
"29195","NA"
"29196","NA"
"29197","NA"
"29198","NA"
"29199","NA"
"29200","NA"
"29201","NA"
"29202","NA"
"29203","NA"
"29204","NA"
"29205","NA"
"29206","NA"
"29207","NA"
"29208","NA"
"29209","NA"
"29210","NA"
"29211","NA"
"29212","NA"
"29213","NA"
"29214","NA"
"29215","NA"
"29216","NA"
"29217","NA"
"29218","NA"
"29219","NA"
"29220","NA"
"29221","NA"
"29222","NA"
"29223","NA"
"29224","NA"
"29225","NA"
"29226","NA"
"29227","NA"
"29228","NA"
"29229","NA"
"29230","NA"
"29231","NA"
"29232","NA"
"29233","NA"
"29234","NA"
"29235","NA"
"29236","NA"
"29237","NA"
"29238","NA"
"29239","NA"
"29240","NA"
"29241","NA"
"29242","NA"
"29243","NA"
"29244","-0.194146627"
"29245","NA"
"29246","NA"
"29247","NA"
"29248","NA"
"29249","NA"
"29250","NA"
"29251","NA"
"29252","NA"
"29253","-0.011150982"
"29254","NA"
"29255","NA"
"29256","NA"
"29257","NA"
"29258","NA"
"29259","NA"
"29260","NA"
"29261","NA"
"29262","NA"
"29263","NA"
"29264","NA"
"29265","NA"
"29266","NA"
"29267","NA"
"29268","-0.001631675"
"29269","NA"
"29270","NA"
"29271","NA"
"29272","-0.051039136"
"29273","NA"
"29274","NA"
"29275","NA"
"29276","NA"
"29277","NA"
"29278","NA"
"29279","NA"
"29280","NA"
"29281","NA"
"29282","NA"
"29283","NA"
"29284","NA"
"29285","NA"
"29286","NA"
"29287","NA"
"29288","NA"
"29289","NA"
"29290","NA"
"29291","NA"
"29292","NA"
"29293","NA"
"29294","NA"
"29295","NA"
"29296","NA"
"29297","NA"
"29298","NA"
"29299","-0.014136167"
"29300","NA"
"29301","NA"
"29302","NA"
"29303","NA"
"29304","NA"
"29305","-0.062034856"
"29306","NA"
"29307","NA"
"29308","NA"
"29309","NA"
"29310","NA"
"29311","NA"
"29312","NA"
"29313","NA"
"29314","NA"
"29315","NA"
"29316","NA"
"29317","NA"
"29318","NA"
"29319","NA"
"29320","NA"
"29321","NA"
"29322","NA"
"29323","NA"
"29324","NA"
"29325","NA"
"29326","NA"
"29327","NA"
"29328","NA"
"29329","NA"
"29330","NA"
"29331","NA"
"29332","NA"
"29333","-0.006161204"
"29334","NA"
"29335","NA"
"29336","NA"
"29337","NA"
"29338","NA"
"29339","NA"
"29340","NA"
"29341","NA"
"29342","NA"
"29343","NA"
"29344","NA"
"29345","NA"
"29346","NA"
"29347","NA"
"29348","NA"
"29349","NA"
"29350","NA"
"29351","NA"
"29352","0.009563199"
"29353","NA"
"29354","NA"
"29355","NA"
"29356","NA"
"29357","NA"
"29358","NA"
"29359","NA"
"29360","NA"
"29361","NA"
"29362","NA"
"29363","NA"
"29364","NA"
"29365","NA"
"29366","NA"
"29367","NA"
"29368","NA"
"29369","NA"
"29370","NA"
"29371","NA"
"29372","NA"
"29373","NA"
"29374","NA"
"29375","NA"
"29376","NA"
"29377","NA"
"29378","NA"
"29379","NA"
"29380","NA"
"29381","NA"
"29382","NA"
"29383","0.012669399"
"29384","NA"
"29385","0.231367142"
"29386","0.547017065"
"29387","NA"
"29388","NA"
"29389","NA"
"29390","NA"
"29391","NA"
"29392","NA"
"29393","NA"
"29394","NA"
"29395","NA"
"29396","NA"
"29397","NA"
"29398","NA"
"29399","NA"
"29400","NA"
"29401","NA"
"29402","NA"
"29403","NA"
"29404","-0.081626527"
"29405","NA"
"29406","NA"
"29407","NA"
"29408","NA"
"29409","NA"
"29410","NA"
"29411","NA"
"29412","NA"
"29413","NA"
"29414","NA"
"29415","NA"
"29416","NA"
"29417","NA"
"29418","NA"
"29419","NA"
"29420","NA"
"29421","NA"
"29422","NA"
"29423","NA"
"29424","NA"
"29425","NA"
"29426","NA"
"29427","NA"
"29428","NA"
"29429","NA"
"29430","NA"
"29431","NA"
"29432","NA"
"29433","NA"
"29434","NA"
"29435","NA"
"29436","NA"
"29437","NA"
"29438","NA"
"29439","NA"
"29440","NA"
"29441","NA"
"29442","NA"
"29443","NA"
"29444","NA"
"29445","NA"
"29446","NA"
"29447","NA"
"29448","NA"
"29449","NA"
"29450","NA"
"29451","NA"
"29452","NA"
"29453","NA"
"29454","NA"
"29455","NA"
"29456","NA"
"29457","-0.041444173"
"29458","NA"
"29459","NA"
"29460","NA"
"29461","NA"
"29462","NA"
"29463","0.141010428"
"29464","NA"
"29465","NA"
"29466","NA"
"29467","NA"
"29468","NA"
"29469","NA"
"29470","NA"
"29471","NA"
"29472","NA"
"29473","NA"
"29474","NA"
"29475","NA"
"29476","NA"
"29477","NA"
"29478","NA"
"29479","NA"
"29480","NA"
"29481","NA"
"29482","NA"
"29483","-0.022550035"
"29484","NA"
"29485","NA"
"29486","NA"
"29487","NA"
"29488","NA"
"29489","NA"
"29490","NA"
"29491","NA"
"29492","NA"
"29493","NA"
"29494","NA"
"29495","NA"
"29496","NA"
"29497","NA"
"29498","NA"
"29499","NA"
"29500","NA"
"29501","NA"
"29502","NA"
"29503","NA"
"29504","NA"
"29505","NA"
"29506","NA"
"29507","NA"
"29508","NA"
"29509","NA"
"29510","NA"
"29511","NA"
"29512","NA"
"29513","NA"
"29514","NA"
"29515","NA"
"29516","NA"
"29517","NA"
"29518","NA"
"29519","NA"
"29520","-0.086091956"
"29521","NA"
"29522","NA"
"29523","-0.018049507"
"29524","NA"
"29525","NA"
"29526","NA"
"29527","NA"
"29528","NA"
"29529","NA"
"29530","NA"
"29531","-0.04159545"
"29532","NA"
"29533","NA"
"29534","NA"
"29535","0.014217358"
"29536","NA"
"29537","NA"
"29538","NA"
"29539","NA"
"29540","NA"
"29541","NA"
"29542","NA"
"29543","NA"
"29544","NA"
"29545","NA"
"29546","NA"
"29547","NA"
"29548","NA"
"29549","NA"
"29550","NA"
"29551","NA"
"29552","NA"
"29553","0.089853035"
"29554","NA"
"29555","NA"
"29556","NA"
"29557","0.003129207"
"29558","NA"
"29559","NA"
"29560","NA"
"29561","NA"
"29562","NA"
"29563","NA"
"29564","NA"
"29565","NA"
"29566","NA"
"29567","NA"
"29568","NA"
"29569","NA"
"29570","NA"
"29571","NA"
"29572","NA"
"29573","NA"
"29574","NA"
"29575","NA"
"29576","NA"
"29577","NA"
"29578","NA"
"29579","NA"
"29580","NA"
"29581","NA"
"29582","NA"
"29583","NA"
"29584","NA"
"29585","NA"
"29586","NA"
"29587","0.057411771"
"29588","NA"
"29589","-0.008647073"
"29590","NA"
"29591","NA"
"29592","NA"
"29593","NA"
"29594","NA"
"29595","NA"
"29596","NA"
"29597","NA"
"29598","NA"
"29599","NA"
"29600","NA"
"29601","NA"
"29602","NA"
"29603","NA"
"29604","NA"
"29605","NA"
"29606","NA"
"29607","NA"
"29608","NA"
"29609","NA"
"29610","NA"
"29611","NA"
"29612","NA"
"29613","NA"
"29614","NA"
"29615","NA"
"29616","NA"
"29617","NA"
"29618","-0.004649396"
"29619","-0.023161576"
"29620","NA"
"29621","0.002041385"
"29622","NA"
"29623","NA"
"29624","NA"
"29625","NA"
"29626","NA"
"29627","NA"
"29628","NA"
"29629","NA"
"29630","NA"
"29631","NA"
"29632","NA"
"29633","NA"
"29634","NA"
"29635","NA"
"29636","NA"
"29637","NA"
"29638","NA"
"29639","NA"
"29640","NA"
"29641","NA"
"29642","NA"
"29643","NA"
"29644","0.06948378"
"29645","NA"
"29646","-0.012432994"
"29647","0.052147431"
"29648","NA"
"29649","NA"
"29650","NA"
"29651","NA"
"29652","NA"
"29653","NA"
"29654","-0.016319993"
"29655","NA"
"29656","NA"
"29657","NA"
"29658","NA"
"29659","NA"
"29660","NA"
"29661","NA"
"29662","NA"
"29663","NA"
"29664","NA"
"29665","NA"
"29666","NA"
"29667","NA"
"29668","NA"
"29669","NA"
"29670","NA"
"29671","NA"
"29672","NA"
"29673","-0.381134346"
"29674","0.035832985"
"29675","-0.01560715"
"29676","NA"
"29677","NA"
"29678","NA"
"29679","NA"
"29680","NA"
"29681","NA"
"29682","NA"
"29683","NA"
"29684","NA"
"29685","NA"
"29686","NA"
"29687","NA"
"29688","NA"
"29689","NA"
"29690","NA"
"29691","NA"
"29692","NA"
"29693","NA"
"29694","NA"
"29695","NA"
"29696","NA"
"29697","NA"
"29698","NA"
"29699","NA"
"29700","NA"
"29701","NA"
"29702","NA"
"29703","0.010049711"
"29704","NA"
"29705","NA"
"29706","NA"
"29707","NA"
"29708","NA"
"29709","NA"
"29710","NA"
"29711","NA"
"29712","NA"
"29713","NA"
"29714","NA"
"29715","NA"
"29716","NA"
"29717","NA"
"29718","NA"
"29719","NA"
"29720","NA"
"29721","NA"
"29722","NA"
"29723","NA"
"29724","NA"
"29725","NA"
"29726","NA"
"29727","NA"
"29728","NA"
"29729","NA"
"29730","NA"
"29731","NA"
"29732","NA"
"29733","NA"
"29734","NA"
"29735","NA"
"29736","NA"
"29737","NA"
"29738","NA"
"29739","NA"
"29740","NA"
"29741","NA"
"29742","NA"
"29743","NA"
"29744","NA"
"29745","NA"
"29746","NA"
"29747","NA"
"29748","NA"
"29749","NA"
"29750","NA"
"29751","-0.002003582"
"29752","-0.016923056"
"29753","0.104549176"
"29754","NA"
"29755","NA"
"29756","NA"
"29757","NA"
"29758","NA"
"29759","NA"
"29760","NA"
"29761","NA"
"29762","NA"
"29763","NA"
"29764","NA"
"29765","NA"
"29766","NA"
"29767","NA"
"29768","NA"
"29769","NA"
"29770","NA"
"29771","NA"
"29772","NA"
"29773","NA"
"29774","NA"
"29775","NA"
"29776","NA"
"29777","NA"
"29778","NA"
"29779","NA"
"29780","NA"
"29781","-0.068577675"
"29782","NA"
"29783","NA"
"29784","NA"
"29785","NA"
"29786","NA"
"29787","NA"
"29788","NA"
"29789","NA"
"29790","NA"
"29791","NA"
"29792","NA"
"29793","NA"
"29794","NA"
"29795","NA"
"29796","NA"
"29797","NA"
"29798","NA"
"29799","NA"
"29800","NA"
"29801","NA"
"29802","NA"
"29803","NA"
"29804","NA"
"29805","NA"
"29806","NA"
"29807","NA"
"29808","NA"
"29809","NA"
"29810","NA"
"29811","NA"
"29812","NA"
"29813","NA"
"29814","NA"
"29815","NA"
"29816","NA"
"29817","NA"
"29818","NA"
"29819","NA"
"29820","NA"
"29821","NA"
"29822","NA"
"29823","NA"
"29824","0.045206373"
"29825","NA"
"29826","NA"
"29827","NA"
"29828","NA"
"29829","NA"
"29830","NA"
"29831","NA"
"29832","NA"
"29833","-0.090676967"
"29834","NA"
"29835","NA"
"29836","NA"
"29837","NA"
"29838","NA"
"29839","-0.011454928"
"29840","-0.457393385"
"29841","NA"
"29842","NA"
"29843","NA"
"29844","0.149842749"
"29845","0.006601395"
"29846","NA"
"29847","-0.101326347"
"29848","0.018688564"
"29849","0.065037533"
"29850","NA"
"29851","NA"
"29852","NA"
"29853","NA"
"29854","0.005924524"
"29855","NA"
"29856","NA"
"29857","NA"
"29858","NA"
"29859","0.025132256"
"29860","-0.016647928"
"29861","NA"
"29862","0.001231103"
"29863","NA"
"29864","NA"
"29865","NA"
"29866","-0.031937078"
"29867","NA"
"29868","NA"
"29869","-0.000432432"
"29870","-0.002726112"
"29871","-0.012427645"
"29872","-0.001446061"
"29873","-0.005602186"
"29874","0.009771813"
"29875","-0.003469438"
"29876","NA"
"29877","0.009629573"
"29878","NA"
"29879","-0.018172233"
"29880","NA"
"29881","NA"
"29882","NA"
"29883","-0.01022966"
"29884","0.00552428"
"29885","NA"
"29886","0.0557849"
"29887","-0.036728179"
"29888","-0.077625556"
"29889","0.164048155"
"29890","-0.028404426"
"29891","0.168526009"
"29892","-0.016092708"
"29893","0.126652036"
"29894","0.049411441"
"29895","0.000158594"
"29896","NA"
"29897","NA"
"29898","NA"
"29899","NA"
"29900","NA"
"29901","NA"
"29902","NA"
"29903","NA"
"29904","NA"
"29905","NA"
"29906","0.011400829"
"29907","-0.016713543"
"29908","-0.002385608"
"29909","-0.029906937"
"29910","NA"
"29911","NA"
"29912","0.042346084"
"29913","NA"
"29914","NA"
"29915","NA"
"29916","NA"
"29917","-0.009024128"
"29918","0.063016582"
"29919","0.06207332"
"29920","NA"
"29921","NA"
"29922","NA"
"29923","NA"
"29924","-0.004680762"
"29925","NA"
"29926","NA"
"29927","NA"
"29928","NA"
"29929","NA"
"29930","0.036712473"
"29931","NA"
"29932","NA"
"29933","NA"
"29934","NA"
"29935","-0.013818794"
