"Gene","RELB"
"LOC202181",-0.273323943
"LOC204010",0.040806811
"LOC253981",-0.166863323
"LOC283152",0.074025552
"LOC283537",-0.17505083
"LOC283666",0.046657646
"LOC284371",-0.195644858
"LOC285016",-0.053180127
"LOC285074",-0.758463053
"LOC285813",0.702574797
"LOC338328",-0.914751355
"LOC339229",-0.454841257
"LOC339344",0.205693179
"LOC342900",0.366309859
"LOC344167",-0.148886171
"LOC375449",1.215927425
"LOC401233",-0.055062905
"LOC404266",0.049435895
"LOC440104",0.126692906
"LOC441383",-0.280457758
"LOC442319",0.631831375
"LOC51152",-0.056816322
"LOC54103",0.023322385
"LOC541473",-0.453056884
"LOC554202",-0.246002566
"LOC55565",-0.25264292
"LOC55908",-0.295017738
"LOC56757",0.134817712
"LOC57228",-2.878083015
"LOC643233",0.067680273
"LOC643641",0.62169808
"LOC644165",0.206122338
"LOC644538",-0.388366372
"LOC644617",-0.327156924
"LOC645843",-0.05356801
"LOC650392",-1.642863239
"LOC653284",0.079945102
"LOC653499",0.688118568
"LOC653866",0.228272352
"LOC654433",-0.039740909
"LOC654780",-0.052758467
"LOC728411",-0.206152286
"LOC730498",-0.122580758
"LOC730766",0.300869896
"LOC731680",-0.475327331
"LOC81691",-0.016370831
"LOC84661",0.118897854
"LOC90826",-0.236564283
"LOC91664",-0.126618923
"LOH11CR2A",-2.284690393
"LOR",-0.08307733
"LOX",0.112194771
"LOXL2",0.321070766
"LOXL4",-0.050163792
"LPAAT-THETA",-1.136048286
"LPHN1",3.564027734
"LPHN2",-0.5759217
"LPIN1",-0.530233557
"LPIN2",0.288633046
"LPXN",0.133128984
"LQK1",0.207853811
"LRAP",0.184398611
"LRBA",1.600251794
"LRIG2",-0.342614137
"LRIG3",-1.139743691
"LRP11",-0.645803348
"LRP12",0.147280331
"LRP5L",0.270536282
"LRPPRC",0.943140336
"LRRC1",2.385539222
"LRRC15",-0.047669731
"LRRC2",-0.161678772
"LRRC20",1.726114998
"LRRC37A2",0.045721108
"LRRC50",0.134916981
"LRRC51",0.110248667
"LRRC6",-0.141950366
"LRRC7",-0.12272383
"LRRC8A",-0.248156865
"LRRC8B",-0.133473394
"LRRC8C",-0.30672318
"LRRC8D",1.323237798
"LRRFIP1",-1.949794714
"LRRFIP2",0.16423852
"LRRIQ2",0.004594378
"LRRN6A",0.432984681
"LRRTM4",-0.130870694
"LRTM1",0.459707613
"LSM11",0.274136223
"LSM4",-0.602970654
"LSM6",0.546405136
"LSMD1",-0.079669452
"LSS",-0.666341838
"LTA4H",0.00386261
"LTB",0.659340785
"LUC7L2",2.799466076
"LUZP1",-0.234503152
"LUZP4",0.194755887
"LY6D",-0.206052543
"LY6G6C",0.59910448
"LY6K",0.103783681
"LY96",0.19189258
"LYL1",-0.038526897
"LYPD3",0.028644729
"LYPLA1",0.520759253
"LYPLA3",-0.366792146
"LYPLAL1",-0.026369782
"LYRM1",-0.600485712
"LYSMD3",-0.200064467
"LZTFL1",-0.212753752
"LZTR1",0.300689567
"LZTS1",-0.165680947
"MACF1",0.304310166
"MAEL",0.19983948
"MAF",-0.180947571
"MAF1",0.321695999
"MAFA",0.861684722
"MAFB",-0.909842459
"MAFF",0.950868501
"MAFG",-0.052695995
"MAFK",-0.261727329
"MAGEA5",-0.018345885
"MAGED1",-0.273016409
"MAGED2",-0.377812687
"MAGEF1",-0.364786496
"MAL2",0.016330418
"MALAT1",-3.216798371
"MALL",-0.14032321
"MALT1",-2.322453457
"MAMDC2",-0.055228644
"MAML1",1.001396519
"MAML2",-0.186779078
"MAML3",-0.090094168
"MAN1A1",-0.282968613
"MAN1C1",0.090596828
"MANBA",-0.220606191
"MANEAL",0.07454706
"MANSC1",-0.58343937
"MAP1LC3B",-0.020287352
"MAP2",-0.019023961
"MAP2K1",0.569019483
"MAP2K1IP1",1.813735212
"MAP2K3",-0.210920627
"MAP2K7",-0.015955363
"MAP3K1",0.045043241
"MAP3K12",0.290996414
"MAP3K13",0.11650239
"MAP3K14",-0.001753277
"MAP3K5",-0.97602961
"MAP3K6",-3.403168334
"MAP4K3",-0.164151853
"MAP6",0.522462913
"MAPK1",-7.065449696
"MAPK10",-0.1961353
"MAPK13",-0.104239423
"MAPK14",-0.026430237
"MAPK3",-0.181705505
"MAPK6",-0.67260104
"MAPK8IP1",-0.027188837
"MAPK8IP3",-0.111950402
"MAPKBP1",-1.315460826
"MAPRE1",-0.119869597
"MAPRE3",0.133151987
"MARCKS",0.109338076
"MARK1",0.107980558
"MARK3",1.843204049
"MARK4",0.320074219
"MARS",-0.180579854
"MASK-BP3",-0.238093936
"MAST3",-0.14460805
"MAST4",0.027697265
"MASTL",0.105403127
"MAT2A",-0.045934816
"MAT2B",1.961678367
"MATK",0.250240058
"MATN2",-0.014448083
"MAZ",-0.129257048
"MBD1",-0.365613843
"MBD2",-0.913312587
"MBD3",0.173770117
"MBD3L1",-0.788736104
"MBD3L2",0.058153058
"MBD4",-0.013601135
"MBD5",-0.174498894
"MBNL2",0.960638031
"MBNL3",-0.093795212
"MBOAT1",-0.051994678
"MC1R",0.416121783
"MCC",-0.014955418
"MCCC1",0.197387597
"MCCC2",-0.555208653
"MCEE",-0.247279391
"MCL1",0.308401697
"MCM10",0.358244286
"MCM2",-0.66936039
"MCM3",-0.041645314
"MCM3APAS",-0.250610778
"MCM4",0.378968515
"MCM5",-0.310737142
"MCM6",0.097098376
"MCM7",-0.110705166
"MCM8",0.073604559
"MCMDC1",-0.04708956
"MCOLN1",0.622521313
"MCTP1",-0.30454629
"MCTP2",-0.162655039
"MCTS1",-0.072351801
"MDC1",0.117831284
"MDFI",-0.100592616
"MDFIC",0.470337944
"MDM2",0.170109025
"MDM4",-0.035310646
"ME1",0.640843781
"ME2",-1.631654087
"MECP2",0.525927816
"MED10",-1.636545259
"MED11",0.156712101
"MED12",0.240378519
"MED12L",0.091041374
"MED18",-0.350047987
"MED19",-0.502715935
"MED25",-0.033903312
"MED28",-0.017168639
"MED31",-2.113422452
"MED4",0.167984436
"MED6",0.049785266
"MED8",-0.75641001
"MED9",0.787477695
"MEF2A",-0.190685229
"MEF2C",0.035254235
"MEF2D",0.213199991
"MEG3",-0.103938061
"MEGF6",0.163680879
"MEIS1",-0.151571037
"MEIS2",-0.2031845
"MEIS3",-0.221123081
"MEIS3P1",0.251184293
"MEN1",-0.420008625
"MEOX1",-0.569932659
"MEOX2",-0.053204179
"MESDC1",0.202205389
"MESP1",0.427960722
"MEST",0.62133287
"METAP2",-0.319494441
"METT5D1",-0.149104333
"METTL7A",0.893732341
"METTL7B",0.206407133
"METTL8",0.755545992
"MFAP3L",0.000865097
"MFGE8",0.387971977
"MFNG",0.944956036
"MFSD1",0.755422333
"MFSD2",0.627605102
"MFSD3",-0.103556111
"MGA",-0.399185744
"MGAT4B",1.148746988
"MGAT4C",0.026170035
"MGAT5",0.269912665
"MGC11257",-0.077751319
"MGC11332",0.801060259
"MGC15634",0.400458857
"MGC16169",-0.134576839
"MGC17330",0.130723009
"MGC21874",-0.1986231
"MGC24039",0.185936846
"MGC24125",0.119567816
"MGC26356",0.046181405
"MGC26963",-0.186785295
"MGC29671",-0.379867344
"MGC29891",-0.041546586
"MGC4859",-0.108463752
"MGC5139",-3.980946993
"MGC52110",-0.256914379
"MGC5370",-0.138390627
"MGC61571",-0.243536707
"MGC7036",0.015673284
"MGC70870",-0.32078042
"MGC9712",0.387855638
"MIA2",-0.00340148
"MIB2",-0.600775123
"MICAL1",0.665207404
"MICAL2",-0.553478762
"MICALL2",-0.443468047
"MID1",-0.186188902
"MID1IP1",0.184575818
"MID2",-0.048369364
"MIDN",-0.163650354
"MIER1",-0.661585287
"MIER2",-1.227410866
"MIF",-0.121329909
"MINPP1",-0.50909908
"MIP",-0.21299545
"MIPEP",-0.295251172
"MITF",0.626158583
"MIXL1",-0.088069059
"MIZF",-0.032815195
"MKI67",-0.051048875
"MKKS",-0.089487342
"MKL1",0.207128586
"MKL2",0.107682867
"MKNK2",-3.014902903
"MKS1",-0.036833744
"MKX",0.26092288
"MLF1IP",0.491534929
"MLF2",-0.385603402
"MLH3",0.057073901
"MLL",1.230670295
"MLL2",1.036786667
"MLL3",0.088324116
"MLL5",0.128181584
"MLLT1",-0.070639459
"MLLT10",-0.463147389
"MLLT11",0.357924379
"MLLT3",0.021755917
"MLLT6",0.082635028
"MLLT7",-0.033139094
"MLX",1.516938974
"MLXIP",-1.438537757
"MLXIPL",-0.352291186
"MMAB",-0.14294988
"MMD",0.082967251
"MMP1",-0.443586307
"MMP10",-0.232515439
"MMP19",0.732526877
"MMP2",0.092605041
"MMP24",-0.23708236
"MMP28",-0.149594992
"MMP3",-0.695633481
"MMRN2",-0.130063644
"MMS19L",-0.963342716
"MN1",-0.31683032
"MNAB",-0.11073858
"MNAT1",-0.140929104
"MNDA",-0.330702279
"MNT",-0.4519557
"MOBK1B",0.241929731
"MOBKL2B",-0.110667692
"MOCOS",-0.068129263
"MOG",0.051731079
"MON1B",-1.761941636
"MORF4L1",0.298513678
"MORF4L2",-0.688744941
"MORN3",-0.086352891
"MOV10",-2.091483217
"MPDZ",0.280753846
"MPG",-0.334707534
"MPHOSPH6",0.036766716
"MPI",-1.548256433
"MPP3",0.017381111
"MPP5",1.962809553
"MPP7",-0.059590751
"MPPE1",-0.099122435
"MPPED2",-0.197452698
"MPV17",-0.809309972
"MR1",0.248210356
"MRGPRE",-0.770230588
"MRGPRX4",-0.61102735
"MRLC2",0.0076762
"MRPL12",-0.123997687
"MRPL17",-0.193882277
"MRPL23",-0.162938149
"MRPL28",-0.000304991
"MRPL30",-0.023782798
"MRPS14",0.03159226
"MRPS18B",-0.155265804
"MRPS26",-0.085684788
"MRPS27",1.23043071
"MRPS28",0.008640747
"MRPS31",0.26193782
"MRS2L",-0.750901019
"MS4A4A",-0.142103084
"MSC",-0.044777987
"MSH2",0.479973411
"MSH3",0.120016637
"MSH6",-0.095626054
"MSI2",0.456101431
"MSL3L1",-0.425427418
"MSRA",2.437913041
"MSRB2",-0.270728248
"MSTO1",0.207562125
"MSTP9",0.038835492
"MSX1",0.40113868
"MSX2",-0.268706197
"MT1E",-0.37378635
"MTA1",-1.513504658
"MTA2",-1.516191067
"MTA3",-1.442910885
"MTAP",0.159939899
"MTBP",0.001826317
"MTDH",-0.235204126
"MTERF",-0.339933224
"MTERFD3",-0.273677697
"MTF1",-9.813059056
"MTG1",0.263042571
"MTHFD1",-0.001607571
"MTHFD1L",-0.296059528
"MTMR11",0.302043474
"MTMR2",-1.921227576
"MTMR3",-0.785657082
"MTMR4",-0.127971593
"MTMR6",-0.002284699
"MTMR9",-0.130183382
"MTUS1",-0.445447373
"MUC1",-0.891104588
"MUC15",-0.583458721
"MUC5B",-0.46894064
"MVK",-0.253002415
"MXD1",0.350825737
"MXD3",0.144537889
"MXD4",0.538196058
"MXI1",-0.244949846
"MXRA8",-0.196001177
"MYB",0.138915616
"MYBBP1A",-0.644625112
"MYBL1",0.021048977
"MYBL2",-1.038341966
"MYBPC3",-0.449861117
"MYC",-0.5350481
"MYCBP",0.531132712
"MYCBP2",0.572099948
"MYCL1",-0.117950889
"MYCN",5.806447831
"MYEF2",-0.207760042
"MYF5",0.024378988
"MYF6",-0.210620414
"MYH10",0.240983824
"MYH14",0.445818119
"MYH15",0.795572551
"MYH2",0.477233539
"MYH7",0.040714917
"MYL9",1.363820157
"MYLIP",0.433677232
"MYLK",-2.098141855
"MYNN",-0.160437824
"MYO10",0.476533011
"MYO15B",0.305619318
"MYO18A",-1.27790704
"MYO1E",-0.748988629
"MYO1F",0.261292507
"MYO3B",-0.043997079
"MYO5A",0.780485187
"MYO5B",0.44544506
"MYO5C",-0.17153079
"MYO6",-0.633452144
"MYO7B",-0.869500733
"MYOCD",0.109648347
"MYOD1",-2.445110766
"MYOG",-0.101239993
"MYOHD1",-0.624863453
"MYST1",0.312461512
"MYST2",-0.193796824
"MYST3",0.396805471
"MYST4",0.075170392
"MYT1",-0.432140716
"MYT1L",0.423981959
"MZF1",0.297698252
"N-PAC",-0.169612395
"N4BP1",-0.069363616
"N4BP2",-0.198355769
"NAB1",-1.483417906
"NAB2",-0.187894923
"NADK",-0.118968972
"NADSYN1",0.909690415
"NAG",0.594508467
"NANOG",-0.189569793
"NANOS3",0.355156875
"NAP1L2",-0.25084005
"NAP1L5",0.004394323
"NAP5",0.151141531
"NAPG",-0.64593761
"NARF",0.737778778
"NARFL",-0.743441984
"NARG1",-0.271379515
"NARG1L",0.191864262
"NARS",0.228106223
"NARS2",-1.355308044
"NAT14",-2.104801946
"NAT9",-0.126387524
"NAV3",-0.21994732
"NBEAL2",-0.124924969
"NBPF10",0.282634037
"NBPF11",-0.316348915
"NBPF14",-2.920063025
"NBPF15",0.119991067
"NBPF20",0.57123589
"NBR1",-0.029314239
"NBR2",0.05759681
"NCALD",-0.375171027
"NCAPD2",-0.185955757
"NCAPD3",-0.746824975
"NCAPG",-0.055050668
"NCAPG2",-0.782414952
"NCAPH",-0.553148496
"NCAPH2",-0.154742032
"NCBP1",0.419892144
"NCBP2",0.19744833
"NCF2",3.69766848
"NCK1",-0.366752259
"NCKIPSD",0.141257607
"NCLN",0.767080518
"NCOA1",0.036535045
"NCOA2",-0.020814742
"NCOA3",0.182856083
"NCOA4",-0.571219416
"NCOA5",-0.113647691
"NCOA6",-0.056395481
"NCOA7",-0.033953254
"NCOR1",-0.302786747
"NCOR2",-0.109179431
"NCR3",0.083097294
"NDE1",-0.042010675
"NDEL1",0.043954806
"NDN",-0.114270482
"NDNL2",-0.325410362
"NDRG1",0.175260688
"NDRG2",0.449732064
"NDRG4",1.09687637
"NDST1",0.045300004
"NDUFA1",-0.126961955
"NDUFA10",0.272196424
"NDUFA11",0.111015227
"NDUFA13",-0.041639119
"NDUFA2",-0.098330889
"NDUFA3",-0.904571954
"NDUFA4",-0.05590122
"NDUFA5",0.096367316
"NDUFA6",-0.070320374
"NDUFA7",-0.201560231
"NDUFA8",-0.078500576
"NDUFB10",-0.040619363
"NDUFB11",0.093200838
"NDUFB2",-0.041478475
"NDUFB3",0.002388999
"NDUFB4",-0.091922745
"NDUFB6",-0.098819946
"NDUFC1",-0.007893851
"NDUFS3",-0.105685426
"NDUFS5",-0.011203838
"NDUFS7",-0.147730275
"NDUFV1",-0.096079334
"NDUFV2",0.037195628
"NEB",-0.320525181
"NEBL",-2.22705314
"NECAP2",-0.3373938
"NEDD4",-2.920330744
"NEDD4L",-1.599910986
"NEDD8",-0.137648122
"NEDD9",-0.161688188
"NEFL",-0.259296665
"NEFM",-0.106125789
"NEGR1",-0.049202531
"NEIL3",-0.019045138
"NEK4",-0.368500856
"NEK6",1.029126771
"NEO1",0.081940973
"NES",-0.001281844
"NET1",-0.299483073
"NETO1",-0.142023946
"NETO2",0.132290728
"NEU4",0.33787528
"NEUROD1",-0.152391323
"NEUROD2",-0.023761534
"NEUROD4",0.15224947
"NEUROD6",0.175407513
"NEUROG1",4.077703636
"NEUROG2",-0.045532632
"NEUROG3",-2.131437978
"NFAM1",0.276078875
"NFAT5",0.290201562
"NFATC1",0.048033714
"NFATC2",0.142077134
"NFATC2IP",0.152596684
"NFATC3",-0.13104467
"NFATC4",0.307736944
"NFE2",0.525258008
"NFE2L1",-0.312178543
"NFE2L2",0.409096529
"NFE2L3",0.439123315
"NFIA",0.047589441
"NFIB",0.013959632
"NFIC",0.011985195
"NFIL3",-1.171492731
"NFIX",1.699099468
"NFKB1",0.151350363
"NFKB2",0.284633501
"NFKBIA",0.018986431
"NFKBIB",0.08820889
"NFKBIL2",0.247315501
"NFKBIZ",0.16083909
"NFRKB",-0.207563517
"NFX1",-0.108026709
"NFXL1",-0.214609754
"NFYA",-0.054124056
"NFYB",1.320691378
"NFYC",0.086003504
"NGB",-0.318788723
"NGFB",-0.098827576
"NGFRAP1",-0.022274938
"NHEJ1",-0.032024316
"NHLH1",0.190294131
"NHLH2",-0.336958571
"NIBP",0.173040338
"NIF3L1",-0.069047788
"NIN",-0.644110877
"NINJ1",1.227080369
"NIP7",0.126746201
"NIPA2",-1.098313187
"NIPBL",-0.433325988
"NIPSNAP1",2.635179461
"NISCH",-0.805113623
"NIT2",-0.169691422
"NKRF",-0.183858851
"NKTR",-0.625835382
"NKX1-2",-1.588839033
"NKX2-2",-0.047128374
"NKX2-3",-0.053137109
"NKX2-5",-1.125345762
"NKX2-8",3.728177554
"NKX3-1",0.139946002
"NKX6-1",0.414471529
"NKX6-2",-0.004374958
"NLGN1",-0.043365415
"NLK",-0.279392445
"NLRC3",-0.166413527
"NLRC5",0.201806843
"NLRP1",-0.243123984
"NLRP10",0.260467282
"NLRP3",-0.375728213
"NLRP6",-0.050892128
"NME2",0.0341984
"NME4",1.962726384
"NMI",0.460717692
"NMU",0.291868222
"NNAT",-0.038547851
"NNMT",-0.398332625
"NOC3L",0.679247882
"NOD2",-1.205134398
"NODAL",0.406811631
"NOG",0.314806864
"NOL4",0.105176957
"NOL7",-0.293352567
"NOL8",0.14736199
"NOL9",-0.201059995
"NONO",0.107214752
"NOP17",-0.022363521
"NOTCH1",-0.346560613
"NOTCH2",0.317870557
"NOTCH3",0.099871939
"NOTCH4",0.261318316
"NOV",0.17429913
"NOXO1",4.16688739
"NPAS1",0.001985559
"NPAS2",-0.615067627
"NPAS3",-0.738891755
"NPAS4",0.137035013
"NPAT",0.014502025
"NPC2",-0.065281438
"NPEPPS",-0.223097742
"NPHP4",-0.092086709
"NPLOC4",0.382273298
"NPM1",0.053645811
"NPM3",0.314614153
"NPNT",0.166571788
"NPTX1",0.017662402
"NPTXR",-0.111588649
"NQO1",-0.172467107
"NR0B1",-0.303927599
"NR0B2",1.104736236
"NR1D1",-0.24810867
"NR1D2",-0.274960569
"NR1H2",0.394952048
"NR1H3",-0.098192287
"NR1H4",-0.250655385
"NR1I2",-0.112878489
"NR1I3",-0.112936428
"NR2C1",-0.17743807
"NR2C2",-0.028928119
"NR2E1",0.328371753
"NR2E3",0.080280957
"NR2F1",-0.087229272
"NR2F2",0.044719371
"NR2F6",0.234598873
"NR3C1",-1.380052392
"NR3C2",-0.075999646
"NR4A1",0.143569402
"NR4A2",0.056086785
"NR4A3",-0.245234622
"NR5A1",0.377418008
"NR5A2",-0.176699198
"NR6A1",-0.075935058
"NRAP",-0.057532385
"NRBF2",-0.348386645
"NRF1",-0.240650256
"NRG1",2.841260809
"NRG2",0.191464613
"NRIP1",-2.585505274
"NRIP2",0.295325486
"NRP1",0.316305292
"NSBP1",-0.023883546
"NSD1",0.121461385
"NSMAF",-2.518004777
"NSMCE1",-0.131532414
"NSUN7",0.112398849
"NT5C1A",0.205781916
"NT5DC3",0.283118279
"NTF3",0.195404572
"NTNG1",0.593786263
"NTRK3",-0.41755069
"NUAK1",0.062449108
"NUAK2",0.751411596
"NUBPL",-0.000776562
"NUCB1",0.365052805
"NUCB2",-0.585197959
"NUDCD3",0.455025447
"NUDT2",0.030509439
"NUDT3",-0.283019739
"NUFIP1",-0.063665107
"NUMA1",0.201349312
"NUMB",-2.17201802
"NUP107",0.12843661
"NUP160",-0.59696425
"NUP210",0.169992714
"NUP43",-0.086427382
"NUP50",-0.633406474
"NUP54",0.443224951
"NUP62",-0.212699013
"NUP85",-0.145453651
"NUPL1",-1.213984929
"NUPR1",1.291318682
"NUS1",-1.153100949
"NUTF2",0.171410706
"NXN",-0.126253349
"NXT1",-0.269988492
"OAS1",1.531137765
"OAS2",0.867918511
"OAZ1",-0.110469301
"OBFC1",0.538279325
"OBFC2A",-0.155190891
"OCEL1",0.472582973
"OCLN",-0.154967122
"OCRL",-0.143880709
"ODC1",0.015971993
"ODF2",-0.781596901
"ODZ4",0.064450679
"OGT",-0.091274901
"OLFML1",0.057902136
"OLIG1",-0.307053473
"OLIG2",0.022541978
"OLIG3",-0.028023433
"OLR1",-0.225315324
"OMA1",-2.001618963
"ONECUT1",-0.077326403
"ONECUT2",-0.440591405
"OPCML",-0.053500268
"OPHN1",0.07283796
"OPLAH",2.988924479
"OPN1MW",0.518682267
"OPN3",-0.351415212
"OPRD1",-0.866119771
"OPRL1",0.022897213
"OPTN",-0.29274891
"OR10H3",-0.10569838
"OR1E1",-0.365196158
"OR2A7",-0.097157076
"OR3A2",-0.466386355
"OR52A1",-0.248333827
"OR5T2",-0.182244673
"OR7D2",-0.053993659
"ORC1L",-0.002460849
"ORC6L",-0.221871913
"ORMDL2",1.461938347
"OS9",-0.29803733
"OSAP",0.262434972
"OSBP",-1.892000364
"OSBPL10",-0.433114101
"OSBPL3",-0.155887941
"OSBPL8",-0.10346731
"OSGEPL1",0.027508625
"OSGIN2",0.051065166
"OSM",-0.302936129
"OSMR",0.098327764
"OSR2",0.342044222
"OSTF1",0.334866966
"OTEX",0.214465489
"OTOP1",-0.31985315
"OTP",-0.250452245
"OTUD1",-0.393036418
"OTUD7A",-2.808574133
"OTX1",0.442142707
"OTX2",-0.006092418
"OVOL1",0.072668637
"OVOL2",-2.620164986
"OXCT2",-0.271184835
"OXR1",-0.01116784
"OXSR1",0.57932938
"OXTR",0.644013185
"P18SRP",-0.345962218
"P2RY1",0.086812111
"P2RY2",-0.773765867
"P2RY5",-0.318927667
"P4HA2",0.58813468
"P4HB",-0.066729755
"P53AIP1",-0.108451672
"PA2G4",0.04650764
"PABPC1",0.111378588
"PACS1",0.364201648
"PACS2",0.02467872
"PADI3",0.332435646
"PADI4",-0.046610378
"PAF1",-1.254397993
"PAFAH2",0.260367513
"PAG1",-0.059012396
"PAH",-0.042694051
"PAICS",0.072724134
"PAIP1",-0.109894672
"PAK1",-0.169700329
"PAK2",0.226318354
"PALMD",-0.470070442
"PAN3",-0.159861482
"PANK1",-0.354345565
"PAOX",-1.002894691
"PAP2D",0.198508978
"PAPD1",-0.75281956
"PAPPA",-0.084551482
"PAPSS1",-3.448273707
"PAPSS2",-0.112096033
"PAQR6",-0.43331013
"PARC",-0.245611838
"PARD6G",-0.973112654
"PARP1",-0.018658585
"PARP11",-0.182322976
"PARP14",0.422253789
"PARP15",0.034076182
"PARP4",0.013082248
"PARP8",0.06852889
"PARS2",-0.107672261
"PARVB",0.231604364
"PASK",-0.152750455
"PATZ1",0.150105719
"PAWR",0.273757532
"PAX1",0.348270923
"PAX2",-0.31945496
"PAX3",-0.078787747
"PAX4",0.333167871
"PAX5",0.158043974
"PAX6",0.271722339
"PAX7",0.080544471
"PAX8",0.197698904
"PAX9",0.113626013
"PB1",-0.306962922
"PBLD",0.110351262
"PBX1",-0.27951106
"PBX2",-0.344334094
"PBX3",-0.686948368
"PBX4",0.028525613
"PBXIP1",0.443085328
"PCAF",-0.055679035
"PCBD1",-0.342331658
"PCBD2",-0.219618958
"PCBP1",0.056059308
"PCBP2",-0.424137247
"PCBP4",-0.026973408
"PCCA",-0.243724523
"PCCB",0.862798356
"PCDH1",0.226890856
"PCDH12",0.090731393
"PCDH7",0.000352119
"PCDHB1",-0.061072073
"PCGF1",0.00091766
"PCGF2",0.240751928
"PCGF3",1.367193233
"PCGF5",0.050166533
"PCGF6",-0.318408425
"PCID1",-0.075519024
"PCID2",1.583942686
"PCK2",-0.354798324
"PCMT1",0.668986772
"PCMTD1",-0.039607568
"PCMTD2",-0.177499127
"PCNT",-0.19703471
"PCNXL2",0.879165051
"PCOLN3",-0.267865118
"PCQAP",1.159828284
"PCSK6",0.999245803
"PCTK2",-0.053380487
"PCTK3",-0.044282732
"PCYT1A",0.049416903
"PDCD1",-0.42300528
"PDCD1LG2",0.25574215
"PDCD2",3.245089401
"PDCD4",-1.27336269
"PDCD6IP",-0.947860488
"PDCL",0.0021775
"PDE3B",-0.399009883
"PDE4A",0.806612625
"PDE4B",-0.477285775
"PDE4D",-0.100326035
"PDE5A",0.142993015
"PDE6D",-0.36524447
"PDE8A",-0.167286057
"PDE8B",0.012117034
"PDGFA",-0.221280532
"PDGFD",-0.027443414
"PDGFRA",-0.228741432
"PDIA3",0.296154077
"PDIA4",0.572211374
"PDIA5",-0.226232395
"PDIA6",0.327634222
"PDK1",-0.140662509
"PDK2",0.298968461
"PDLIM1",-0.351178691
"PDLIM2",0.261194008
"PDLIM4",-0.025511549
"PDLIM5",-0.313130618
"PDPN",-0.691303281
"PDSS1",3.039430076
"PDX1",-0.478177416
"PEAR1",-0.315674208
"PECAM1",-0.042151809
"PECI",0.022446873
"PEG10",-0.63667184
"PEG3",-0.128668673
"PELI1",-0.609917818
"PELI2",-0.436860046
"PEPP-2",-0.197846641
"PER1",0.759862116
"PER2",0.091501013
"PER3",-0.11263661
"PEX10",1.079822799
"PEX11B",0.707751492
"PEX14",-0.567429169
"PEX26",-0.809781947
"PEX5",-0.44900863
"PEX6",0.875987145
"PFAAP5",-0.190502752
"PFDN5",-0.033811713
"PFKFB3",-0.363945729
"PFKL",-1.236035084
"PFKM",-0.09662512
"PFN1",0.351154737
"PFTK1",0.060417278
"PGAP1",-0.086462717
"PGBD1",0.084974181
"PGBD4",0.049909808
"PGC",0.243686734
"PGCP",0.233785039
"PGEA1",-1.596679033
"PGF",0.266506179
"PGK1",-0.003942832
"PGLYRP3",0.143898244
"PGLYRP4",-0.499151525
"PGM1",-0.249187756
"PGM2L1",0.126353835
"PGM3",-0.283894834
"PGR",-0.044070302
"PGRMC2",-0.064268251
"PGS1",0.157043652
"PH-4",-0.178024158
"PHB",-0.130601716
"PHB2",-0.099544961
"PHC3",-0.17506991
"PHF1",0.31425005
"PHF10",-0.233824776
"PHF11",0.070150639
"PHF12",0.139586417
"PHF15",0.035143562
"PHF17",-0.084011686
"PHF19",-0.496111137
"PHF20",-0.212518546
"PHF21A",-0.013885948
"PHF3",-0.103510489
"PHF5A",-1.642371334
"PHF6",1.02119335
"PHF7",-0.055225616
"PHF8",-0.098796599
"PHGDH",0.43414356
"PHGDHL1",0.039422712
"PHIP",-0.038190667
"PHKB",0.117694793
"PHLDA1",-0.532865441
"PHLDA2",-0.171271225
"PHLDB1",0.378332268
"PHLPPL",0.427750226
"PHOX2A",-0.426761385
"PHOX2B",0.085107581
"PHPT1",-0.012489765
"PHTF1",-0.543409588
"PHTF2",-0.776712302
"PHYH",0.385456126
"PI16",0.34578265
"PI3",0.910522607
"PI4KII",0.766973482
"PIAS1",-1.620531749
"PIAS2",-0.129443087
"PIAS3",-0.067431864
"PIAS4",0.153217369
"PIB5PA",0.226106679
"PICALM",-0.811807735
"PIF1",-0.993100731
"PIGC",0.55848452
"PIGG",-0.081823675
"PIGN",-0.394565451
"PIGR",-0.116267783
"PIGV",0.649850832
"PIGW",-0.551952832
"PIK3C2B",2.068982491
"PIK3C2G",-0.125443128
"PIK3C3",0.422593713
"PIK3CD",0.362355076
"PIK3R1",-0.167614336
"PIK4CA",2.972048989
"PILRA",-0.169224728
"PIM1",-0.724153229
"PINK1",-0.782778356
"PIP5K1A",-0.183284516
"PIP5K1C",-2.332452851
"PIP5K2A",0.339020849
"PIP5K2B",-0.610274378
"PIPOX",-0.203730178
"PIR",2.345875145
"PITPNA",-0.567822829
"PITPNB",-0.195577695
"PITPNC1",0.041658802
"PITPNM1",0.256254746
"PITPNM2",-0.175123346
"PITPNM3",-0.111515843
"PITX1",-0.046257019
"PITX2",-0.194904058
"PITX3",-0.881376184
"PJA1",-0.198679404
"PKD1L2",-0.3049742
"PKD2",0.332953307
"PKIA",-0.479475807
"PKIB",0.605303486
"PKIG",-0.619663376
"PKMYT1",0.478445157
"PKN1",-0.0882741
"PKN2",-0.747005725
"PKNOX1",0.082655342
"PKNOX2",-0.135941833
"PKP1",-3.739578315
"PLA1A",0.406331939
"PLA2G12A",-2.564524408
"PLA2G12B",0.708678677
"PLA2G1B",-0.057197589
"PLA2G3",-0.091284875
"PLA2G4A",-0.240840336
"PLA2G4C",0.497115831
