"Gene","SNAI2_Down"
"CCL27",-0.0074
"CCL28",0
"CCL3",0
"CCL3L1",0
"CCL3L3",0
"CCL3L3",0
"CCL4",0
"CCL4L2",0
"CCL5",0
"CCL7",0
"CCL8",0
"CCM2",-0.1743
"CC0.01",0
"CC0.02",0
"CCNB1",0
"CCNB1IP1",0
"CCNB2",0
"CCNB2",0
"CCNB3",-0.0238
"CCNC",0
"CCND1",0
"CCND1",0
"CCND2",0
"CCND3",0
"CCND3",0
"CCNDBP1",0
"CCNE1",0
"CCNE2",0.1175
"CCNF",0
"CCNF",0
"CCNG1",0
"CCNG2",0
"CCNG2",0
"CCNH",0
"CCNI",0
"CCNI2",0
"CCNJ",0
"CCNJL",0
"CCNK",0
"CCNK",0
"CCNL1",0
"CCNL1",0
"CCNL2",0
"CCNL2",0
"CCNO",0
"CCNT1",0
"CCNT2",0
"CCNT2",0
"CCNY",0
"CCPG1",0
"CCPG1",0
"CCR1",0
"CCR1",0
"CCR10",0
"CCR2",0
"CCR3",0
"CCR4",0
"CCR5",0
"CCR6",0
"CCR7",0
"CCR8",0
"CCR9",0
"CCRL1",0
"CCRL2",0
"CCRN4L",0
"CCRN4L",0
"CCS",0
"CCSAP",0
"CCSER1",0
"CCSER2",0
"CCT2",0
"CCT3",0
"CCT4",0
"CCT5",0
"CCT6A",0.073
"CCT6B",0
"CCT6P1",0
"CCT7",0
"CCT8",0
"CCT8L2",0
"CCXCR1",0
"CCZ1",0.0635
"CCZ1B",0
"CD101",0
"CD104030",0
"CD109",0
"CD14",0
"CD151",0
"CD160",0
"CD163",0
"CD163L1",0
"CD164",-0.1184
"CD164",-0.1184
"CD176148",0
"CD180",0
"CD19",0
"CD1A",0
"CD1A",0
"CD1B",0
"CD1C",0
"CD1D",0
"CD1E",0
"CD2",0
"CD200",0
"CD200R1L",0
"CD209",0
"CD209L",0
"CD22",0
"CD226",0
"CD239565",0
"CD239706",0
"CD24",0.0465
"CD244",0
"CD247",0
"CD248",0
"CD26",0
"CD27",0
"CD274",-0.4464
"CD274",-0.4464
"CD276",0
"CD28",0
"CD2AP",0
"CD2BP2",0
"CD300452",0
"CD300A",0
"CD300C",0
"CD300E",0
"CD300LD",0
"CD300LF",0
"CD300LG",0
"CD302",0
"CD31",0
"CD320",0
"CD33",0
"CD33L3",0
"CD34",0
"CD36",-0.0886
"CD37",0
"CD38",0
"CD3D",0
"CD3E",0
"CD3EAP",0
"CD3G",0
"CD4",0
"CD4 receptor",0
"CD40",0
"CD40LG",-0.1784
"CD44",0
"CD46",0
"CD47",0
"CD48",0
"CD5",0
"CD52",0
"CD53",0
"CD55",0
"CD55",0
"CD556746",0
"CD58",0
"CD59",0
"CD59",0
"CD5L",0
"CD6",0
"CD6",0
"CD63",0
"CD63",0
"CD674787",0
"CD68",0
"CD69",0
"CD7",0
"CD70",0
"CD703256",0
"CD72",-0.1396
"CD74",0
"CD79A",0
"CD79B",0
"CD80",0
"CD81",0
"CD82",0
"CD83",0
"CD84",0
"CD86",0
"CD86",0
"CD89",0
"CD8A",0
"CD8B",0
"CD8B1",0
"CD9",0
"CD93",0
"CD94 alt",0
"CD96",0
"CD97",0
"CD99",0.1965
"CD99",0.1965
"CD99L2",0.0374
"CD99L2",0.0374
"CDA",0
"CDA08",0
"CDADC1",0
"CDADC1",0
"CDAN1",0
"CDC123",0
"CDC14A",0
"CDC14B",-0.2641
"CDC14C",-0.3075
"CDC16",0
"CDC2",0
"CDC20",0
"CDC20B",0
"CDC23",0
"CDC25",0
"CDC25A",0
"CDC25A",0
"CDC25B",0
"CDC25C",0
"CDC26",0.0314
"CDC27",0
"CDC2L1",0
"CDC2L1",0
"CDC2L2",0
"CDC2L5",0
"CDC34",0
"CDC34",0
"CDC37",0
"CDC37L1",0.2795
"CDC40",0
"CDC42",0
"CDC42BPA",0
"CDC42BPB",0
"CDC42BPG",0
"CDC42BPG",0
"CDC42EP1",0
"CDC42EP1",0
"CDC42EP2",0
"CDC42EP3",0
"CDC42EP4",0
"CDC42EP5",0
"CDC42SE1",0
"CDC42SE1",0
"CDC42SE2",0
"CDC45",0
"CDC45L",0
"CDC5L",0
"CDC6",0
"CDC7",0
"CDC73",0
"CDCA2",-0.1076
"CDCA2",-0.1076
"CDCA3",0
"CDCA3",0
"CDCA4",0
"CDCA4",0
"CDCA5",0
"CDCA7",0
"CDCA7",0
"CDCA7L",0.1407
"CDCA8",0
"CDCP1",0
"CDCP1",0
"CDCP1",0
"CDCP2",0
"CDH1",0
"CDH10",0
"CDH11",0
"CDH12",0
"CDH13",0
"CDH15",0
"CDH16",0
"CDH17",0.1315
"CDH18",0
"CDH19",0
"CDH2",0
"CDH20",0
"CDH22",0
"CDH22",0
"CDH23",0
"CDH24",0
"CDH26",0
"CDH3",0
"CDH4",0
"CDH5",0
"CDH6",0
"CDH7",0
"CDH8",0
"CDH9",0
"CDHR1",0
"CDHR2",0
"CDHR3",-0.0981
"CDHR4",0
"CDHR5",0
"CDIP1",0
"CDIPT",0
"CDK1",0
"CDK10",0
"CDK11B",0
"CDK12",0
"CDK13",0.0695
"CDK14",-0.7495
"CDK15",0
"CDK16",-0.011
"CDK17",0
"CDK18",0
"CDK19",-0.5308
"CDK2",0
"CDK20",0.1058
"CDK2AP1",0
"CDK2AP2",0
"CDK2deltaT",0
"CDK3",0
"CDK4",0
"CDK5",-0.1638
"CDK5R1",0
"CDK5R2",0
"CDK5R2",0
"CDK5RAP1",0
"CDK5RAP2",0.0932
"CDK5RAP3",0
"CDK5RAP3",0
"CDK6",0.0835
"CDK7",0.2406
"CDK8",0
"CDK9",0.1906
"CDK9",0.1906
"CDKAL1",0
"CDKL1",0
"CDKL2",0
"CDKL3",0
"CDKL4",0
"CDKL5",0.2815
"CDKN1A",0
"CDKN1B",0
"CDKN1B",0
"CDKN1C",0
"CDKN2A",-0.1717
"CDKN2A",-0.1717
"CDKN2A-AS1",-0.0326
"CDKN2AIP",0
"CDKN2AIPNL",0
"CDKN2B",-0.1016
"CDKN2B",-0.1016
"CDKN2C",0
"CDKN2D",0
"CDKN3",0
"CDNF",0
"CDO",0
"CDO1",0
"CDON",0
"CDPF1",0
"CDR1",-0.2401
"CDR2",0
"CDR2L",0
"CDRT1",0
"CDRT15",0
"CDRT15L2",0
"CDRT4",0
"CDS1",0
"cds2",0
"CDS2",0
"CDSN",0.3758
"CDSN",0.3758
"CDT1",0
"CDV-1",0
"CDV3",0
"CDV3",0
"CDV3",0
"CDX1",0
"CDX2",0
"CDX4",0.031
"CDY1",0
"CDY1B",0.0949
"CDY2A",0.1119
"CDYL",0
"CDYL2",0
"CEACAM1",0
"CEACAM16",0
"CEACAM19",0
"CEACAM19",0
"CEACAM3",0
"CEACAM4",0
"CEACAM5",0
"CEACAM6",0
"CEACAM7",0
"CEACAM8",0
"CEBPA",0
"CEBPA",0
"CEBPB",0
"CEBPB",0
"CEBPD",-0.1356
"CEBPE",0
"CEBPG",0
"CEBPZ",0
"CEBPZOS",0
"CECR1",0
"CECR2",0
"CECR5",0
"CECR6",0
"CEL",-0.2189
"CELA1",0
"CELA2A",0
"CELA3A",0
"CELA3B",0
"CELF1",0
"CELF2",0
"CELF3",0
"CELF4",0
"CELF5",0
"CELF6",0
"CELL",0
"CELP",-0.0152
"CELSR1",0
"CELSR2",0
"CELSR2",0
"CELSR3",0
"CEMIP",0
"CEMP1",0
"CEND1",0
"CEND1",0
"CENPA",0
"CENPB",0
"CENPB",0
"CENPBD1",0
"CENPC",0
"CENPE",0
"CENPF",0
"CENPF",0
"CENPH",0
"CENPI",-0.5826
"CENPI",-0.5826
"CENPJ",0
"CENPJ",0
"CENPK",0
"CENPL",0
"CENPM",0
"CENPN",0
"CENPN",0
"CENPO",0
"CENPO",0
"CENPP",0.1379
"CENPQ",0
"CENPS",0
"CENPT",0
"CENPT",0
"CENPU",0
"CENPVP1",-0.1401
"CENPW",0
"CENPX",0
"CENTA1",0
"CENTA2",0
"CENTA2",0
"CENTB5",0
"CENTB5",0
"CENTB5",0
"CEP104",0
"CEP110",0
"CEP112",0
"CEP120",0
"CEP126",0
"CEP128",0
"CEP131",0
"CEP135",0
"CEP152",0
"CEP152",0
"CEP162",0
"CEP164",0
"CEP170",0
"CEP192",0
"CEP250",0
"CEP250",0
"CEP290",0
"CEP295",0
"CEP295NL",0
"CEP350",0
"CEP4",0
"CEP41",0.3113
"CEP44",0
"CEP55",0
"CEP57",0
"CEP57L1",0
"CEP63",0
"CEP68",0
"CEP68",0
"CEP70",0
"CEP72",0
"CEP76",0
"CEP78",-0.0143
"CEP83",0
"CEP85",0
"CEP85L",-0.1903
"CEP89",0
"CEP95",0
"CEP97",0
"CEPT1",0
"CER1",-0.0448
"CERCAM",0.0401
"CERD4",0
"CERK",0
"CERK",0
"CERKL",0
"CERS1",0
"CERS2",0
"CERS3",0
"CERS4",0
"CERS5",0
"CERS6",0
"CES1",0
"CES2",0
"CES2",0
"CES3",0
"CES4A",0
"CES5A",0
"CES8",0
"CETN1",0
"CETN2",0.0521
"CETN3",0
"CETP",0
"CEZANNE",0
"CFAP100",0
"CFAP126",0
"CFAP157",0.0377
"CFAP161",0
"CFAP20",0
"CFAP206",0
"CFAP221",0
"CFAP36",0
"CFAP43",0
"CFAP44",0
"CFAP45",0
"CFAP46",0
"CFAP47",-0.1179
"CFAP52",0
"CFAP53",0
"CFAP58",0
"CFAP61",0
"CFAP65",0
"CFAP69",0.1011
"CFAP70",0
"CFAP73",0
"CFAP74",0
"CFAP77",-0.1612
"CFAP97",0
"CFB",-0.7196
"CFC1B",0
"CFD",0
"CFDP1",0
"CFH",0
"CFHR1",0
"CFHR2",0
"CFHR3",0
"CFHR4",0
"CFHR5",0
"CFI",0
"CFL1",0
"CFL1",0
"CFL2",0
"CFL2",0
"CFLAR",0
"CFLAR",0
"CFP",-0.0113
"CFTR",0.0384
"cg-0.0p",0
"CG012",0
"CG018",0
"CG1",0
"CGA",0
"CGB2",0
"CGBP",0
"CGGBP1",0
"CGI-02",0
"CGI-203",0
"CGI-44",0
"CGI-57",0
"CGM1",0
"CGM2",0
"CGN",0
"CGN",0
"CGNL1",0
"CGREF1",0
"CGRRF1",0
"CH17-340M24.3",-0.1176
"CH25H",0
"CHAC1",0
"CHAC2",0
"CHAD",0
"CHADL",0
"CHAF1A",0
"CHAF1B",0
"CHAK1",0
"CHAK2",0
"CHAMP1",0
"CHAT",0
"CHC1",0
"CHCHD1",0
"CHCHD10",0
"CHCHD2",0.1011
"CHCHD3",0.2172
"CHCHD4",0
"CHCHD5",0
"CHCHD6",0
"CHCHD7",0.409
"CHCHD8",0
"CHD1",0
"CHD1L",0
"CHD2",0
"CHD2",0
"CHD3",0
"CHD4",0
"CHD5",0
"CHD6",0
"CHD7",-0.0251
"CHD7",-0.0251
"CHD8",0
"CHD8",0
"CHD9",0
"CHD9",0
"CHD9",0
"chdh",0
"CHDH",0
"CHEK1",0
"CHEK2",0
"CHERP",0
"CHERP",0
"CHES1",0
"CHFR",0
"CHGA",0
"CHGB",0
"CHI3L1",0
"CHI3L2",0
"CHIA",0
"CHIC1",-0.1008
"CHIC2",0
"CHID1",0
"CHIT1",0
"CHKA",0
"CHKB",0
"CHL1",0
"chlordecone reductase homolog",0
"CHLR1",0
"CHM",0.0401
"CHM-I",0
"CHML",0
"CHML",0
"CHMP1.5",0
"CHMP1A",0
"CHMP1B",0
"CHMP2A",0
"CHMP2B",0
"CHMP3",0
"CHMP4B",0
"CHMP4C",0.0905
"CHMP5",0.0844
"CHMP5",0.0844
"CHMP6",0
"CHMP7",-0.0142
"CHN1",0
"CHN2",-0.2651
"CHODL",0
"CHORDC1",0
"CHP",0
"CHP1",0
"CHP2",0
"CHPF",0
"CHPF2",-0.0702
"CHPT1",0
"CHRAC1",0.2206
"CHRD",0
"CHRD",0
"CHRDL1",-0.1325
"CHRDL2",0
"CHRFAM7A",0
"CHRM1",0
"CHRM2",-0.0244
"CHRM3",0
"CHRM4",0
"CHRM5",0
"CHR0.01",0
"CHR0.01",0
"CHR0.010",0
"CHR0.02",-0.1042
"CHR0.03",0
"CHR0.04",0
"CHR0.04",0
"CHR0.05",0
"CHR0.06",-0.1217
"CHR0.07",0
"CHR0.09",0
"CHRNB1",0
"CHRNB2",0
"CHRNB2",0
"CHRNB3",-0.1653
"CHRNB4",0
"CHRND",0
"CHRNE",0
"CHRNG",0
"CHST1",0
"CHST10",0
"CHST11",0
"CHST12",-0.0037
"CHST13",0
"CHST14",0
"CHST15",0
"CHST2",0
"CHST3",0
"CHST4",0
"CHST5",0
"CHST6",0
"CHST7",0.0349
"CHST8",0
"CHST9",0
"CHSY1",0
"CHSY3",0
"CHTF18",0
"CHTF8",0
"CHTOP",0
"CHUK",0
"CHURC1",0
"CHURC1",0
"CHURC1-FNTB",0
"CIAO1",0
"CIAO1",0
"CIAPIN1",0
"CIART",0
"CIB1",0
"CIB2",0
"CIB3",0
"CIB4",0
"CIC",0
"CIDEA",0
"CIDEB",0
"CIDEC",0
"CIDECP",0
"CIITA",0
"CIITA",0
"CILP2",0
"CIN85",0
"CINP",0
"CIP29",0
"CIP29",0
"CIPC",0
"CIR",0
"CIR1",0
"CIRBP",0
"CIRBP",0
"CIRBP",0
"CIS4",0
"CISD1",0
"CISD2",0
"CISD3",0
"CISH",0
"CIT",0
"CITED1",-0.151
"CITED2",0.1347
"CITED4",0
"CITED4",0
"CIZ1",0.0251
"CK570365",0
"CKAP2",0
"CKAP2L",0
"CKAP4",0
"CKAP5",0
"CKAP5",0
"CKB",0
"CKB",0
"CKLF",0
"CKLF-CMTM1",0
"CKLF1",0
"CKM",0
"CKMT1A",0
"CKMT1B",0
"CKMT2",0
"CKS1B",0
"CKS1BP6",-0.0534
"CKS2",-0.0758
"CKTSF1B1",0
"CL25022",0
"clarp",0
"CLASP1",0
"CLASP2",0
"CLASP2",0
"CLASPIN",0
"CLAX",0
"CLC",0
"CLCA1",0
"CLCA2",0
"CLCA3",0
"CLCA3P",0
"CLCA4",0
"CLCC1",0
"CLCF1",0
"CLCN1",-0.015
"CLCN2",0
"CLCN3",0
"CLCN3",0
"CLCN4",-0.265
"CLCN5",0.4043
"CLCN6",0
"CLCN7",0
"CLCNKA",0
"CLCNKB",0
"CLDN1",0
"CLDN1",0
"CLDN10",0
"CLDN11",0
"CLDN12",-0.2729
"CLDN12",-0.2729
"CLDN14",0
"CLDN15",-0.0439
"CLDN16",0
"CLDN17",0
"CLDN18",0
"CLDN19",0
"CLDN2",-0.0877
"CLDN20",0
"CLDN22",0
"CLDN23",-0.2468
"CLDN25",0
"CLDN3",-0.1478
"CLDN3",-0.1478
"CLDN34",0.1962
"CLDN4",1.2074
"CLDN5",0
"CLDN6",0
"CLDN7",0
"CLDN8",0
"CLDN9",0
"CLDND1",0
"CLDND2",0
"CLEC10A",0
"CLEC11A",0
"CLEC12A",0
"CLEC12B",0
"CLEC14A",0
"CLEC16A",0
"CLEC17A",0
"CLEC18A",0
"CLEC18B",0
"CLEC18C",0
"CLEC1A",0
"CLEC1B",0
"CLEC2A",0
"CLEC2B",0
"CLEC2D",0
"CLEC2D",0
"CLEC2D",0
"CLEC2L",0
"CLEC3A",0
"CLEC3B",0
"CLEC4A",0
"CLEC4C",0
"CLEC4D",0
"CLEC4E",0
"CLEC4F",0
"CLEC4G",0
"CLEC4M",0
"CLEC4M",0
"CLEC5A",0.0789
"CLEC6A",0
"CLEC7A",0
"CLEC9A",0
"CLECL1",0
"CLECSF5",0
"CLECSF6",0
"CLECSF9",0
"CLG01",0
"CLGN",0
"CLHC1",0
"CLIC1",-0.0818
"CLIC2",0.2456
"CLIC3",1.3014
"CLIC4",0
"CLIC5",0
"CLIC6",0
"CLINT1",0
"CLIP1",0
"CLIP2",-0.3114
"CLIP3",0
"CLIP4",0
"CLIPR-59",0
"CLK1",0
"CLK2",0
"CLK2P1",0.123
"CLK3",0
"CLK4",0
"CLLU1",0
"CLLU1OS",0
"CLMN",0
"CLMP",0
"CLN3",0
"CLN6",0
"CLN8",-0.2934
"CLNK",0
"CLNS1A",0
"CLOCK",0
"CLP1",0
"CLPB",0
"CLPP",0
"CLPS",0
"CLPSL1",0
"CLPSL2",0
"CLPTM1",0
"CLPTM1L",0
"CLPX",0
"CLRN1",0
"CLRN2",0
"CLRN3",0
"CLSP",0
"CLSPN",0
"CLST11240",0
"CLSTN1",0
"CLSTN2",0
"CLSTN3",0
"CLTA",0.1145
"CLTB",0
"CLTC",0
"CLTCL1",0
"CLU",-0.1094
"CLUAP1",0
"CLUH",0
"CLUL1",0
"CLVS1",0.0067
"CLVS2",0
"CLYBL",0
"CMA1",0
"CMAH",0
"CMAR",0
"CMAS",0
"CMBL",0
"CMC1",0
"CMC2",0
"CMC4",0.0888
"CMIP",0
"CMKLR1",0
"CML2",0
"CMPK1",0
"CMPK2",0
"CMRF35",0
"CMSS1",0
"CMTM1",0
"CMTM2",0
"CMTM3",0
"CMTM4",0
"CMTM5",0
"CMTM6",0
"CMTM7",0
"CMTM8",0
"CMTR1",0
"CMTR2",0
"CMYA5",0
"CN294989",0
"CN312045",0
"CNBD1",0.022
"CNBD2",0
"CNBP",0
"CNCG2",0
"CNDP1",0
"CNDP2",0
"CNDP2",0
"CNEP1R1",0
"CNFN",0
"CNGA1",0
"CNGA2",-0.0316
"CNGA3",0
"CNGA4",0
"CNGB1",0
"CNGB3",0.0279
"CNIH1",0
"CNIH2",0
"CNIH3",0
"CNIH4",0
"CNKSR1",0
"CNKSR2",0.0666
"CNKSR3",-0.1191
"CNN1",0
"CNN2",0
"CNN3",0
"CNNM1",0
"CNNM2",0
"CNNM3",0
"CNNM4",0
"CNOT1",0
"CNOT1",0
"CNOT10",0
"CNOT11",0
"CNOT2",0
"CNOT2",0
"CNOT3",0
"CNOT4",0.0489
"CNOT4",0.0489
"CNOT6",0
"CNOT6",0
"CNOT6L",0
"CNOT7",0.008
"CNOT8",0
"CNOT9",0
"CNP",0
"CNPPD1",0
"CNPY1",-0.0733
"CNPY2",0
"CNPY3",0
"CNPY4",-0.2174
"CNR1",0
"CNR1",0
"CNR2",0
"CNRIP1",0
"CNST",0
"CNT3",0
"CNTD1",0
"CNTD2",0
"CNTF",0
"CNTFR",-0.2407
"CNTLN",-0.4156
"CNTN1",0
"CNTN2",0
"CNTN3",0
"CNTN4",0
"CNTN5",0
"CNTN6",0
"CNT0.0P1",0
"CNT0.0P2",-0.0458
"CNT0.0P3",0
"CNT0.0P3B",-0.3411
"CNT0.0P4",0
"CNT0.0P5",0
"CNTRL",0.2194
"CNTROB",0
"COA1",0.7164
"COA3",0
"COA4",0
"COA5",0
"COA6",0
"COA7",0
"COASY",0
"COBL",-0.0788
"COBL",-0.0788
"COBLL1",0
"COBLL1",0
"COBRA1",0
"COCH",0
"COCH",0
"COG1",0
"COG2",0
"COG2",0
"COG3",0
"COG4",0
"COG5",0.1117
"COG6",0
"COG7",0
"COG8",0
"COIL",0
"COL10A1",-0.0476
"COL11A1",0
"COL11A2",0.0445
"COL12A1",0
"COL13A1",0
"COL14A1",-0.3031
"COL14A1",-0.3031
"COL15A1",-0.181
"COL16A1",0
"COL17A1",0
"COL18A1",0
"COL19A1",0
"COL1A1",0
"COL1A2",-0.27
"COL20A1",0
"COL21A1",0
"COL22A1",-0.2596
"COL23A1",0
"COL24A1",0
"COL25A1",0
"COL26A1",-0.0154
"COL27A1",-0.1432
"COL28A1",0.1861
"COL2A1",0
"COL3A1",0
"COL3A1",0
"COL4A1",0
"COL4A2",0
"COL4A3",0
"COL4A3BP",0
"COL4A4",0
"COL4A5",-0.3166
"COL4A5",-0.3166
"COL4A6",-0.3878
"COL4A6",-0.3878
"COL5A1",-0.2121
"COL5A1",-0.2121
"COL5A2",0
"COL5A3",0
"COL6A1",0
"COL6A2",0
"COL6A3",0
"COL6A6",0
"COL7A1",0
"COL8A1",0
"COL8A2",0
"COL9A1",0
"COL9A2",0
"COL9A3",0
"COLCA2",0
"COLEC10",0.1717
"COLEC11",0
"COLEC12",0
"COLGALT1",0
"COLGALT2",0
"COLQ",0
"COM1",0
"COMMD1",0
"COMMD10",0
"COMMD2",0
"COMMD3",0
"COMMD4",0
"COMMD5",0.0054
"COMMD6",0
"COMMD7",0
"COMMD7",0
"COMMD8",0
"COMMD9",0
"COMP",0
"COMP",0
"COMT",0
"COMTD1",0
"COPA",0
"COPA",0
"COPB1",0
"COPB2",0
"COPE",0
"COPG",0
"COPG1",0
"COPG2",0
"COPRS",0
"COPS2",0
"COPS3",0
"COPS4",0
"COPS4",0
"COPS5",0.0614
"COPS6",0.0594
"COPS7A",0
"COPS7B",0
"COPS8",0
"COPS9",0
"COPZ1",0
"COPZ2",0
"COQ10A",0
"COQ10B",0
"COQ10B",0
"COQ2",0
"COQ3",0
"COQ4",0.1962
"COQ5",0
"COQ6",0
"COQ7",0
"COQ7",0
"COQ8A",0
"COQ8B",0
"COQ9",0
"CORIN",0
"CORO1A",0
"CORO1B",0
"CORO1C",0
"CORO1C",0
"CORO2A",0.011
"CORO2B",0
"CORO6",0
"CORO7",0
"CORT",0
"COTL1",0
"COVA1",0
"COVA1",0
"COX1",0.0105
"COX10",0
"COX11",0
"COX14",0
"COX15",0
"COX15",0
"COX16",0
"COX17",0
"COX18",0
"COX18",0
"COX19",-0.0025
"COX2",0.0201
"COX20",0
"COX4I1",0
"COX4I1",0
"COX4I2",0
"COX5A",0
"COX5A",0
"COX5B",0
"COX6A1",0
"COX6A2",0
"COX6B1",0
"COX6B2",0
"COX6C",-0.1518
"COX7A1",0
"COX7A2",0
"COX7A2L",0
"COX7B",-0.0608
"COX7B",-0.0608
"COX7B2",0
"COX7C",0
"COX8A",0
"COX8C",0
"CP",0
"CP110",0
"CPA1",-0.1156
"CPA2",-0.3441
"CPA3",0
"CPA4",0.9018
"CPA5",0.0101
"CPA6",-0.2704
"CPA6",-0.2704
"CPAH",0
"CPAMD8",0
"CPAP",0
"CPB1",0
"CPB2",0
"CPD",0
"CPE",0
"CPEB1",0
"CPEB2",0
"CPEB2",0
"CPEB3",0
"CPEB4",0
"CPED1",0.2236
"CPF",0
"cPLA2",0
"cPLA2 gamma",0
"CPLX1",0
"CPLX2",0
"CPLX3",0
"CPLX4",0
"CPM",0
"CPN1",0
"CPN2",0
"CPNE1",0
"CPNE2",0
"CPNE3",0.0063
"CPNE4",0
"CPNE5",0
"CPNE6",0
"CPNE6",0
"CPNE7",0
"CPNE8",0
"CPNE8",0
"CPNE9",0
"CPO",0
"CPOX",0
"CPPED1",0
"CPQ",-0.527
"CPR2",0
"CPR8",0
"CPS1",0
"CPSF1",0.1556
"CPSF2",0
"CPSF3",0
"CPSF3L",0
"CPSF3L",0
"CPSF4",0.151
"CPSF4L",0
"CPSF6",0
"CPSF7",0
"CPT1A",0
"CPT1B",0
"CPT1C",0
"CPT2",0
"CPTP",0
"CPVL",-0.1907
"CPX-1",0
"CPXCR1",0.0025
"CPXM1",0
"CPXM2",0
"CPZ",0
"CR1",0
"CR1L",0
"CR2",0
"CR590573",0
"CR592318",0
"CR597260",0
"CR601260",0
"CR602022",0
"CR602075",0
"CR603951",0
"CR609843",0
"CR609948",0
"CR610181",0
"CR610211",0
"CR611122",0
"CR611332",0
"CR617556",0
"CR622072",0
"CR624517",0
"CR626729",0
"CR749547",0
"CR749652",0
"CRABP1",0
"CRABP2",0
"CRACR2A",0
"CRACR2B",0
"CRADD",0
"CRAM-A",0
"CRAMP1",0
"CRAMP1L",0
"CRAMP1L",0
"CRARF",0
"CRAT",-0.4828
"CRB1",0
"CRB2",-0.0584
"CRB3",0
"CRBN",0
"CRCP",0.1863
"CRCT1",0
"CRCT1",0
"Creb-rp",0
"CREB1",0
"CREB1",0
"CREB3",-0.1469
"CREB3L1",0
"CREB3L2",0.2028
"CREB3L3",0
"CREB3L3",0
"CREB3L4",0
"CREB5",-0.4111
"CREB5",-0.4111
"CREBBP",0
"CREBBP",0
"CREBL1",0
"CREBL2",0
"CREBL2",0
"CREBRF",0
"CREBZF",0
"CREG1",0
"CREG2",0
"CRELD2",0
"CREM",0
"CREM",0
"CRH",0.0438
"CRH2R",0
"CRHBP",0
"CRHR1",0
"CRHR1-IT1-CRHR1",0
"CRHR2",-0.1771
"CRHSP-24",0
"CRIM1",0
"CRIP1",0
"CRIP2",0
"CRIP3",0
"CRIPAK",0
"CRIPT",0
"CRISP-1delta",0
"CRISP1",0
"CRISP2",0
"CRISP3",0
"CRISPLD1",0.0907
"CRISPLD2",0
"CRISPLD2",0
"CRISPLD2",0
"CRK",0
"CRKL",0
"CrkRS",0
"CRKRS",0
"CRLF1",0
"CRLF2",-0.2864
"CRLF3",0
"CRLS1",0
"CRMP1",0
"CRNDE",0
"CRNKL1",0
"CRNN",0
"CROCC",0
"CROT",0.1113
"CRP",0
"CRR9",0
"CRSP2",0
"CRSP2",0
"CRSP3",0
"CRSP3",0
"CRSP6",0
"CRSP6",0
"CRSP7",0
"CRSP7",0
"CRSP8",0
"CRSP9",0
"CRTAC1",0
"CRTAM",0
"CRTAP",0
"CRTC1",0
"CRTC1",0
"CRTC2",0
"CRTC2",0
"CRTC3",0
"CRTM",0
"CRX",0
"CRY1",0
"CRY1",0
"CRY2",0
"CRY2",0
"CRY2",0
"CRYAA",0
"CRYAB",0
"CRYBA1",0
"CRYBA2",0
"CRYBA4",0
"CRYBB1",0
"CRYBB2",0
"CRYBB2P1",0
"CRYBB3",0
"CRYGA",0
"CRYGB",0
"CRYGC",0
"CRYGD",0
"CRYGD",0
"CRYGN",-0.1753
"CRYGS",0
"CRYL1",0
"CRYM",0
"CRYZ",0
"CRYZL1",0
"CS",0
"CS-1",0
"CS2",0
"CSAD",0
"CSAG1",-0.1535
"CSAG3",0.0172
"CSBP",0
"CSDA",0
"CSDC2",0
"CSDC2",0
"CSDE1",0
"CSDUFD1",0
"CSE1",0
"CSE1L",0
"CSF1",0
"CSF1R",0
"CSF2",0
"CSF2RA",0.0278
"CSF2RA",0.0278
"CSF2RB",0
"CSF3",0
"CSF3R",0
"CSGAL0.0CT1",-0.0893
"CSGAL0.0CT2",0
"CSH1",0
"CSH2",0
"CSHL1",0
"CSK",0
"CSL4",0
"CSMD1",-0.0733
"CSMD2",0
"CSMD3",-0.5677
"CSN1",0
"CSN10",0
"CSN1S1",0
"CSN2",0
"CSN3",0
"CSNK1A1",0
"CSNK1A1",0
"CSNK1A1L",0
"CSNK1D",0
"CSNK1D",0
"CSNK1E",0
"CSNK1E",0
"CSNK1G1",0
"CSNK1G1",0
"CSNK1G1L",0
"CSNK1G2",0
"CSNK1G2",0
"CSNK1G3",0
"CSNK2A1",0
"CSNK2A2",0
"CSNK2B",0.0512
"CSPG2",0
"CSPG4",0
"CSPG4P1Y",-0.2992
"CSPG5",0
"CSPP1",-0.0771
"CSR1",0
"CSR2",0
"CSRNP1",0
"CSRNP2",0
"CSRNP3",0
"CSRP1",0
"CSRP2",0
"CSRP3",0
"CST1",0
"CST11",0
"CST2",0
"CST3",0
"CST4",0
"CST5",0
"CST6",0
"CST7",0
"CST8",0
"CST9",0
"CST9L",0
"CSTA",0
"CSTB",0
"CSTF1",0
"CSTF2",0.3387
"CSTF2T",0
"CSTF3",0
"CSTL1",0
"CSX",0
"CT45A1",-0.2345
"CT45A2",0
"CT45A3",0
"CT45A5",-0.2466
"CT47A10",-0.1249
"CT47A11",0
"CT47B1",-0.1631
"CT55",0.0953
"CT62",0
"CT83",0.1723
"CTAG1B",-0.132
"CTAG2",-0.1252
"CTAGE-1",0
"CTAGE1",0
"CTAGE15",0.2253
"CTAGE4",0
"CTAGE5",0
"CTAGE6",0
"CTAGE9",0.2404
"CTBP1",0
"CTBP1",0
"CTBP2",0
"CTBS",0
"CTBS",0
