"Gene","FOSB"
"SUCLG2",-0.2526
"SUCNR1",0
"SUCO",0
"SUDS3",-0.0073
"SUFU",0.1226
"SUFU",0.3001
"SUGCT",0
"SUGP1",0
"SUGP2",0
"SUGT1",0
"SUGT1P1",0
"SUHW1",0.2302
"SUHW2",0.8921
"SUHW3",-0.0025
"SUHW4",-0.1345
"SULF1",0.5514
"SULF2",-0.0582
"SULT1A1",0
"SULT1A2",0
"SULT1A3",0.1555
"SULT1A3",0.4569
"SULT1B1",0
"SULT1C1",0
"SULT1C2",0
"SULT1C3",0
"SULT1C4",0
"SULT1E1",0.8469
"SULT2A1",0
"SULT2B1",0.0766
"SULT4A1",0
"SULTX3",0
"SUMF1",0
"SUMF2",0
"SUMO1",3.4093
"SUMO1P1",0.0349
"SUMO1P3",-1.2001
"SUMO2",-0.0883
"SUMO2",-0.0117
"SUMO3",0
"SUN1",0
"SUN2",0
"SUN3",0
"SUN5",0
"SUOX",0
"SUPAR",0
"SUPT16H",-1.0299
"SUPT16H",0.5249
"SUPT20H",0
"SUPT20HL1",0
"SUPT20HL2",0
"SUPT3H",0.2382
"SUPT4H1",-0.1693
"SUPT4H1",0.598
"SUPT5H",3.1712
"SUPT6H",0.8037
"SUPT6H",0.0363
"SUPT7L",-0.1059
"SUPT7L",0.0499
"SUPV3L1",0
"SUR1",0
"SURB7",-0.8558
"SURF1",-0.2436
"SURF2",0
"SURF4",0
"SURF5",-0.0194
"SURF5",0.0289
"SURF5",-0.7277
"SURF6",0
"SUSD1",0
"SUSD2",0
"SUSD3",0
"SUSD4",0
"SUSD5",0
"SUSD6",0
"SUT1",0
"SUV39H1",-0.0183
"SUV39H2",-0.0072
"SUV39H2",-0.09
"SUV420H1",-0.1492
"SUV420H1",0.3549
"SUV420H2",-0.04
"SUZ12",0.0765
"SUZ12",0.0149
"SUZ12",-0.0719
"SV2A",0
"SV2B",0
"SV2C",0
"SVBP",0
"SVCT1",0
"SVCT2",0
"SVEP1",0
"SVIL",-0.8626
"SVIP",0
"SVOP",0
"SVOPL",0
"SWAP70",0.2975
"SWI5",0
"SWSAP1",0
"SWT1",0
"SYAP1",0
"SYBU",0
"SYCE1",0
"SYCE1L",0
"SYCE2",0
"SYCE3",0
"SYCN",0
"SYCP1",0
"SYCP2",0
"SYCP2L",0
"SYCP3",0
"SYDE1",0
"SYDE2",0
"SYF2",0
"SYK",0
"SYMPK",-1.8781
"SYN1",0
"SYN2",0
"SYN3",0
"SYNC",0
"SYNCOILIN",0
"SYNCRIP",0.4199
"SYNCRIP",0.6698
"SYNCRIP",0.2702
"SYNDIG1",0
"SYNDIG1L",0
"SYNE1",0
"SYNE2",0
"SYNE3",0
"SYNE4",0
"SYNGAP1",0
"SYNGR1",0
"SYNGR2",0
"SYNGR3",0
"SYNGR4",2.1039
"SYNJ1",-0.0965
"SYNJ1",0.1428
"SYNJ2",-0.0359
"SYNJ2",0.7469
"SYNJ2BP",0
"SYNM",0
"SYNPO",0
"SYNPO2",0
"SYNPO2L",0
"SYNPR",0
"SYNRG",0
"SYP",1.2409
"SYPL1",-0.0736
"SYPL1",-0.6203
"SYPL2",0
"SYS1",0.2123
"SYT1",0
"SYT10",0
"SYT11",0
"SYT12",0
"SYT13",0
"SYT14",0
"SYT15",0
"SYT16",0
"SYT17",0
"SYT2",0.8919
"SYT3",0
"SYT4",0
"SYT5",0
"SYT7",0.5458
"SYT8",0
"SYT9",0.1695
"SYT9",0.6288
"SYTL1",0
"SYTL2",0
"SYTL3",0
"SYTL4",0.7973
"SYTL5",0
"SYVN1",-0.1638
"SYVN1",0.2578
"SZF1",0
"SZRD1",0
"T",0.4987
"T-Star",0
"T1A-2",0
"T3 receptor-associating cofactor-1, TRAC-1",0
"TA-NFKBH",0.1566
"TAAR1",0
"TAAR2",0
"TAAR3",0
"TAAR5",0
"TAAR6",0
"TAAR8",0
"TAAR9",0
"TAB1",0
"TAB2",0
"TAB3",0
"TAC1",0
"TAC1R",0
"TAC3",0
"TAC3RL",0
"TAC4",1.0826
"TACC1",-0.117
"TACC1",-7e-04
"TACC2",0.6947
"TACC2",-0.5812
"TACC3",0
"TACI",0
"TACO1",0
"TACR1",0
"TACR2",0
"TACR3",0
"TACSTD2",-0.0328
"TACTILE",0
"TADA1",0
"TADA1L",-0.2454
"TADA2A",0
"TADA2B",0
"TADA2L",0.0705
"TADA2L",0.3259
"TADA3",0
"TADA3L",-0.0628
"TADA3L",-0.2964
"TAF1",0.9316
"TAF1",0.6522
"TAF10",0.1044
"TAF11",-3.8533
"TAF12",-0.0694
"TAF13",0.2076
"TAF15",0
"TAF1A",0.0515
"TAF1B",0.1566
"TAF1C",0.9395
"TAF1C",0.0366
"TAF1D",0
"TAF1L",0.5754
"TAF2",-1.1885
"TAF2",-0.6322
"TAF2",0.2905
"TAF2C1",0
"TAF2Q",0
"TAF3",0.9682
"TAF3",0.1898
"TAF3",-0.1004
"TAF4",-0.16
"TAF4B",0.4019
"TAF5",0.0187
"TAF5L",1.1894
"TAF5L",0.232
"TAF6",-0.4126
"TAF6L",-0.0041
"TAF7",0.1003
"TAF7L",0.8995
"TAF8",0
"TAF9",0.8867
"TAF9",0.113
"TAF9",0.1921
"TAF9B",-0.4064
"TAF9B",0.1531
"TAF9B",0.4572
"TAFII105",0
"TAFII170",0
"TAGAP",0
"TAGLN",-0.8237
"TAGLN",-0.8481
"TAGLN2",0
"TAGLN3",0.2948
"TAIP-2",0.3292
"TAK1",0
"tAKR",0.0962
"tAKR",0.3182
"TAL1",0.5776
"TAL1",1.3796
"TAL2",0.4365
"TALDO1",0
"TAMM41",0
"TANC1",0
"TANC2",0
"TANGO2",0
"TANGO6",0
"TANK",0
"TAOK1",0
"TAOK2",-1.3453
"TAOK2",0.1096
"TAOK3",0
"TAP1",-0.3229
"TAP2",0
"tapasin",0
"TAPBP",0
"TAPBPL",0
"TAPT1",0
"TARBP-b",0
"TARBP1",-0.1231
"TARBP2",-0.4076
"TARDBP",0.0471
"TARDBP",0.2407
"TARM1",0
"TARS",0
"TARS2",0
"TARSL2",0
"TAS1R1",0
"TAS1R2",0
"TAS2R1",0
"TAS2R10",0.2045
"TAS2R13",0
"TAS2R14",0
"TAS2R16",0
"TAS2R19",0
"TAS2R20",0
"TAS2R3",0
"TAS2R31",0
"TAS2R38",0
"TAS2R39",0
"TAS2R4",0
"TAS2R40",0
"TAS2R41",0
"TAS2R43",0
"TAS2R46",0
"TAS2R5",0
"TAS2R50",0
"TAS2R60",0
"TAS2R7",0
"TAS2R8",0
"TAS2R9",0
"TASP1",-0.3085
"TAT",0.6586
"TAT",-0.2397
"TATDN1",0
"TATDN2",0
"TATDN3",0
"TAX1BP1",-0.0335
"TAX1BP3",0
"TAZ",0
"TB1",0
"TBATA",0
"TBC1D1",0
"TBC1D10A",0
"TBC1D10B",0
"TBC1D10C",0
"TBC1D12",-0.0684
"TBC1D12",0.5812
"TBC1D13",0
"TBC1D14",0
"TBC1D15",0
"TBC1D16",0
"TBC1D17",-0.0243
"TBC1D19",-5e-04
"TBC1D2",0
"TBC1D20",0
"TBC1D21",0
"TBC1D22A",-1.5891
"TBC1D22B",0
"TBC1D23",0
"TBC1D24",0
"TBC1D25",0
"TBC1D28",0
"TBC1D29",0
"TBC1D2B",-0.1683
"TBC1D2B",0.1964
"TBC1D30",0
"TBC1D31",0
"TBC1D32",0
"TBC1D3B",0
"TBC1D3C",0
"TBC1D3F",0
"TBC1D3G",0
"TBC1D3H",0
"TBC1D3L",0
"TBC1D3P2",0
"TBC1D4",0.1652
"TBC1D5",0.0869
"TBC1D5",-0.2022
"TBC1D7",0
"TBC1D8",-0.5578
"TBC1D8B",-0.1295
"TBC1D8B",-0.1588
"TBC1D9",0.2615
"TBC1D9B",0
"TBCA",0
"TBCB",0
"TBCCD1",0
"TBCD",0
"TBCE",0
"TBCEL",0
"TBCK",0
"TBK1",0
"TBKBP1",0
"TBL1",0
"TBL1X",0.1136
"TBL1XR1",-3.0982
"TBL1XR1",-0.6174
"TBL1XR1",0.7029
"TBL1XR1",0.001
"TBL1Y",0.2457
"TBL2",0
"TBL3",0
"TBLR1",0
"TBN",0.7078
"TBP",-0.1212
"TBPL1",1.2311
"TBPL2",0
"TBR1",0.4652
"TBRG1",0
"TBRG4",0
"TBX1",1.3091
"TBX1",0.2098
"TBX10",-0.0625
"TBX15",1.2888
"TBX18",0
"TBX19",-0.0206
"TBX19",1.3131
"TBX2",1.5081
"TBX20",0.1583
"TBX21",0.4223
"TBX22",0.461
"TBX3",1.6277
"TBX3",-0.2126
"TBX3-iso",0
"TBX4",1.4462
"TBX5",0.8114
"TBX5",1.1967
"TBX6",0.6779
"TBXA2R",0
"TBXAS1",0
"TC1",0
"TC10",0
"TC21",0
"TC3",0
"TCAF1",0
"TCAF2",0
"tcag7.907",0
"TCAIM",0
"TCAM-1",0
"TCAP",0
"TCBAP0758",0
"TCEA1",-0.0519
"TCEA1",0.1744
"TCEA2",-0.0623
"TCEA3",0.4575
"TCEA3",0.6567
"TCEA3",0.7793
"TCEAL1",2.0421
"TCEAL2",0.6331
"TCEAL3",-0.3695
"TCEAL4",-0.111
"TCEAL5",-0.8175
"TCEAL6",-0.296
"TCEAL7",2.187
"TCEAL7",1.2542
"TCEAL8",0.0351
"TCEAL9",0
"TCEANC",0
"TCEANC2",0
"TCEB1",-0.0945
"TCEB2",-0.0613
"TCEB2",-0.0268
"TCEB3",1.0172
"TCEB3",-0.4946
"TCEB3B",0.6125
"TCEB3C",1.1871
"TCEB3CL2",0
"TCEB3L",0
"TCERG1",-0.1307
"TCERG1L",0.8899
"TCF-3",0
"TCF1",-1.2408
"TCF1",0.7387
"TCF12",0.3377
"TCF12",0.0962
"TCF12",0.1878
"TCF15",1.0179
"TCF15",1.0543
"TCF19",0.0684
"TCF19",0.3195
"TCF2",0.0222
"TCF2",0.3563
"TCF20",2.6517
"TCF21",0.6467
"TCF23",0.1248
"TCF24",0
"TCF25",0.686
"TCF25",-0.4024
"TCF3",-0.1246
"TCF3",-0.2318
"TCF4",0.7824
"TCF7",0.4503
"TCF7L1",0.0237
"TCF7L2",2.3687
"TCF7L2",0.1633
"TCF8",1.5116
"TCFL5",0.5834
"TCFL5",-0.2529
"TCHH",0
"TCHHL1",0
"TCHP",0
"TCIRG1",0
"TCL1A",0
"TCL1B",0
"TCL6",0
"TCN1",-1.5006
"TCN2",0
"TCOF1",-0.0841
"TCOF1",0.8515
"TCP1",0
"TCP10",0
"TCP10L",0
"TCP10L2",0
"TCP11",0
"TCP11L1",0
"TCP11L2",0.9505
"TCP11X2",0
"TCRA",0
"TCRB",0
"TCRBV13S1-TCRBJ2S1",0
"TCRG",0
"TCRGC2",0
"TCTA",0
"TCTE1",0
"TCTE3",0
"TCTEX1D1",0.6902
"TCTEX1D2",0
"TCTEX1D4",0
"TCTN1",0
"TCTN2",0
"TCTN3",0
"TDG",0
"TDGF1",0.2774
"TDGF1",2.1996
"TDGF1P3",0
"TDGF3",0.6358
"TDH",0
"TDO2",0
"TDP1",0
"TDP2",0
"TDPGD",0
"TDRD1",0
"TDRD10",0
"TDRD12",0
"TDRD3",0
"TDRD5",0
"TDRD6",0
"TDRD7",0
"TDRD9",0
"TDRKH",0.1965
"TDRKH",0.323
"TDRP",0
"TEAD1",0.3284
"TEAD2",-0.0141
"TEAD3",0.0778
"TEAD3",0.2908
"TEAD4",0.3316
"TEC",0.2192
"TEC",0.7866
"TECPR1",0
"TECPR2",0
"TECR",0
"TECRL",0
"TECTA",0
"TECTB",0
"TED",0
"TEDDM1",0
"TEF",0.4593
"TEF",0.505
"TEFM",0
"TEK",0
"TEKT1",0
"TEKT2",0
"TEKT3",0
"TEKT4",0
"TEKT4P2",0
"TEKT5",0
"TEL2",0
"TELO2",0
"TEM1",0
"TEM2",0
"TEM7",0
"TENC1",0
"TENM1",0
"TENM2",0
"TENM3",0
"TENM4",0
"TEP1",1.4581
"TEP1",0.729
"TEPP",0
"TEPSIN",0
"TERA",0
"TERB1",0
"TERB2",0
"TERE1",0
"TERF1",-0.1254
"TERF1",-0.4808
"TERF1",-0.4585
"TERF2",-0.0977
"TERF2IP",0.5026
"TERT",0
"TES",0
"TESC",0.006
"TESK1",0
"TESK2",0
"TESMIN",0
"TESPA1",0
"TET1",0
"TET2",0
"TETM4",0
"TEX10",0
"TEX101",0
"TEX11",0
"TEX12",0
"TEX13A",0
"TEX13B",0
"TEX14",0
"TEX15",0
"TEX19",0
"TEX2",0
"TEX22",0
"TEX26",0
"TEX261",0
"TEX264",0
"TEX28",0
"TEX29",0
"TEX30",0
"TEX33",0
"TEX35",0
"TEX36",0
"TEX37",0
"TEX38",0
"TEX40",0
"TEX43",0
"TEX9",0
"TF",0
"TFAM",0.0448
"TFAM",0.2288
"TFAP2A",-0.1291
"TFAP2B",0.4085
"TFAP2C",-0.4405
"TFAP2D",0.8476
"TFAP2E",0.1116
"TFAP4",-0.1371
"TFB1M",0.1321
"TFB2M",0.0145
"TFCP2",-0.2065
"TFCP2",-0.208
"TFCP2L1",-1.4121
"TFDP1",-0.0878
"TFDP1",-0.7094
"TFDP2",0
"TFDP3",0.6634
"TFE3",0.5393
"TFEB",0.3773
"TFEC",0.9501
"TFEC",0.3726
"TFF1",0
"TFF2",0
"TFG",0
"TFIIS",0
"TFIP11",-0.9254
"TFNR",0
"TFPI",0
"TFPI2",-4.4537
"TFPI2",0.2369
"TFPIbeta",0
"TFPT",0
"TFR2",0
"TFRC",0.941
"TG",0
"TGDS",0.0571
"tgf-beta",0
"TGFA",-0.1312
"TGFB1",0.0666
"TGFB1I1",-0.1354
"TGFB2",3.2614
"TGFB2",-0.1258
"TGFB3",-0.011
"TGFB3",0.7551
"TGFBI",0.5967
"TGFBR1",0.2488
"TGFBR2",0
"TGFBR3",0.8507
"TGFBR3L",0
"TGFBRAP1",-0.4762
"TGIF",-2.2132
"TGIF1",0
"TGIF2",0.1227
"TGIF2LX",0
"TGIF2LY",1.1232
"TGM1",-0.1484
"TGM2",-0.1143
"TGM2",-0.1749
"TGM3",0
"TGM4",0
"TGM5",0
"TGM6",0
"TGM7",0
"TGOLN2",2.9418
"TGOLN2",0.0653
"TGS1",0.0649
"TGT",0
"TH",0
"TH1",0
"TH1L",0.2682
"TH1L",-0.3385
"THADA",0
"THAP1",-0.371
"THAP10",0
"THAP11",0.384
"THAP12",0
"THAP2",0.0432
"THAP2",0.1966
"THAP3",0
"THAP4",0
"THAP5",0
"THAP5P1",0
"THAP6",0
"THAP7",0.2843
"THAP8",0
"THAP9",0
"THBD",-0.4768
"THBS1",0.411
"THBS1",1.2367
"THBS2",0
"THBS3",-1.1056
"THBS4",0
"THEG",0
"THEG5",0
"THEGL",0
"THEM2",-0.1039
"THEM4",0
"THEM5",0
"THEM6",0
"THEMIS",0
"THEMIS2",0
"THG-1",0
"THG1L",0
"THNSL1",0.1389
"THNSL2",0
"THOC1",0.0316
"THOC2",-1.6907
"THOC3",0
"THOC5",0
"THOC6",0.3789
"THOC7",0
"THOP1",0
"THP1",0
"THPO",0
"THRA",0.6869
"THRA",0.4426
"THRA1",0
"THRAP1",-0.0653
"THRAP1",-0.0872
"THRAP2",0.0202
"THRAP2",0.7953
"THRAP3",-0.1922
"THRAP3",-0.0926
"THRAP3",0.0837
"THRAP4",-1.7685
"THRAP5",-0.1193
"THRAP6",-0.1756
"THRB",0.2506
"THRSP",0
"THSD1",-0.0969
"THSD4",0
"THSD7A",0
"THTPA",0
"thTPO",0
"THUMPD1",0
"THUMPD2",0
"THUMPD3",0
"THW",0
"THY1",0
"THYN1",-0.3285
"TIA1",-0.0745
"TIAF1",0
"TIAL1",0.0345
"TIAM1",0.3589
"TIAM2",0.2528
"TICAM1",0.2459
"TICAM1",-0.1335
"TICAM2",0
"TICRR",0
"TIE1",0
"TIFA",0
"TIFAB",0
"TIGAR",0
"TIGD1",0.153
"TIGD1",0.028
"TIGD2",0.5217
"TIGD3",-0.0971
"TIGD4",0.6876
"TIGD5",-0.2951
"TIGD6",0.5079
"TIGD6",0.1653
"TIGD7",0.4041
"TIGIT",0
"TIL3",0
"TILZ4a",0
"TILZ4b",0
"TIM22",0
"TIM23",0
"TIMD4",0
"TIMELESS",-0.3159
"TIMELESS",0.5995
"TIMM10",0
"TIMM10B",0
"TIMM13",-0.0388
"TIMM13A",0
"TIMM13B",0
"TIMM17A",0
"TIMM17B",0
"TIMM21",0
"TIMM22",0
"TIMM23",0
"TIMM44",0
"TIMM8A",0
"TIMM8B",-0.0654
"TIMM9",0
"TIMMDC1",0
"TIMP1",-0.7101
"TIMP2",0.8168
"TIMP3",0
"TIMP4",0
"TI0.0G",0
"TI0.0GL1",0
"TINF2",0
"TINUR",0
"TIP120",0
"TIP30",0
"TIP39",-0.252
"TIPARP",0.2421
"TIPIN",0
"TIPR",0
"TIPRL",0
"TIRAP",0
"TITF1",-0.1455
"TITF1",0.3119
"TJAP1",0.3149
"TJP1",0
"TJP2",0
"TJP3",0.4022
"tk",0
"TK1",0
"TK2",0.2607
"TK2",0.1045
"TKFC",0
"TKT",0
"TKTL1",0
"TKTL2",0
"TLCD1",0
"TLCD2",0
"TLDC1",0
"TLDC2",0
"TLE1",0.3731
"TLE2",0.4475
"TLE3",-0.0278
"TLE3",0.421
"TLE4",1.6197
"TLE4",0.077
"TLE6",0.5698
"TLH29",0
"TLH6",0
"TLK1",0
"TLK2",0
"TLL1",0.7586
"TLL2",0
"TLN1",-0.0385
"TLN1",-0.0322
"TLN2",-0.0565
"TLN2",-0.2861
"TLOC1",2.2345
"TLOC1",1.4081
"TLOC1",0.1715
"TLR1",0
"TLR10",0
"TLR2",0.4031
"TLR3",-0.072
"TLR4",0.0871
"TLR4",1.642
"TLR4",0.6292
"TLR5",0
"TLR6",-0.049
"TLR6",0.4574
"TLR7",0
"TLR8",0
"TLR9",0.615
"TLX1",0.0601
"TLX2",0.2449
"TLX2",1.7957
"TLX3",0.3795
"TM2D1",0
"TM2D2",0
"TM2D3",0
"TM4SF1",-0.3153
"TM4SF18",0
"TM4SF19",0
"TM4SF20",0
"TM4SF4",0
"TM4SF5",0.3337
"TM6SF1",0
"TM6SF2",0
"TM7SF2",-0.485
"TM7SF2",0.1137
"TM7SF3",0.0597
"TM7SF3",0.1541
"TM9SF1",0
"TM9SF2",0
"TM9SF3",0
"TM9SF4",0
"TMA16",0
"TMA7",0
"TMBIM1",0
"TMBIM4",0
"TMBIM6",0
"TMC1",0
"TMC2",0
"TMC3",0
"TMC4",0
"TMC5",0
"TMC6",0
"TMC7",0
"TMC8",0
"TMCC1",0.0893
"TMCC1",-2.9466
"TMCC2",0
"TMCC3",0.1221
"TMCC3",0.2875
"TMCO1",-2.714
"TMCO1",-2.2621
"TMCO2",0
"TMCO3",0
"TMCO4",0
"TMCO5A",0
"TMCO6",0
"TMCO7",0
"TMED1",0
"TMED10",-0.1554
"TMED10P1",0
"TMED2",0
"TMED3",0
"TMED4",0
"TMED5",1.5781
"TMED5",0.1265
"TMED6",0
"TMED7",0.1175
"TMED8",0
"TMED9",0
"TMEFF1",0.1586
"TMEFF2",0
"TMEM1",0
"TMEM10",0.3384
"TMEM10",1.3803
"TMEM100",0
"TMEM101",3.6951
"TMEM102",0
"TMEM104",0
"TMEM105",0
"TMEM106A",0.1865
"TMEM106B",0
"TMEM106C",-0.142
"TMEM107",-0.6913
"TMEM107",0.3315
"TMEM108",0
"TMEM109",0
"TMEM11",0
"TMEM110",0
"TMEM110-MUSTN1",0
"TMEM111",0
"TMEM112",0.007
"TMEM112",0.292
"TMEM114",0
"TMEM115",0
"TMEM116",0
"TMEM117",-1.1065
"TMEM119",0
"TMEM120A",0
"TMEM120B",0
"TMEM121",0
"TMEM123",0
"TMEM125",0
"TMEM126A",0
"TMEM126B",0
"TMEM127",0
"TMEM128",0
"TMEM129",0
"TMEM130",0
"TMEM131",0
"TMEM132A",0
"TMEM132B",0
"TMEM132C",0
"TMEM132D",0
"TMEM132E",0
"TMEM133",-0.0918
"TMEM134",0
"TMEM135",0
"TMEM136",0
"TMEM138",0
"TMEM139",0.2364
"TMEM140",0
"TMEM141",0
"TMEM142B",0.1702
"TMEM142B",-0.1334
"TMEM143",0
"TMEM144",0
"TMEM145",0
"TMEM147",-0.1008
"TMEM149",0
"TMEM14A",0
"TMEM14B",0
"TMEM14C",0
"TMEM15",-0.2432
"TMEM150A",0
"TMEM150B",0
"TMEM150C",0
"TMEM151A",0
"TMEM151B",0
"TMEM154",0
"TMEM155",0
"TMEM156",0
"TMEM158",-0.3264
"TMEM158",-0.3801
"TMEM159",-0.8637
"TMEM159",0.0412
"TMEM160",0
"TMEM161A",0
"TMEM161B",0
"TMEM163",0
"TMEM164",0
"TMEM165",-0.9583
"TMEM165",0.2376
"TMEM167A",0
"TMEM167B",0
"TMEM168",0
"TMEM169",0
"TMEM16A",0.0272
"TMEM16A",-0.011
"TMEM16D",4e-04
"TMEM16D",-0.0572
"TMEM17",0
"TMEM170",-6e-04
"TMEM170",0.0412
"TMEM170A",0
"TMEM170B",0
"TMEM171",0
"TMEM173",0
"TMEM174",0
"TMEM175",0
"TMEM176A",0
"TMEM176B",0
"TMEM177",0
"TMEM178A",0
"TMEM178B",0
"TMEM179B",0
"TMEM18",-0.1499
"TMEM18",0.2176
"TMEM180",0
"TMEM181",0
"TMEM182",0
"TMEM183A",0
"TMEM183B",0
"TMEM184A",0
"TMEM184B",0
"TMEM184C",0
"TMEM185A",0
"TMEM185B",0
"TMEM186",0
"TMEM187",0
"TMEM188",0
"TMEM19",0
"TMEM190",0
"TMEM192",0
"TMEM194A",0
"TMEM196",0
"TMEM198",0
"TMEM199",0
"TMEM2",0.484
"TMEM2",0.0896
"TMEM20",0.3904
"TMEM20",-0.0725
"TMEM200A",0
"TMEM200B",0
"TMEM200C",0
"TMEM201",0
"TMEM202",0
"TMEM203",0
"TMEM204",0
"TMEM205",0
"TMEM206",0
"TMEM207",0
"TMEM208",0
"TMEM209",0
"TMEM210",0
"TMEM212",0
"TMEM213",0
"TMEM214",0
"TMEM215",0
"TMEM216",0
"TMEM217",0
"TMEM218",0
"TMEM219",0
"TMEM22",0
"TMEM220",0
"TMEM221",0
"TMEM222",0
"TMEM223",0
"TMEM225",0
"TMEM229A",0
"TMEM229B",0
"TMEM230",0
"TMEM231",0
"TMEM232",0
"TMEM233",0
"TMEM235",0
"TMEM236",0
"TMEM237",0
"TMEM238",0
"TMEM239",0
"TMEM240",0
"TMEM241",0
"TMEM242",0
"TMEM243",0
"TMEM244",0
"TMEM245",0
"TMEM246",0
"TMEM248",0
"TMEM249",0
"TMEM25",0
"TMEM252",0
"TMEM253",0
"TMEM254",0
"TMEM255A",0
"TMEM255B",0
"TMEM256",0
"TMEM257",0
"TMEM258",0
"TMEM259",0
"TMEM26",0
"TMEM260",0
"TMEM261",0
"TMEM263",0
"TMEM266",0
"TMEM267",0
"TMEM268",0
"TMEM27",0
"TMEM28",0.5224
"TMEM30A",0
"TMEM30B",0
"TMEM31",0
"TMEM33",0
"TMEM35",0
"TMEM35A",0
"TMEM35B",0
"TMEM37",0
"TMEM38A",0
"TMEM38B",0.133
"TMEM38B",-0.3764
"TMEM39A",0
"TMEM39B",0
"TMEM4",-0.3585
"TMEM40",0
"TMEM41A",0.1311
"TMEM41B",0
"TMEM42",0
"TMEM43",0
"TMEM44",0.1188
"TMEM44",0.4592
"TMEM45A",0.1834
"TMEM45B",0.0696
"TMEM46",0.7653
"TMEM46",0.1071
"TMEM47",0
"TMEM48",-0.9118
"TMEM48",0.4338
"TMEM5",0
"TMEM50A",0
"TMEM50B",1.8418
"TMEM50B",-0.4075
"TMEM51",-0.2139
"TMEM52",0
"TMEM52B",0
"TMEM53",0
"TMEM54",0
"TMEM55A",-0.283
"TMEM55B",-5.049
"TMEM56",0
"TMEM57",0
"TMEM59",0
"TMEM59L",0
"TMEM60",0
"TMEM61",0.8345
"TMEM61",0.4585
"TMEM62",0.4543
"TMEM63A",0
"TMEM63B",0
"TMEM63C",0
"TMEM64",0.1798
"TMEM64",0.0478
"TMEM65",0
"TMEM66",-0.6016
"TMEM67",0.3771
"TMEM68",0
"TMEM69",0
"TMEM70",0
"TMEM71",0
"TMEM72",0
"TMEM74",0
"TMEM74B",0
"TMEM75",0
"TMEM79",0.0145
"TMEM81",0
"TMEM82",0
"TMEM86A",0
"TMEM86B",0
"TMEM87A",0
"TMEM87B",-0.0542
"TMEM87B",0.7995
"TMEM88",0
"TMEM88B",0
"TMEM89",0
"TMEM8A",0
"TMEM8B",0
"TMEM8C",0
"TMEM9",0
"TMEM91",0
"TMEM92",0
"TMEM94",0
"TMEM95",0
"TMEM97",0.427
"TMEM97",0.3257
"TMEM97",0.5682
"TMEM98",-0.0903
"TMEM98",-1.1274
"TMEM99",0
"TMEM9B",0
"TMEPAI",-0.4837
"TMEPAI",0.8754
"TMF1",-0.119
"TMG3",0
"TMG4",0
"TMIE",0
"TMIGD1",0
"TMIGD2",0.1351
"TMLHE",0.5518
"TMLHE",0.2538
"TMLHE",0.075
"TMOD1",1.4647
"TMOD2",0
"TMOD3",0
"TMOD4",0
"TMPIT",0
"TMPO",-0.2373
"TMPPE",0
"TMPRSS11A",0
"TMPRSS11B",0
"TMPRSS11D",0
"TMPRSS11E",0.1923
"TMPRSS11F",0.4062
"TMPRSS13",0.274
"TMPRSS13",0.7856
"TMPRSS2",0
"TMPRSS3",0
"TMPRSS3d",0
"TMPRSS4",-0.6068
"TMPRSS5",0
"TMPRSS6",0
"TMPRSS7",0
"TMPRSS9",0
"TMSB10",0
"TMSB15A",0
"TMSB15B",0
"TMSB4X",-0.1571
"TMSB4X",-0.0865
"TMSB4XP6",0
"TMSB4Y",0
"TMSL3",0.0847
"TMSL3",0.0274
"TMTC1",0
"TMTC2",0
"TMTC3",0
"TMTC4",0.8901
"TMTC4",-0.1157
"TMUB1",0
"TMUB2",0
"TMX",0
"TMX1",0
"TMX2",0
"TMX3",0
"TMX4",0
"T0.0P",0
"TNC",-1.7248
"TNF",0.5057
"TNF",0.1987
"TNFAIP1",-0.0485
"TNFAIP2",1.712
"TNFAIP3",-0.0066
"TNFAIP3",-0.5661
"TNFAIP6",0
"TNFAIP8",0
"TNFAIP8L1",-0.1496
"TNFAIP8L2",0
"TNFAIP8L3",0
"TNFRSF10A",0.4801
"TNFRSF10B",0.6005
"TNFRSF10B",0.0185
"TNFRSF10C",0
"TNFRSF10D",0
"TNFRSF11A",0.0352
"TNFRSF11B",0
"TNFRSF12",0
"TNFRSF12A",0.1862
"TNFRSF13B",0
"TNFRSF13C",0
"TNFRSF14",3.0575
"TNFRSF17",0
"TNFRSF18",0
"TNFRSF19",0
"TNFRSF1A",3.6719
"TNFRSF1A",-0.2842
"TNFRSF1B",0.1232
"TNFRSF21",0
"TNFRSF25",0
"TNFRSF4",0.2044
"TNFRSF6B",0.8642
"TNFRSF8",0.8407
"TNFRSF9",0.594
"TNFSF10",0.5651
"TNFSF11",0
"TNFSF12",0
"TNFSF13",0
"TNFSF13B",0
"TNFSF14",0
"TNFSF15",0
"TNFSF18",1.0559
"TNFSF4",-0.1712
"TNFSF5",0
"TNFSF7",0
"TNFSF8",0
"TNFSF9",0
"TNG1",0
"TNG2",0
"TNIK",0.0326
"TNIP1",0
"TNIP2",-0.3681
"TNIP3",0
"TNK1",0
"TNK2",0
"TNKL",0
"TNKS",0.4607
"TNKS",0.0687
"TNKS1BP1",0
"TNKS2",0
"TNMD",0
"TNN",0
"TNNC1",0.3082
"TNNC2",0
"TNNI1",0.7093
"TNNI2",2.1043
"TNNI3",0
"TNNI3K",0
"TNNT1",0
"TNNT2",0
"TNNT3",0
"TNP1",1.863
"TNP2",0
"TNPO1",0
"TNPO2",0
