"Gene","FOSB"
"SLC20A2",-0.553
"SLC21A11",0
"SLC21A12",0
"SLC21A14",0
"SLC21A3",0
"SLC21A8",0
"SLC22A1",0
"SLC22A10",0
"SLC22A11",0.2884
"SLC22A12",0
"SLC22A13",0
"SLC22A14",0
"SLC22A15",-0.216
"SLC22A16",0
"SLC22A17",0.7059
"SLC22A18",0
"SLC22A18AS",0
"SLC22A2",0
"SLC22A20",0
"SLC22A23",0
"SLC22A24",0
"SLC22A25",0
"SLC22A3",0
"SLC22A4",1.011
"SLC22A5",0
"SLC22A6",0
"SLC22A7",0
"SLC22A8",0
"SLC22A9",0
"SLC23A1",0
"SLC23A2",0.0796
"SLC23A3",0
"SLC24A1",0
"SLC24A2",0
"SLC24A3",0.1816
"SLC24A3",0.6345
"SLC24A4",0
"SLC24A5",0
"SLC24A6",-0.1223
"SLC25A1",0.2734
"SLC25A10",0
"SLC25A11",0
"SLC25A12",0
"SLC25A13",-0.9762
"SLC25A13",0.2396
"SLC25A14",0
"SLC25A15",0
"SLC25A16",-0.1282
"SLC25A17",0
"SLC25A18",0
"SLC25A19",0
"SLC25A2",0
"SLC25A20",0.0619
"SLC25A21",0
"SLC25A22",0
"SLC25A23",0.3562
"SLC25A23",0.3239
"SLC25A24",0
"SLC25A25",2.378
"SLC25A25",0.0943
"SLC25A26",0
"SLC25A27",0
"SLC25A28",0
"SLC25A29",0
"SLC25A3",0
"SLC25A30",0
"SLC25A31",0
"SLC25A32",0
"SLC25A33",0
"SLC25A34",0
"SLC25A35",0
"SLC25A36",0
"SLC25A37",0.1281
"SLC25A37",0.7384
"SLC25A38",-0.5259
"SLC25A39",0
"SLC25A4",-0.0205
"SLC25A40",0.1203
"SLC25A40",0.2012
"SLC25A40",0.3138
"SLC25A41",0.1507
"SLC25A42",0
"SLC25A43",0
"SLC25A44",0
"SLC25A45",0
"SLC25A46",0
"SLC25A47",0
"SLC25A5",0
"SLC25A5-AS1",0
"SLC25A51",0
"SLC25A52",0
"SLC25A53",0
"SLC25A5P1",0
"SLC25A6",-0.0758
"SLC26A1",0
"SLC26A10",0.5017
"SLC26A10",0.4797
"SLC26A11",0
"SLC26A2",-0.2328
"SLC26A3",0
"SLC26A4",0
"SLC26A5",0
"SLC26A6",0
"SLC26A7",0
"SLC26A8",0
"SLC26A9",0
"SLC27A1",0
"SLC27A2",0
"SLC27A3",0.1925
"SLC27A4",0
"SLC27A5",0
"SLC27A6",0
"SLC28A1",0
"SLC28A2",0
"SLC28A3",0
"SLC29A1",0
"SLC29A2",0
"SLC29A3",0
"SLC29A4",0
"SLC2A1",-0.2179
"SLC2A10",0
"SLC2A11",0
"SLC2A12",0.6116
"SLC2A13",0
"SLC2A14",0
"SLC2A2",0
"SLC2A3",0.3921
"SLC2A3",-0.0015
"SLC2A4",0.092
"SLC2A4",0.2261
"SLC2A4RG",1.0566
"SLC2A4RG",-0.3057
"SLC2A5",0
"SLC2A6",0
"SLC2A7",0
"SLC2A8",0
"SLC2A9",0
"SLC30A1",-4.4877
"SLC30A1",0.7711
"SLC30A10",0
"SLC30A2",0
"SLC30A3",0
"SLC30A4",0.3468
"SLC30A5",0
"SLC30A6",0
"SLC30A7",0
"SLC30A8",0
"SLC30A9",-0.357
"SLC31A1",0
"SLC31A2",0
"SLC32A1",0
"SLC33A1",0.187
"SLC34A1",0
"SLC34A3",0
"SLC35A1",-2.3714
"SLC35A1",0.4093
"SLC35A2",6.7286
"SLC35A2",0.3338
"SLC35A3",0
"SLC35A4",0
"SLC35A5",0
"SLC35B1",-0.3855
"SLC35B2",-0.223
"SLC35B3",0
"SLC35B4",-0.1228
"SLC35B4",0.0029
"SLC35C1",0
"SLC35C2",0
"SLC35D1",0
"SLC35D2",-0.3124
"SLC35D3",0
"SLC35E1",0
"SLC35E2",0
"SLC35E2B",0
"SLC35E3",-0.1168
"SLC35E3",-0.2207
"SLC35E4",0.0153
"SLC35F1",0
"SLC35F2",0
"SLC35F3",0
"SLC35F4",0
"SLC35F5",0
"SLC35F6",0
"SLC35G1",0
"SLC35G2",0
"SLC35G3",0
"SLC35G5",0
"SLC35G6",0
"SLC36A1",-0.1198
"SLC36A2",0
"SLC36A3",0
"SLC36A4",0
"SLC37A1",0
"SLC37A2",0
"SLC37A3",0.1438
"SLC37A3",0.4884
"SLC37A3",-0.1001
"SLC37A4",0
"SLC38A1",0
"SLC38A10",0
"SLC38A11",0
"SLC38A2",-0.1304
"SLC38A2",-0.0558
"SLC38A3",0
"SLC38A4",0
"SLC38A5",-0.1155
"SLC38A6",0
"SLC38A7",0
"SLC38A8",0
"SLC38A9",0
"SLC39A1",0
"SLC39A10",0
"SLC39A11",-0.0147
"SLC39A11",0.3433
"SLC39A12",0
"SLC39A14",0
"SLC39A2",0
"SLC39A3",0.1933
"SLC39A3",-0.1238
"SLC39A3",-0.069
"SLC39A4",0
"SLC39A5",0
"SLC39A6",5.4532
"SLC39A6",-0.3286
"SLC39A7",0
"SLC39A8",0.148
"SLC39A9",-0.0582
"SLC3A1",0
"SLC3A2",0
"SLC40A1",0
"SLC41A1",0
"SLC41A2",0
"SLC41A3",0
"SLC43A1",0.56
"SLC43A2",-0.4696
"SLC43A2",-0.0463
"SLC43A3",0.0658
"SLC43A3",1.0258
"SLC44A1",0
"SLC44A2",0
"SLC44A3",-0.8598
"SLC44A4",0
"SLC44A5",0
"SLC45A2",0
"SLC45A3",0
"SLC45A4",0
"SLC46A1",0
"SLC46A2",0
"SLC46A3",0
"SLC47A1",0
"SLC47A2",0
"SLC48A1",0
"SLC4A1",0
"SLC4A10",0
"SLC4A11",0
"SLC4A1AP",0
"SLC4A2",0
"SLC4A4",0.5737
"SLC4A4",0.6299
"SLC4A5",0
"SLC4A7",0
"SLC4A8",0.846
"SLC4A9",0
"SLC50A1",0
"SLC51A",0
"SLC51B",0
"SLC52A1",0
"SLC52A2",0
"SLC52A3",0
"SLC5A1",4.5734
"SLC5A10",0
"SLC5A11",0
"SLC5A12",0
"SLC5A2",-0.7235
"SLC5A3",1.8697
"SLC5A4",0
"SLC5A5",0
"SLC5A6",3.5823
"SLC5A6",-0.4286
"SLC5A7",0
"SLC5A8",0
"SLC5A9",0
"SLC6A1",0
"SLC6A11",0
"SLC6A12",0
"SLC6A13",0
"SLC6A14",0.2932
"SLC6A15",-0.2268
"SLC6A15",0.2481
"SLC6A15",-0.2545
"SLC6A16",0
"SLC6A17",0
"SLC6A18",0.8669
"SLC6A19",0
"SLC6A2",0
"SLC6A20",0
"SLC6A3",0
"SLC6A4",0
"SLC6A5",0
"SLC6A6",0
"SLC6A7",0
"SLC6A8",-1.4926
"SLC6A8",-0.4225
"SLC6A9",0
"SLC7A1",0
"SLC7A10",0.1545
"SLC7A11",0.1191
"SLC7A13",0
"SLC7A14",0
"SLC7A2",0.2966
"SLC7A3",0
"SLC7A4",0
"SLC7A5",0.1219
"SLC7A6",0.1143
"SLC7A6",-0.1216
"SLC7A6OS",0
"SLC7A7",0
"SLC7A8",0.7751
"SLC7A9",0
"SLC8A1",0.712
"SLC8A1",0.1206
"SLC8A2",1.9958
"SLC8A3",0
"SLC8B1",0
"SLC9A1",0
"SLC9A2",0
"SLC9A3",0.5846
"SLC9A3R1",0.0221
"SLC9A3R2",0
"SLC9A4",0
"SLC9A5",0.3442
"SLC9A6",0
"SLC9A7",0
"SLC9A8",0
"SLC9A9",0.72
"SLC9A9",0.9254
"SLC9B2",0
"SLC9C1",0
"SLC9C2",0
"SLCO1A2",0.4149
"SLCO1B1",0
"SLCO1B3",0
"SLCO1B7",0
"SLCO1C1",0
"SLCO2A1",0
"SLCO2B1",0.5447
"SLCO3A1",-0.275
"SLCO4A1",-0.0718
"SLCO4C1",0.3452
"SLCO4C1",0.7733
"SLCO5A1",0.964
"SLCO6A1",0
"SLF1",0
"SLF2",0
"SLFN11",-0.1053
"SLFN12",0
"SLFN13",0
"SLFN14",0
"SLFN5",0.1209
"SLFNL1",0
"SLIRP",0
"SLIT1",0
"SLIT2",0
"SLITRK1",0
"SLITRK2",0
"SLITRK3",0
"SLITRK4",0
"SLITRK5",0
"SLITRK6",-0.8323
"SLK",0
"SLMAP",0
"SLMO2",0
"SLN",0
"SLP65",0
"SLPI",-0.3369
"SLPI",-0.4492
"SLTM",0.5513
"SLTM",-1.4381
"SLU7",0
"SLURP1",0.9639
"SLX1B",0
"SLX4",0
"SLX4IP",0
"SMA3",0
"SMA4",0
"SMA5",0
"SMAC",0
"SMAD1",1.1841
"SMAD1",0.3709
"SMAD2",0.682
"SMAD3",-0.9003
"SMAD3",-1.2722
"SMAD4",0.0163
"SMAD5",0.1006
"SMAD6",0.0998
"SMAD7",-0.0708
"SMAD9",0.4941
"SMAGP",0
"sMAP",0
"smap-2b",0
"smap-3",0
"SMAP1",0
"SMAP2",0
"SMARCA1",-2.9374
"SMARCA2",1.1259
"SMARCA2",-0.4546
"SMARCA4",-0.2081
"SMARCA4",0.1641
"SMARCA5",-0.3897
"SMARCA6",0
"SMARCAD1",0.1382
"SMARCAL1",0.727
"SMARCB1",-0.4779
"SMARCC1",1.9489
"SMARCC1",-0.2968
"SMARCC2",0.3556
"SMARCC2",0.0458
"SMARCD1",0.1586
"SMARCD1",1.3951
"SMARCD2",0.1327
"SMARCD3",0.6777
"SMARCE1",0
"SMARCF1",0
"SMART-3",0
"SMART-4",0
"SMC1A",-1.6987
"SMC1A",-0.2535
"SMC2",0
"SMC3",0
"SMC4",0
"SMC5",0
"SMC6",-0.3925
"SMCHD1",0
"SMCO1",0
"SMCO2",0
"SMCO3",0
"SMCO4",0
"SMCP",0.5105
"SMCR7",0
"SMCR7L",-3.1111
"SMCR7L",-1.1772
"SMCR8",0
"SMCY",0
"SMDT1",0
"SMG1",0
"SMG5",-4.0558
"SMG6",0
"SMG7",0
"SMG8",0
"SMG9",0
"SMIM1",0
"SMIM10",0
"SMIM10L2A",0
"SMIM10L2B",0
"SMIM11A",0
"SMIM12",0
"SMIM13",0
"SMIM14",0
"SMIM15",0
"SMIM19",0
"SMIM21",0
"SMIM24",0
"SMIM3",0
"SMIM4",0
"SMIM5",0
"SMIM6",0
"SMIM7",0
"SMIM8",0
"SMIM9",0
"SMKR1",0
"SMLR1",0
"SMN1",0
"SMN2",0
"SMNDC1",0
"SMO",0.4561
"smoc1",0
"SMOC1",1.194
"SMOC1",-0.6467
"SMOC2",0
"SMOH",0
"SMOX",0
"SMP1",0
"SMPD1",0
"SMPD2",0
"SMPD3",0
"SMPD4",0
"SMPDL3A",0.5296
"SMPDL3A",0.1367
"SMPDL3B",0.3255
"SMPX",0
"SMR3A",0
"SMR3B",0
"SMS",0
"SMS3",0
"SMTN",0
"SMTNL1",0
"SMTNL2",0
"SMU1",0
"SMUG1",0
"SMURF1",-0.2279
"SMURF1",0.0121
"SMURF2",0.1832
"SMURF2",-0.1383
"SMYD1",1.4487
"SMYD2",0
"SMYD3",0.0297
"SMYD3",-3.4529
"SMYD4",0.5076
"SMYD4",0.0069
"SMYD5",0.2825
"SN",0
"S0.0G1",0.7896
"S0.0I1",0
"S0.0I2",0.7489
"S0.0I3",0
"S0.0P23",-0.738
"S0.0P25",0
"S0.0P29",0
"S0.0P47",0
"S0.0P50",0
"S0.0P91",0
"S0.0PC1",-0.9452
"S0.0PC2",-0.3573
"S0.0PC3",-0.1722
"S0.0PC4",-0.6563
"S0.0PC4",0.1887
"S0.0PC5",-2.702
"S0.0PC5",0.3609
"S0.0PIN",0
"SNCA",0
"SNCAIP",0
"SNCB",0.1324
"SNCG",0
"SND1",0.0368
"SND1-IT1",0
"SNED1",0
"SNF1LK",-0.5088
"SNF1LK",0.552
"SNF1LK",-3.8225
"SNF8",-0.1183
"SNFT",0.3412
"SNHG5",0
"SNHG8",-0.1594
"SNIP1",0.1011
"SNIP1",0.6959
"SNN",0
"SNORA10",0
"SNORA14A",0
"SNORA15",0
"SNORA16B",0
"SNORA17",0
"SNORA20",0
"SNORA22",0
"SNORA24",0
"SNORA25",0
"SNORA27",0
"SNORA29",0
"SNORA33",0
"SNORA35",0
"SNORA36A",0
"SNORA52",0
"SNORA5A",0
"SNORA5B",0
"SNORA5C",0
"SNORA60",0
"SNORA63",0
"SNORA65",0
"SNORA67",0
"SNORA69",0
"SNORA70",0
"SNORA70C",0
"SNORA9",0
"SNORD103A",0
"SNORD103B",0
"SNORD116-10",0
"SNORD116-20",0
"SNORD116-4",0
"SNORD116-6",0
"SNORD123",0
"SNORD124",0
"SNORD125",0
"SNORD13",0
"SNORD13P2",0
"SNORD141A",0
"SNORD14A",0
"SNORD18C",0
"SNORD2",0
"SNORD22",-0.377
"SNORD23",0
"SNORD24",0
"SNORD33",0
"SNORD36B",0
"SNORD46",0
"SNORD54",0
"SNORD61",0
"SNORD62A",0
"SNORD8",0
"SNORD83A",0
"SNORD96B",0
"SNPH",0.1638
"SNRK",0.1557
"SNRK",0.3662
"SNRNP200",0
"SNRNP25",0
"SNRNP27",0
"SNRNP35",0
"SNRNP40",0
"SNRNP48",0
"SNRNP70",0
"SNRPA",0.1922
"SNRPA",0.5247
"SNRPA",0.0943
"SNRPA1",0
"SNRPB",0
"SNRPB2",0
"SNRPC",0
"SNRPD1",0
"SNRPD2",-0.0872
"SNRPD3",0
"SNRPE",0
"SNRPEP2",0
"SNRPF",0
"SNRPG",0
"SNRPN",-0.4046
"SNT-1",0
"SNT-2",0
"SNTA1",0
"SNTB1",0
"SNTB2",3.0237
"SNTG1",0
"SNTG2",0
"SNTN",0
"SNU13",0
"SNUPN",0
"SNURF",0.157
"SNURFL",0
"SNW1",0.1685
"SNX 3A",0
"SNX1",-0.1317
"SNX10",0
"SNX11",-0.2915
"SNX12",0
"SNX13",0
"SNX14",0
"SNX15",0
"SNX16",0
"SNX17",-0.7078
"SNX18",0
"SNX19",0
"SNX2",0
"SNX20",0
"SNX21",0
"SNX22",0
"SNX24",0
"SNX25",0
"SNX27",0
"SNX29",0
"SNX3",0
"SNX30",0
"SNX31",0
"SNX32",0
"SNX33",0
"SNX4",3.6032
"SNX5",0
"SNX6",-0.3181
"SNX7",0
"SNX8",0
"SNX9",0.0723
"SNX9",0.2732
"SOAT1",-0.5479
"SOAT1",0.3867
"SOAT1",1.3056
"SOAT2",0
"SOBP",0
"SOCS-1",0
"SOCS1",0.0493
"SOCS1",0.1105
"SOCS2",-0.8634
"SOCS2",-0.1256
"SOCS3",-0.3038
"SOCS3",0.4598
"SOCS4",0
"SOCS5",-0.1524
"SOCS5",-0.4355
"SOCS6",0
"SOCS7",0
"SOD1",0
"SOD2",0.3095
"SOD3",0
"SODD",0
"sOdftrance",0
"SOGA3",0
"SOHLH1",1.6748
"SOHLH1",0.3512
"SOHLH2",0.3406
"SOHLH2",0.3429
"SOLH",0
"SON",0
"SORBS1",0.584
"SORBS1",0.3057
"SORBS1",0.4986
"SORBS2",0
"SORBS3",-2.6037
"SORCS1",0
"SORCS2",0
"SORCS3",0
"SORD",0
"SORL1",0
"SORT1",-0.9408
"SORT1",-0.1714
"SOS1",0.1908
"SOS2",0
"SOST",0
"SOSTDC1",0
"SOWAHB",0
"SOWAHC",0
"SOWAHD",0
"SOX1",0.4871
"SOX1",-1.1326
"SOX10",0.4158
"SOX10",-0.0279
"SOX11",0.3266
"SOX11",1.491
"SOX12",0.6187
"SOX12",-0.2344
"SOX13",-0.0448
"SOX14",0.7725
"SOX15",-0.2188
"SOX17",0.5776
"SOX17",2.3389
"SOX18",1.5265
"SOX2",0.4865
"SOX2",0.0252
"SOX21",0.5168
"SOX21",-0.0302
"SOX3",-0.4484
"SOX3",0.9015
"SOX30",0.3755
"SOX4",-0.0585
"SOX4",-0.6546
"SOX5",0.2798
"SOX5",1.1695
"SOX5",1.0631
"SOX6",0.7597
"SOX7",0.0639
"SOX7",0.2206
"SOX8",-0.0126
"SOX8",-3.346
"SOX9",-2.1867
"SP1",-0.0633
"SP1",0.1195
"SP100",0.0335
"SP100",-0.0175
"SP100",2.8845
"SP100-B",0
"SP110",1.7672
"SP140",0
"SP140L",0
"SP192",0
"SP2",0.49
"SP2",-0.0953
"SP3",0.1516
"SP3",-0.4789
"sp32",0
"SP329",0
"SP38",0
"SP4",0
"SP5",0.4965
"SP5",-3.7598
"SP5",0.5864
"SP6",0
"SP7",0.8804
"SP8",0
"SP9",0
"SPA17",-2.4765
"SPACA1",0
"SPACA3",0
"SPACA4",0
"SPACA5",0
"SPACA5B",0
"SPACA7",0
"SPACA9",0
"SPACRCAN",0
"SPAG1",-0.3486
"SPAG1",0.0281
"SPAG11A",0
"SPAG11B",0
"SPAG16",-0.0667
"SPAG16",0.4268
"SPAG17",0
"SPAG4",0
"SPAG5",0
"SPAG6",0.6772
"SPAG6",0.8333
"SPAG7",0
"SPAG8",0
"SPAG9",0
"SPAM1",1.1116
"SPANX",0
"SPANXA1",0
"SPANXA2-OT1",0
"SPANXB1",0
"SPANXC",0
"SPANXN1",0
"SPANXN2",0
"SPANXN3",0
"SPANXN4",0
"SPANXN5",0
"SPAP1",0
"SPAR",0
"SPARC",0
"SPARCL1",0
"SPAST",0
"SPATA1",0
"SPATA12",0
"SPATA13",0
"SPATA16",0
"SPATA17",0.2483
"SPATA18",-0.2543
"SPATA18",0.0823
"SPATA18",0.2283
"SPATA19",0
"SPATA2",0
"SPATA20",-0.1066
"SPATA21",0
"SPATA22",0
"SPATA24",0
"SPATA25",0
"SPATA2L",0
"SPATA31A1",0
"SPATA31A3",0
"SPATA31A5",0
"SPATA31A6",0
"SPATA31A7",0
"SPATA31C1",0
"SPATA31C2",0
"SPATA31D1",0
"SPATA31D3",0
"SPATA31D4",0
"SPATA31D5P",0
"SPATA31E1",0
"SPATA32",0
"SPATA33",0
"SPATA4",0
"SPATA45",0
"SPATA5",0
"SPATA5L1",1.5109
"SPATA6",0.1548
"SPATA6",0.0529
"SPATA6L",0
"SPATA7",0.0354
"SPATA8",0
"SPATA9",0
"SPATC1",0
"SPATC1L",0
"SPATS1",0
"SPATS2",0.1786
"SPATS2L",0
"SPBC25",-0.1805
"SPBPBP",0
"SPC25",0
"SPCS1",0
"SPCS2",-0.2512
"SPCS3",-0.2181
"SPDEF",0.6421
"SPDL1",0
"SPDYA",0
"SPDYC",0
"SPDYE1",0
"SPDYE2",0
"SPDYE2B",0
"SPDYE3",0
"SPDYE4",0
"SPDYE5",0
"SPDYE7P",0
"SPEC1",0
"SPECC1",0
"SPEF1",0
"SPEF2",0
"SPEG",0
"SPEM1",0
"SPEN",0.206
"SPEN",0.1744
"SPEN",-0.7566
"spermidinespermine N1-acetyltransferase",0
"SPERT",0
"SPESP1",0
"SPF45",0
"SPG11",0
"SPG20",0
"SPG21",0.0648
"SPG4",0
"SPG7",-0.022
"SPG7",-0.076
"SPG7",0.6888
"SPHAR",0.836
"SPHK1",-0.1109
"SPHK2",0
"SPHKAP",0
"SPI1",1.2657
"SPIB",-0.0591
"SPIB",0.3569
"SPIC",0.4855
"SPICE1",0
"SPIDR",0
"SPIN",0
"SPIN1",0
"SPIN2",0
"SPIN2A",0
"SPIN2B",0
"SPIN3",0
"SPIN4",0
"SPINK1",0
"SPINK13",0
"SPINK14",0
"SPINK2",0
"SPINK4",0
"SPINK5",-0.3859
"SPINK5L3",0
"SPINK6",-0.1247
"SPINK7",0
"SPINK8",0
"SPINK9",0
"SPINLW1",0.0134
"SPINT1",0
"SPINT2",0
"SPINT3",0
"SPINT4",0
"Spir-1",0
"SPIRE1",0
"SPIRE2",0
"SPN",0.2951
"SPNS1",0
"SPNS2",0
"SPNS3",0
"SPO11",0
"SPOCD1",-1.1517
"SPOCK1",0
"SPOCK2",0
"SPOCK3",0
"SPON1",0
"SPON2",0
"SPOP",0
"SPOPL",0
"SPOUT1",0
"SPP1",0.2397
"SPP2",0
"SPPL2A",0.8107
"SPPL2B",0
"SPPL2C",0
"SPPL3",0
"SPR",0
"SPR1",0
"SPRED1",0.0066
"SPRED1",-0.0153
"SPRED2",0
"SPRED3",0
"SPRN",0
"SPRR1A",-0.0284
"SPRR1A",-0.123
"SPRR1B",-0.0397
"SPRR2A",0
"SPRR2B",0
"SPRR2C",-0.126
"SPRR2D",-0.1125
"SPRR2E",-0.0866
"SPRR2F",0
"SPRR2G",1.9684
"SPRR3",0.0771
"SPRR4",0.8699
"SPRTN",0
"SPRY1",-0.0988
"SPRY2",-0.0543
"SPRY3",0
"SPRY4",0
"SPRYD3",-0.075
"SPRYD7",0
"SPSB1",1.8985
"SPSB1",0.1732
"SPSB2",0
"SPSB3",0
"SPSB4",0
"SPTA1",0
"SPTAN1",3.3539
"SPTB",0
"SPTBN1",0
"SPTBN2",-1.128
"SPTBN3",0
"SPTBN4",0
"SPTBN5",0.3121
"SPTLC1",0
"SPTLC2",0.0258
"SPTLC2",0.2011
"SPTLC3",0.0818
"SPTSSA",0
"SPTSSB",0
"SPTY2D1",0
"SPUF",0
"SPX",0
"SPZ1",0.9404
"SQLE",0
"SQRDL",-0.0446
"SQSTM1",-0.6591
"SR-A",0
"SR140",0
"SRA1",0.579
"SRA1",0.3644
"SRA1",-0.1122
"SRB7",0
"SRBD1",0
"SRC",0
"SRCAP",0.1402
"SRCL",0
"SRD5A1",0.606
"SRD5A2",0
"SRD5A2L",1.4138
"SRD5A3",0
"SREB3",0
"SREBF1",1.8854
"SREBF1",-0.1393
"SREBF2",0.48
"SREBF2",-0.7247
"SREC",0
"SREK1",0
"SREK1IP1",0
"SRF",0.1491
"SRF",0.1567
"SRF",-0.2557
"SRFBP1",-0.6476
"SRGAP1",0
"SRGAP2",0
"SRGAP3",-0.0544
"SRGN",0
"SRI",-0.1164
"SRI",0.1117
"SRM",0
"SRM300",0
"SRMS",0
"SRP14",0
"SRP19",0
"SRP1gamma",0
"SRp40",0
"SRP54",0
"SRP68",0
"SRP72",0
"SRP9",-0.2573
"SRP9",-0.245
"SRPK1",0
"SRPK2",-6e-04
"SRPK2",0.465
"SRPK3",0
"SRPRA",0
"SRPRB",0
"SRPSOX",0
"SRPX",1.3097
"SRPX2",0.6233
"SRR",0
"SRRD",0
"SRRM1",0
"SRRM2",0
"SRRM3",0
"SRRM4",0
"SRRM5",0
"SRRT",0
"SRSF1",0
"SRSF10",0
"SRSF11",0
"SRSF12",0
"SRSF2",0
"SRSF3",0
"SRSF4",0
"SRSF5",0
"SRSF6",0
"SRSF7",0
"SRSF8",0
"SRSF9",0
"SRXN1",0.5554
"SRY",0.3927
"SS18",-1.7049
"SS18L1",-0.186
"SS18L1",0.0919
"SS18L2",0
"SSB",0
"SSBP1",0
"SSBP2",0.0956
"SSBP2",-0.0956
"SSBP3",0.056
"SSBP3",0.6016
"SSBP4",0
"SSC4D",0
"SSC5D",0
"SSFA2",0
"SSH1",0
"SSH2",0
"SSH3",0
"SSI-3",0
"SSMEM1",0
"SS0.01",0
"SSPN",0
"SSPO",0
"SSR1",0.1686
"SSR2",-0.1603
"SSR2",-0.0399
"SSR3",0
"SSR4",-0.2141
"SSRP1",-0.0858
"SSSCA1",0
"SST",0
"SSTR1",0
"SSTR2",0
"SSTR3",0
"SSTR4",0
"SSTR5",0
"SSTRIP",0
"SSU72",0
"SSUH2",0
"SSX1",0.3745
"SSX2",1.1836
"SSX2",1.6744
"SSX2IP",0
"SSX3",0.9309
"SSX4",0
"SSX4B",0
"SSX5",1.1154
"SSX6",0
"SSX7",0.8818
"SSX8",1.0718
"SSX9",1.155
"SSXTSSX4 fusion",0
"SSXTSSX4v fusion",0
"ST13",0
"ST14",0
"ST16",0
"ST18",0.0511
"ST1B2",0
"st2",0
"ST20",0
"ST3Gal VI",0
"ST3GAL1",-0.0263
"ST3GAL1",0.2533
"ST3GAL2",0.3657
"ST3GAL2",0.2061
"ST3GAL3",0.7233
"ST3GAL3",0.4949
"ST3GAL4",0
"ST3GAL5",0.3039
"ST3GAL6",0
"ST5",-1.6971
"ST6GAL1",-0.4805
"ST6GAL1",0.957
"ST6GAL2",0.1581
"ST6GAL0.0C1",0
"ST6GAL0.0C2",2.4041
"ST6GAL0.0C2",0.131
"ST6GAL0.0C3",0
"ST6Gal0.0c4",0
"ST6GAL0.0C4",0.4374
"ST6GAL0.0C5",0.7397
"ST6GAL0.0C6",0
"ST6GAL0.0CIV",0
"ST7",-0.0518
"ST7",0.2385
"ST7L",0
"ST8SIA1",0
"ST8SIA2",0
"ST8SIA3",0
"ST8SIA4",0
"ST8SIA5",0
"ST8SIA6",0
"STAB1",0.3197
"STAB1",0.3266
"STAB2",0
"STAC",0.2259
"STAC",0.3937
"STAC2",0
"STAC3",0
"STAG1",0.0552
"STAG2",0
"STAG3",0
"STAG3L1",0
"STAG3L4",0
"STAM",0
"STAM2",0
"STAMBP",0
"STAMBPL1",0.337
"STAP1",0
"STAP2",-0.0605
"STAR",0
"STARD10",0
"STARD13",0.0348
"STARD13",0.2044
"STARD3",0
"STARD3NL",0
"STARD4",0.4392
"STARD5",0
"STARD6",0
"STARD7",0
"STARD8",0
"STARD9",0
"STAT1",1.6751
"STAT1",2.2622
"STAT2",0.5036
"STAT3",-0.4096
"STAT3",-0.263
"STAT3",-0.4867
"STAT4",1.1211
"STAT4",0.5843
"STAT5A",0.3859
"STAT5A",0.5236
"STAT5B",-0.1087
"STAT6",-0.272
"STATH",0
"STATIP1",0.3007
"STAU",0
"STAU1",0.4528
"STAU2",0
"staufen",0
"STBD1",0
"STC1",0
"STC2",-2.0843
"STC2",1.1948
"STE",0
"STEAP1",0.464
"STEAP1",0.1144
"STEAP1B",0
"STEAP2",0
"STEAP3",0
"STEAP4",0.2058
"stem cell factor, SCF",0
"STEP",0
"STG",0
"STH",0
"STIL",-0.0191
"STIM1",-0.6805
"STIM2",0
"STIP1",0.3783
"STIP1",-0.4943
"STK10",1.0171
"STK11",0.2309
"STK11",-1.8018
"STK11IP",0
"STK16",0
"STK17A",-0.0104
"STK17A",-0.0908
"STK17B",0
"STK19",0
"STK24",0
"STK25",0.0577
"STK25",-0.0395
"STK26",0
"STK3",-0.0385
"STK31",0
"STK32A",0
"STK32B",0.6832
"STK32C",0
"STK33",0
"STK35",0.1107
"STK36",0.1594
"STK38",0
"STK38L",0.2283
"STK38L",-0.1024
"STK39",0
"STK4",0
"STK40",0
"STK6",0
"STK9",0
"STKLD1",0
"STM",0
"STM7",0
"STMN1",0
"STMN2",0
"STMN3",0
"STMN4",0
"STMND1",0
"STOM",0
"STOML1",0
"STOML2",0
"STOML3",0
"STON1",0
"STON1-GTF2A1L",0
"STON2",0.0462
"STON2",0.1463
"STOX1",0
"STOX2",0
"STPG1",0
"STPG2",0
"STPG3",0
"STRA13",0
"STRA6",0
"STRA8",0
"STRADA",0
"STRADB",0
"STRAIT11499",0
"STRAP",0
"STRBP",0
"STRC",0
"STRIN",0
"STRIP1",0
"STRIP2",0
"STRL33",0
"STRN",0
"STRN3",-0.6339
"STRN3",-0.1085
"STRN3",0.0637
"STRN4",0.5978
"STS",1.2883
"STS-1",-0.1357
"STT3A",-0.1807
"STT3B",0.1125
"STUB1",0
"STUM",0
"STX10",1.3118
"STX10",-0.0826
"STX11",0.0962
"STX12",0.5088
"STX16",0
"STX17",-0.0969
"STX18",0
"STX19",0
"STX1A",0
"STX1B",0
"STX2",0.4573
"STX3",0.0791
"STX4",0
"STX5",0
"STX6",0.0048
"STX6",0.1469
"STX6",-1.5632
"STX7",0
"STX8",0
"STXBP1",0
"STXBP2",0
"STXBP3",0
"STXBP4",0
"STXBP5",0
"STXBP5L",0
"STXBP6",0.3751
"STXBP6",0.9056
"STXBP6",0.2477
"STYK1",0
"STYX",0
"STYXL1",-1.7084
"SUB1",-0.0559
"SUB1",-0.0071
"SUB1",-6.6692
"SUB1P1",0
"SUCLA2",-6.48
"SUCLA2",-0.0892
"SUCLG1",0
